MARKET,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,CORP_IND,HI_52_WK,LO_52_WK
N,SM,COOLCAPS,COOL CAPS INDUSTRIES LTD,        69.80,        67.00,        71.00,        67.00,        70.20,                  5946812.50,86250, ,       931.00,        67.00
N,SM,CRAYONS,CRAYONS ADVERTISING LTD,        38.30,        38.00,        40.00,        37.10,        40.00,                   275050.00,7000, ,       104.00,        36.75
N,SM,CGRAPHICS,CREATIVE GRAPHICS S IND L,       197.00,       199.20,       199.20,       195.00,       197.00,                  7122640.00,36000, ,       259.00,       134.40
N,SM,CLSL,CROP LIFE SCIENCE LIMITED,        52.00,        51.00,        52.00,        47.15,        52.00,                  2605600.00,52000, ,        62.80,        42.25
N,SM,CURIS,CURIS LIFESCIENCES LTD,       125.50,       128.00,       128.00,       123.50,       123.50,                  1120200.00,9000, ,       147.90,       107.00
N,SM,DANISH,DANISH POWER LIMITED,       645.80,       650.00,       652.95,       644.00,       645.25,                  8432310.00,13050, ,      1237.80,       599.95
N,SM,DCCL,DAR CREDIT & CAPITAL LTD,        46.00,        45.90,        45.90,        44.00,        44.45,                   536200.00,12000, ,        66.00,        44.00
N,SM,DCG,DCG CABLES & WIRES LTD,        67.75,        67.75,        68.45,        66.15,        68.45,                   482040.00,7200, ,       122.50,        55.00
N,SM,DENEERS,DE NEERS TOOLS LIMITED,       150.00,       148.65,       157.50,       148.05,       153.00,                  3488010.00,22800, ,       374.80,       132.00
N,SM,DECCANTRAN,DECCAN TRANSCON LEASING L,        23.75,        23.40,        24.15,        23.25,        24.15,                   169740.00,7200, ,        67.50,        22.20
N,SM,DEEM,DEEM ROLL TECH LIMITED,        50.40,        50.60,        50.60,        50.55,        50.55,                   202250.00,4000, ,        89.45,        38.35
N,SM,DELAPLEX,DELAPLEX LIMITED,       130.20,       130.20,       136.00,       130.00,       133.25,                  1033410.00,7800, ,       248.00,       126.00
N,SM,DELTIC,DELTA AUTOCORP LIMITED,        50.60,        48.20,        51.20,        48.20,        50.00,                  1049500.00,21000, ,       183.75,        43.00
N,SM,DHANLAXMI,DHANLAXMI CROP SCIENCE L,        30.75,        30.60,        30.60,        30.20,        30.20,                   121600.00,4000, ,        82.30,        25.05
N,ST,DHARARAIL,DHARA RAIL PROJECTS LTD,       149.65,       142.20,       142.20,       142.20,       142.20,                  4550400.00,32000, ,       157.50,       142.20
G,ST,DHARIWAL,DHARIWALCORP LIMITED,       368.35,       374.90,       374.90,       361.00,       361.00,                  3726900.00,10200, ,       374.90,        90.50
N,SM,DTL,DIENSTEN TECH LIMITED,       146.00,       146.00,       146.00,       146.00,       146.00,                   175200.00,1200, ,       188.80,       105.00
N,SM,DIGIKORE,DIGIKORE STUDIOS LIMITED,        72.25,        70.80,        74.50,        70.80,        74.20,                  1908640.00,26000, ,       307.60,        64.80
G,ST,DIVINEHIRA,DIVINE HIRA JEWELLERS LTD,       234.70,       239.20,       239.20,       239.20,       239.20,                   382720.00,1600, ,       239.20,        43.00
N,ST,DPEL,DIVINE POWER ENERGY LTD,       272.30,       279.00,       279.00,       265.00,       272.10,                 16339325.00,60000, ,       305.70,        92.05
G,ST,DHTL,DOCMODE HEALTH TECH LTD,        72.70,        74.15,        74.15,        74.15,        74.15,                    59320.00,800, ,       125.20,        36.90
N,SM,DOLLEX,DOLLEX AGROTECH LIMITED,        39.20,        38.80,        39.85,        38.80,        39.85,                   314600.00,8000, ,        44.25,        32.00
N,SM,DRONE,DRONE DESTINATION LIMITED,        67.45,        68.35,        68.35,        66.50,        66.75,                   973900.00,14500, ,       219.85,        64.55
N,SM,DUCOL,DUCOL ORGS AND COLOURS LT,       159.85,       149.90,       151.85,       149.40,       151.60,                   843120.00,5600, ,       209.50,        93.50
N,SM,DUGLOBAL,DUDIGITAL GLOBAL LIMITED,        30.15,        30.95,        30.95,        30.95,        30.95,                    77375.00,2500, ,        70.00,        28.05
N,SM,DURLAX,DURLAX TOP SURFACE LTD,        42.00,        40.35,        41.95,        39.75,        41.00,                  6163100.00,150000, ,        59.75,        32.70
N,SM,DYNAMIC,DYNAMIC SRVCS & SEC LTD,       130.30,       130.95,       135.00,       127.20,       129.25,                  4544350.00,34500, ,       391.80,        85.40
N,ST,EFACTOR,E FACTOR EXPERIENCES LTD,       340.95,       345.00,       346.70,       325.05,       339.70,                  1210120.00,3600, ,       348.00,       127.50
N,ST,E2ERAIL,E TO E TRANS INFRA LTD,       174.00,       330.60,       347.10,       314.20,       327.80,                994619920.00,2938400, ,       347.10,       314.20
N,SM,ECOLINE,ECOLINE EXIM LIMITED,       132.00,       129.00,       130.00,       129.00,       130.00,                   647000.00,5000, ,       143.90,       126.05
N,SM,EFFWA,EFFWA INFRA & RESEARCH L,       227.00,       230.00,       231.00,       224.00,       227.70,                  4521020.00,20000, ,       270.00,       147.55
N,SM,EFORCE,ELECTRO FORCE (INDIA) LTD,        33.90,        33.90,        33.90,        33.90,        33.90,                   162720.00,4800, ,        64.50,        29.20
N,SM,ELGNZ,ELEGANZ INTERIORS LIMITED,        91.80,        91.60,        94.90,        91.60,        92.25,                  3359450.00,36000, ,       163.50,        87.35
N,SM,EMAPARTNER,EMA PARTNERS INDIA LTD,        96.00,        96.05,        96.05,        95.50,        95.50,                   575150.00,6000, ,       158.80,        82.15
N,SM,ETML,EMERALD TYRE MANUF LTD,       106.40,        99.00,       104.55,        99.00,       104.55,                   488340.00,4800, ,       184.95,        96.10
N,SM,EMKAYTOOLS,EMKAY TAP & CUT. TOOL LTD,       113.00,       113.10,       117.00,       113.00,       116.00,                   257625.00,2250, ,       498.95,       112.00
N,SM,ETL,EMKAY TOOLS LIMITED,       845.00,       840.05,       840.05,       840.05,       840.05,                   378022.50,450, ,      1235.00,       721.10
N,SM,ENCOMPAS,ENCOMPASS DESIGN INDIA L,       254.00,       250.55,       255.00,       246.10,       253.95,                  5713320.00,22800, ,       260.00,       167.35
N,SM,EMMIL,ENERGY MISSION MACH IND L,       185.20,       186.00,       186.00,       186.00,       186.00,                    93000.00,500, ,       337.35,       162.10
N,SM,ENSER,ENSER COMMUNICATIONS LTD,        16.00,        15.80,        16.95,        15.50,        16.95,                   555000.00,35000, ,       321.00,        13.35
N,SM,ENVIRO,ENVIROTECH SYSTEMS LTD,       119.40,       119.40,       119.40,       115.20,       115.95,                  1283350.00,11000, ,       173.00,        90.05
N,SM,EEPL,EPPELTONE ENGINEERS LTD,       204.20,       209.00,       209.00,       201.00,       202.55,                  5067200.00,25000, ,       267.90,       160.05
N,ST,EPWINDIA,EPW INDIA LIMITED,       114.35,       110.00,       113.00,       108.65,       108.70,                 12194820.00,111600, ,       122.35,       108.65
N,SM,ESCONET,ESCONET TECHNOLOGIES LTD,       136.70,       134.00,       141.90,       134.00,       138.70,                  3755320.00,27200, ,       410.00,       129.40
N,SM,ESPRIT,ESPRIT STONES LIMITED,        54.00,        55.95,        64.80,        55.95,        64.80,                  6620160.00,105600, ,       159.45,        52.00
N,SM,ESFL,ESSEN SPECIALITY FILMS L,       180.95,       183.95,       189.00,       172.60,       175.75,                 23613948.00,132840, ,       744.85,       149.95
N,ST,EXIMROUTES,EXIM ROUTES LIMITED,       152.75,       160.35,       160.35,       160.30,       160.35,                 36688000.00,228800, ,       160.35,       104.50
N,SM,FALCONTECH,FALCON TECHNOPROJ IND LTD,        14.95,        15.30,        15.50,        15.10,        15.50,                    92040.00,6000, ,        56.30,        14.85
N,SM,FELIX,FELIX INDUSTRIES LTD.,       170.35,       171.00,       180.90,       171.00,       178.05,                 29156625.00,164000, ,       220.00,       108.00
N,SM,FIDEL,FIDEL SOFTECH LIMITED,       132.30,       138.00,       138.00,       138.00,       138.00,                   138000.00,1000, ,       234.00,       109.00
N,SM,FINBUD,FINBUD FINANCIAL SERV LTD,       126.80,       128.10,       131.50,       127.25,       130.65,                  3237500.00,25000, ,       164.85,       110.00
N,SM,FLYSBS,FLYSBS AVIATION LIMITED,       528.85,       526.00,       539.00,       523.00,       535.50,                 35911320.00,68200, ,       790.00,       427.50
N,SM,FWSTC,FLYWINGS SIMULAT T C LTD,       223.55,       223.00,       227.50,       218.00,       221.15,                 17984580.00,80400, ,       248.00,       186.00
N,ST,FONEBOX,FONEBOX RETAIL LIMITED,        90.00,        89.50,        89.50,        89.50,        89.50,                    89500.00,1000, ,       129.00,        68.85
N,SM,FORCAS,FORCAS STUDIO LIMITED,       115.45,       123.95,       123.95,       120.00,       120.00,                   782160.00,6400, ,       140.00,        65.05
N,SM,FRESHARA,FRESHARA AGRO EXPORTS LTD,       174.20,       178.85,       178.85,       172.05,       176.65,                  9469560.00,54000, ,       221.95,       117.20
N,SM,FROG,FROG INNOVATIONS LIMITED,       159.40,       160.00,       163.50,       159.00,       163.50,                   574600.00,3600, ,       458.00,       150.00
N,SM,GAJANAND,GAJANAND INTERNATIONAL L,         9.55,        10.25,        10.25,        10.20,        10.20,                    91950.00,9000, ,        19.75,         9.50
N,SM,GML,GALAXY MEDICARE LIMITED,        21.75,        21.75,        21.75,        20.85,        20.85,                    85200.00,4000, ,        54.00,        18.10
N,SM,GGBL,GANESH GREEN BHARAT LTD,       324.45,       323.90,       324.50,       319.00,       323.50,                  1642485.00,5100, ,       610.00,       282.20
N,SM,GANESHIN,GANESH INFRAWORLD LIMITED,       145.80,       144.95,       154.60,       138.00,       142.00,                 55664840.00,380800, ,       279.80,       106.25
N,SM,GANGABATH,GANGA BATH FITTINGS LTD,        20.90,        20.95,        21.00,        20.25,        20.75,                   866250.00,42000, ,        59.00,        20.10
N,SM,GRCL,GAYATRI RUBB AND CHEM LTD,       368.15,       368.20,       385.00,       368.15,       385.00,                   924687.50,2500, ,       525.25,       315.60
N,SM,GIRIRAJ,GIRIRAJ CIVIL DEVP LTD,       258.95,       255.00,       255.00,       246.05,       246.05,                  1051150.00,4250, ,       409.00,        96.80
N,ST,GICL,GLOBE INTL CARRIERS LTD,        47.20,        47.20,        48.50,        45.00,        46.95,                 24219000.00,522000, ,       179.00,        40.00
G,ST,GSTL,GLOBESECURE TECHNO LTD,        14.70,        14.70,        14.95,        14.70,        14.95,                   192600.00,13000, ,        36.80,         5.95
N,SM,GOLDSTAR,GOLDSTAR POWER LIMITED,         6.80,         7.00,         7.00,         6.50,         6.70,                   974812.50,146250, ,        13.50,         6.50
N,SM,GOYALSALT,GOYAL SALT LIMITED,       163.00,       163.30,       163.30,       156.00,       161.50,                   675420.00,4200, ,       216.00,       142.00
N,SM,GPECO,GP ECO SOLUTIONS INDIA L,       413.70,       415.00,       436.30,       410.00,       433.40,                  6970300.00,16200, ,       616.50,       230.00
N,SM,GCHOTELS,GRAND CONTINENT HOTELS L,       165.95,       164.00,       164.00,       164.00,       164.00,                    98400.00,600, ,       255.00,       101.90
N,SM,GRAPHISAD,GRAPHISADS LIMITED,        48.90,        49.00,        49.15,        46.50,        48.05,                  5058900.00,106800, ,        61.10,        30.40
N,SM,GREENLEAF,GREENLEAF ENVIROTECH LTD,       171.55,       170.95,       171.55,       170.95,       171.00,                   685000.00,4000, ,       185.90,       111.00
N,SM,GSMFOILS,GSM FOILS LIMITED,       203.00,       205.50,       209.65,       205.50,       208.00,                  3854575.00,18500, ,       255.15,       110.70
N,SM,GURUNANAK,GURUNANAK AGRICULTUR IN L,        32.80,        34.40,        34.40,        34.15,        34.25,                   329520.00,9600, ,        60.00,        27.00
N,SM,HIGREEN,HI GREEN CARBON LIMITED,       169.90,       169.90,       169.90,       164.55,       165.60,                  3205840.00,19200, ,       340.90,       127.05
N,ST,HOACFOODS,HOAC FOODS INDIA LIMITED,       340.05,       339.30,       339.30,       323.05,       338.80,                  3914587.50,12000, ,       380.00,       112.00
N,SM,HOLMARC,HOLMARC OPTO MECHATRO L,       100.00,       100.00,       105.00,       100.00,       103.00,                   231000.00,2250, ,       197.50,        86.15
N,SM,HOMESFY,HOMESFY REALTY LIMITED,       162.00,       162.00,       162.00,       161.00,       162.00,                   194100.00,1200, ,       538.40,       158.00
N,SM,HRHNEXT,HRH NEXT SERVICES LIMITED,        28.45,        29.85,        29.85,        29.85,        29.85,                   179100.00,6000, ,       104.30,        25.30
N,SM,IBLFL,IBL FINANCE LIMITED,        59.10,        59.95,        59.95,        56.95,        56.95,                   233800.00,4000, ,        74.00,        45.45
N,SM,IDENTICAL,IDENTICAL BRAINS STUDIO L,        21.95,        21.95,        23.10,        21.95,        23.10,                   180500.00,8000, ,        90.10,        21.25
N,SM,IEML,INDIAN EMULSIFIERS LTD,        89.35,        89.50,        93.00,        89.50,        93.00,                  2057125.00,22500, ,       240.50,        86.00
N,SM,IPHL,INDIAN PHOSPHATE LIMITED,        63.25,        63.20,        67.00,        63.20,        66.90,                  1411140.00,21600, ,        82.50,        42.40
N,SM,INDIFRA,INDIFRA LIMITED,        15.20,        14.90,        14.90,        14.90,        14.90,                    29800.00,2000, ,        28.20,        12.65
N,SM,INFINIUM,INFINIUM PHARMACHEM LTD,       224.90,       218.60,       218.60,       218.55,       218.55,                   218575.00,1000, ,       337.00,       213.90
N,SM,INFLUX,INFLUX HEALTHTECH LIMITED,       228.90,       232.00,       234.70,       227.60,       230.35,                  6364530.00,27600, ,       261.95,       120.00
N,SM,INFOLLION,INFOLLION RESEARCH SER L,       390.00,       390.00,       390.00,       382.00,       382.00,                  1381640.00,3600, ,       575.00,       341.00
N,SM,INNOMET,INNOMET ADVANCED MATERI L,       107.35,       103.60,       103.60,        97.80,        98.50,                  2700060.00,27000, ,       216.00,        88.65
N,SM,INSPIRE,INSPIRE FILMS LIMITED,        10.40,        10.65,        10.85,        10.65,        10.85,                    64700.00,6000, ,        31.00,        10.40
N,SM,IPSL,INTEGRATED PERSO SER LTD,       287.00,       275.00,       275.00,       270.00,       270.00,                  1370500.00,5000, ,       398.00,       240.05
N,SM,INTEGRITY,INTEGRITY INFRABUILD DE L,       132.00,       136.75,       136.75,       136.75,       136.75,                   164100.00,1200, ,       145.10,        81.70
N,SM,INM,INTERIORS & MORE LIMITED,       250.00,       249.00,       250.00,       246.00,       249.70,                  4639170.00,18600, ,       689.00,       218.05
N,SM,INVICTA,INVICTA DIAGNOSTIC LTD,        77.40,        80.60,        85.00,        78.70,        79.45,                  2475840.00,30400, ,       105.00,        75.70
N,SM,ITALIANE,ITALIAN EDIBLES LIMITED,        29.60,        29.00,        29.00,        29.00,        29.00,                   116000.00,4000, ,        45.00,        27.00
N,ST,IWARE,IWARE SUPPLYCHAIN SER LTD,       199.05,       205.00,       209.00,       205.00,       209.00,                  6494460.00,31200, ,       243.90,        70.05
N,SM,JAINIK,JAINIK POWER CABLES LTD,       128.00,       126.00,       127.50,       126.00,       127.50,                   608940.00,4800, ,       153.10,        60.60
N,SM,JAYBEE,JAY BEE LAMINATIONS LTD,       116.60,       116.60,       118.00,       115.50,       118.00,                  1569425.00,13500, ,       377.20,       112.00
N,ST,KORE,JAY JALARAM TECHNO LTD,       158.85,       164.25,       164.25,       164.25,       164.25,                    41062.50,250, ,       370.00,       110.20
N,SM,JAYESH,JAYESH LOGISTICS LIMITED,       164.80,       160.00,       165.80,       159.00,       162.75,                  2581050.00,16000, ,       183.00,       106.35
N,ST,JEYYAM,JEYYAM GLOBAL FOODS LTD,        59.55,        59.55,        59.55,        56.60,        56.60,                  4582300.00,80000, ,        74.50,        31.00
N,SM,JYOTIGLOBL,JYOTI GLOBAL PLAST LTD,        45.30,        44.20,        45.00,        40.05,        42.35,                  4183700.00,98000, ,        77.75,        40.05
N,SM,K2INFRA,K2 INFRAGEN LIMITED,        68.70,        75.55,        75.55,        73.40,        75.55,                 12129450.00,160800, ,       178.00,        52.50
N,SM,KKJEWELS,KABRA JEWELS LIMITED,        90.75,        89.20,        90.50,        89.00,        89.60,                  1886700.00,21000, ,       265.00,        84.00
