MARKET,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,CORP_IND,HI_52_WK,LO_52_WK
N,SM,KALANA,KALANA ISPAT LIMITED,        23.70,        23.50,        23.50,        23.50,        23.50,                    47000.00,2000, ,        55.00,        22.80
N,ST,KANDARP,KANDARP DG SMART BPO LTD,       146.45,       146.40,       150.00,       140.40,       147.20,                  5291250.00,37000, ,       150.00,        46.15
N,ST,KARNIKA,KARNIKA INDUSTRIES LTD,       117.55,       118.10,       119.90,       118.10,       119.90,                   356250.00,3000, ,       973.00,       112.25
N,SM,KATARIA,KATARIA INDUSTRIES LTD,       101.75,       101.00,       107.90,       100.85,       102.05,                  1915650.00,18600, ,       160.40,        85.50
N,SM,KLL,KAUSHALYA LOGISTICS LTD,        48.05,        49.50,        57.60,        49.50,        51.40,                  2124960.00,40000, ,       112.00,        40.60
N,SM,KCEIL,KAY CEE ENERGY & INFRA L,       147.85,       149.80,       155.00,       148.00,       153.10,                  4706400.00,31000, ,       408.35,       135.35
N,SM,KAYTEX,KAYTEX FABRICS LIMITED,        73.00,        73.00,        75.60,        73.00,        75.45,                  1065000.00,14400, ,       156.90,        69.50
G,ST,KCK,KCK INDUSTRIES LTD,        25.55,        25.05,        26.00,        25.05,        26.00,                  8781750.00,350000, ,        61.70,        25.05
N,SM,KEN,KEN ENTERPRISES LIMITED,        44.55,        45.55,        45.55,        45.25,        45.40,                   108960.00,2400, ,        85.00,        35.25
N,SM,KHFM,KHFM HOS FAC MANA SER LTD,        64.25,        64.15,        64.15,        58.90,        63.60,                   381145.00,6200, ,       102.80,        54.50
N,SM,KODYTECH,KODY TECHNOLAB LIMITED,       928.50,       930.00,       944.40,       920.00,       930.00,                  6432430.00,6900, ,      1738.95,       556.05
N,SM,KONSTELEC,KONSTELEC ENGINEERS LTD,        51.25,        52.00,        52.00,        47.15,        47.15,                   348650.00,7000, ,       131.85,        42.00
N,SM,KONTOR,KONTOR SPACE LIMITED,        66.00,        68.95,        71.00,        67.30,        67.30,                   580650.00,8400, ,       125.55,        58.00
N,SM,KDL,KORE DIGITAL LIMITED,       178.90,       180.00,       181.90,       175.00,       180.60,                  4208182.50,23550, ,      1912.60,       135.20
N,SM,KOTYARK,KOTYARK INDUSTRIES LTD,       238.45,       239.00,       240.00,       233.00,       234.70,                  1065600.00,4500, ,       964.00,       202.40
N,SM,KRISHCA,KRISHCA STRAPPING SLTN L,       197.75,       198.00,       199.60,       190.30,       198.50,                  1080550.00,5500, ,       316.20,       150.00
N,SM,KEL,KUNDAN EDIFICE LIMITED,       100.00,       101.00,       102.00,       100.00,       100.00,                   727200.00,7200, ,       167.05,        81.00
N,SM,LAKSHYA,LAKSHYA POWERTECH LIMITED,       124.00,       123.00,       126.00,       123.00,       126.00,                   396000.00,3200, ,       343.95,       102.25
N,SM,LAMOSAIC,LAMOSAIC INDIA LIMITED,        35.15,        34.10,        34.90,        34.05,        34.55,                   289530.00,8400, ,       104.00,        33.60
N,SM,LLOYDS,LLOYDS LUXURIES LIMITED,        70.00,        72.00,        72.00,        72.00,        72.00,                   144000.00,2000, ,       125.75,        61.30
N,ST,MVKAGRO,M.V.K. AGRO FOOD PROD LTD,       749.55,       745.00,       750.00,       721.00,       727.05,                 57718005.00,78600, ,       819.00,        32.05
N,SM,MACOBSTECH,MACOBS TECHNOLOGIES LTD,       210.00,       210.00,       210.00,       209.00,       209.00,                   669600.00,3200, ,       246.95,       150.60
N,SM,MADHUSUDAN,MADHUSUDAN MASALA LIMITED,       131.45,       127.55,       131.45,       127.50,       129.50,                   906000.00,7000, ,       226.00,       108.60
N,SM,MAGSON,MAGSON RETAIL AND DIST L,       124.00,       130.20,       130.20,       130.20,       130.20,                   390600.00,3000, ,       166.10,        75.50
N,SM,MRIL,MAHENDRA REALTO & INFRA L,        51.00,        50.00,        52.30,        50.00,        51.95,                   491520.00,9600, ,        82.00,        49.15
N,SM,MAHICKRA,MAHICKRA CHEMICAL LIMITED,       149.95,       149.50,       149.50,       149.50,       149.50,                  1569750.00,10500, ,       180.00,        95.20
N,SM,MAITREYA,MAITREYA MEDICARE LIMITED,       212.60,       208.20,       215.00,       208.20,       215.00,                   336560.00,1600, ,       360.00,       192.10
N,SM,MPEL,MANAS POLYMER N ENERGIE L,        90.00,        89.00,        90.00,        89.00,        90.00,                  3166240.00,35200, ,       153.90,        86.00
N,ST,MANAV,MANAV INFRA PROJECTS LTD,        28.60,        27.20,        30.00,        27.20,        30.00,                   588400.00,20000, ,        31.70,        10.50
N,SM,MANDEEP,MANDEEP AUTO INDUSTRIES L,        23.60,        23.60,        23.60,        23.60,        23.60,                    47200.00,2000, ,        36.15,        17.80
N,SM,MAL,MANGALAM ALLOYS LIMITED,        49.80,        49.80,        49.85,        47.50,        47.50,                   470800.00,9600, ,        80.20,        26.25
N,SM,MIEL,MANGLAM INFRA & ENG LTD,        20.70,        20.70,        21.40,        20.70,        20.75,                   125700.00,6000, ,        44.30,        19.05
N,ST,MARC,MARC TECHNOCRATS LIMITED,        56.10,        53.30,        54.85,        53.30,        53.30,                 14732100.00,276000, ,        74.40,        53.30
N,SM,MARCO,MARCO CABLE & CONDUCTOR L,        38.00,        38.00,        38.75,        38.00,        38.75,                   172125.00,4500, ,        68.25,        33.10
N,ST,MARINETRAN,MARINETRANS INDIA LIMITED,        23.20,        22.05,        22.05,        22.05,        22.05,                    88200.00,4000, ,        28.20,        13.30
N,SM,MASON,MASON INFRATECH LIMITED,       193.00,       190.05,       192.00,       190.05,       191.90,                  2578400.00,13500, ,       220.00,        73.50
N,SM,MGSL,MATRIX GEO SOLUTIONS LTD,       105.45,       109.30,       110.00,       106.75,       106.75,                   391260.00,3600, ,       120.00,        73.55
N,SM,MAXPOSURE,MAXPOSURE LIMITED,        44.55,        44.50,        45.50,        44.50,        44.75,                   179300.00,4000, ,       102.95,        44.45
N,ST,MAXVOLT,MAXVOLT ENERGY INDUS L,       491.95,       493.00,       493.00,       467.40,       484.00,                  6060640.00,12800, ,       509.00,       145.05
N,ST,MAYASHEEL,MAYASHEEL VENTURES LTD,        62.60,        63.00,        64.00,        63.00,        64.00,                  3039000.00,48000, ,        85.00,        46.00
N,ST,MCON,MCON RASAYAN INDIA LTD,        60.45,        59.10,        63.40,        59.10,        63.40,                   184400.00,3000, ,       220.75,        53.40
N,SM,MEDIORG,MEDICAMEN ORGANICS LTD,        25.20,        26.45,        26.45,        26.45,        26.45,                   211600.00,8000, ,        57.10,        19.60
N,SM,MEDISTEP,MEDISTEP HEALTHCARE LTD,        24.55,        24.95,        24.95,        24.50,        24.95,                   298050.00,12000, ,        53.00,        22.30
N,ST,MEGAFLEX,MEGA FLEX PLASTICS LTD,       121.20,       127.15,       127.25,       127.15,       127.20,                   763200.00,6000, ,       127.55,        40.00
N,SM,MEGATHERM,MEGATHERM INDUCTION LTD,       225.65,       225.00,       230.00,       225.00,       229.50,                  1913860.00,8400, ,       380.00,       212.00
N,SM,MICROPRO,MICROPRO SOFTWARE SOL L,        20.00,        19.50,        19.50,        19.50,        19.50,                    31200.00,1600, ,        34.45,        17.85
N,SM,MHHL,MOHINI HEALTH&HYGIENE LTD,        37.50,        38.00,        38.00,        38.00,        38.00,                    57000.00,1500, ,        86.90,        37.50
N,SM,MONOLITH,MONOLITHISCH INDIA LTD,       499.50,       493.15,       507.65,       493.15,       503.50,                  2892937.50,5750, ,       607.40,       219.45
N,SM,MOS,MOS UTILITY LIMITED,        22.90,        23.15,        23.70,        22.70,        23.45,                 27319600.00,1168000, ,       321.00,        21.00
N,ST,MOXSH,MOXSH OVERSEAS EDUCON LTD,        84.40,        80.60,        81.00,        80.60,        81.00,                  8032960.00,99200, ,       101.15,        25.50
N,SM,MUNISH,MUNISH FORGE LIMITED,       103.00,       104.00,       107.85,       101.95,       103.65,                  9409740.00,88800, ,       143.00,        95.50
N,SM,MYMUDRA,MY MUDRA FINCORP LIMITED,        91.25,        93.00,        94.00,        91.05,        91.05,                   669000.00,7200, ,       119.10,        51.60
N,ST,NRVANDANA,N R VANDANA TEX IND LTD,        55.65,        55.50,        57.00,        53.00,        57.00,                  3333150.00,60000, ,        72.90,        37.05
N,SM,NAMOEWASTE,NAMO EWASTE MANAGEMENT L,       181.60,       181.70,       188.30,       181.70,       184.05,                  2966280.00,16000, ,       229.90,       127.00
N,SM,NEELAM,NEELAM LINENS & GAR (I) L,        14.00,        14.00,        14.00,        14.00,        14.00,                    84000.00,6000, ,        59.95,        11.80
N,SM,NEOCHEM,NEOCHEM BIO SOLUTIONS LTD,        85.50,        88.80,        88.95,        84.25,        84.45,                  3485580.00,40800, ,       113.40,        84.25
N,ST,NEPHROCARE,NEPHRO CARE INDIA LIMITED,       110.25,       113.45,       115.00,       112.00,       112.30,                  1221200.00,10800, ,       206.85,        99.95
N,SM,NEPTUNE,NEPTUNE PETROCHEMICALS L,       201.95,       196.55,       204.30,       196.50,       199.50,                  4193600.00,21000, ,       239.00,       126.30
N,ST,CBAZAAR,NET AVENUE TECHNOLOGIES L,         3.80,         3.95,         3.95,         3.95,         3.95,                    63200.00,16000, ,        13.25,         3.05
N,SM,NEWJAISA,NEWJAISA TECHNOLOGIES LTD,        27.95,        27.40,        27.40,        27.40,        27.40,                    41100.00,1500, ,        89.00,        25.55
N,SM,NMSTEEL,NEWMALAYALAM STEEL LTD,        31.05,        29.00,        30.05,        29.00,        30.05,                   190480.00,6400, ,        81.25,        23.35
N,SM,NIDAN,NIDAN LABS AND HEALTH LTD,        18.60,        18.60,        18.90,        18.60,        18.85,                   131250.00,7000, ,        29.45,        16.05
N,SM,NIRMAN,NIRMAN AGRI GENTICS LTD,        61.00,        61.00,        62.45,        60.55,        61.30,                   880770.00,14400, ,       456.00,        51.50
N,SM,OBSCP,OBSC PERFECTION LIMITED,       307.85,       313.20,       313.95,       300.00,       304.85,                 11004080.00,36000, ,       360.00,       144.90
N,SM,ONDOOR,ON DOOR CONCEPTS LIMITED,       115.00,       115.15,       117.15,       113.00,       117.15,                   346890.00,3000, ,       321.10,       108.00
N,SM,OLIL,ONECLICK LOGISTICS IND L,       303.90,       303.90,       310.00,       300.90,       305.70,                 14938900.00,48800, ,       355.00,        98.15
N,SM,ONYX,ONYX BIOTEC LIMITED,        40.05,        38.20,        38.20,        38.20,        38.20,                    76400.00,2000, ,        97.45,        28.10
N,SM,OPTIVALUE,OPTIVALUE TEK CONSULT LTD,        87.95,        88.00,        88.50,        81.60,        81.95,                  2904160.00,33600, ,       107.55,        67.95
N,SM,ORIANA,ORIANA POWER LIMITED,      2250.20,      2255.00,      2287.80,      2240.10,      2251.75,                 48103350.00,21300, ,      3064.00,      1000.00
N,ST,OSELDEVICE,OSEL DEVICES LIMITED,       555.50,       559.90,       564.00,       543.00,       550.40,                  4858340.00,8800, ,       835.00,       186.25
N,SM,OWAIS,OWAIS METAL & MINERAL,       270.60,       277.00,       277.05,       249.90,       256.05,                 11181670.00,43000, ,      1224.00,       249.90
N,SM,PROPEQUITY,P. E. ANALYTICS LIMITED,       182.00,       180.20,       180.20,       180.00,       180.00,                   324210.00,1800, ,       299.90,       156.60
N,SM,PARAGON,PARAGON FINE S.C. LTD.,        41.00,        41.00,        42.00,        40.50,        41.85,                   248700.00,6000, ,       100.05,        38.00
N,SM,PARAMOUNT,PARAMOUNT DYE TEC LIMITED,        51.90,        51.90,        51.90,        49.45,        49.45,                   183900.00,3600, ,        90.00,        44.55
N,SM,PSFL,PARAMOUNT SPECIALI FORG L,        28.50,        28.40,        28.95,        28.40,        28.80,                   575300.00,20000, ,        78.00,        28.00
N,ST,PARIN,PARIN ENTERPRISES LIMITED,       594.00,       595.00,       595.00,       565.35,       587.20,                  4397312.50,7500, ,       610.00,       311.65
N,SM,PARTH,PARTH ELEC & ENG LTD,       210.95,       205.00,       207.00,       205.00,       206.50,                  1153920.00,5600, ,       306.40,       169.00
N,SM,PARTYCRUS,PARTY CRUISERS LIMITED,        91.00,        91.00,        91.20,        90.45,        91.10,                   727050.00,8000, ,       140.00,        63.05
N,SM,PATILAUTOM,PATIL AUTOMATION LIMITED,       178.95,       180.00,       186.00,       177.00,       179.00,                  5469360.00,30000, ,       268.90,       153.90
N,SM,PELATRO,PELATRO LIMITED,       349.90,       355.00,       359.50,       352.00,       355.00,                  1806165.00,5100, ,       559.90,       283.20
N,ST,PENTAGON,PENTAGON RUBBER LIMITED,        66.50,        68.95,        69.80,        68.95,        69.80,                   347350.00,5000, ,        99.50,        50.55
N,SM,PCCL,PETRO CARBON AND CHEMI L,       207.70,       202.10,       218.00,       202.00,       214.35,                  3233160.00,15200, ,       228.00,       150.00
N,SM,PHANTOMFX,PHANTOM DIGITAL EFF LTD,       241.00,       239.00,       244.95,       235.50,       238.95,                  4805265.00,20100, ,       327.95,       165.00
N,SM,PHOGLOBAL,PHOENIX OVERSEAS LIMITED,        23.15,        24.50,        24.50,        23.00,        23.95,                  1618000.00,68000, ,        30.00,        16.75
N,SM,PPSL,PICTUREPOST STUDIOS LTD,        10.40,        10.40,        10.45,        10.40,        10.45,                    62550.00,6000, ,        45.60,         9.00
N,ST,POLYSIL,POLYSIL IRRIGATION SYST L,       297.50,       291.00,       299.75,       283.10,       284.45,                  8051175.00,28000, ,       356.75,        14.25
N,SM,POSITRON,POSITRON ENERGY LIMITED,       209.00,       209.00,       215.60,       208.00,       211.80,                  1716075.00,8100, ,       420.00,       202.55
N,SM,PRAMARA,PRAMARA PROMOTIONS LTD,       349.50,       353.55,       353.55,       346.00,       346.90,                 15155125.00,43500, ,       362.95,       101.05
N,SM,PRANIK,PRANIK LOGISTICS LIMITED,        55.50,        59.90,        63.05,        59.90,        61.35,                   488000.00,8000, ,       112.95,        48.10
N,SM,PRATHAM,PRATHAM EPC PROJECTS LTD,       149.90,       150.00,       150.00,       148.00,       148.00,                   595100.00,4000, ,       242.30,       133.00
N,SM,PRECISION,PRECISION METALIKS LTD,        11.60,        11.60,        11.60,        11.60,        11.60,                    69600.00,6000, ,        44.50,        11.60
N,SM,PREMIUM,PREMIUM PLAST LIMITED,        38.50,        38.40,        40.00,        38.40,        39.50,                   697800.00,18000, ,        47.95,        26.05
N,SM,PRESSTONIC,PRESSTONIC ENGINEERING L,        60.50,        60.00,        62.00,        59.30,        60.65,                   145040.00,2400, ,       143.00,        56.00
N,SM,PRIMECAB,PRIME CABLE INDUSTRIES L,        82.30,        83.15,        83.95,        80.00,        80.90,                  4180080.00,51200, ,       123.65,        70.70
N,SM,PRITIKA,PRITIKA ENG COMPO LTD,        81.50,        82.00,        84.00,        78.00,        78.00,                   800000.00,10000, ,       208.50,        66.50
N,SM,PRIZOR,PRIZOR VIZTECH LIMITED,       300.50,       300.00,       300.05,       292.50,       294.65,                  2259680.00,7600, ,       362.00,       105.10
N,SM,PROFX,PRO FX TECH LIMITED,        74.20,        75.00,        75.00,        75.00,        75.00,                   360000.00,4800, ,       136.90,        56.90
N,SM,PROLIFE,PROLIFE INDUSTRIES LTD,        73.15,        71.00,        71.65,        69.50,        70.25,                   663650.00,9500, ,       361.00,        69.50
N,SM,PULZ,PULZ ELECTRONICS LIMITED,        32.40,        32.35,        32.35,        30.50,        31.95,                  1405000.00,44000, ,        74.40,        28.25
N,SM,PURPLEUTED,PURPLE UNITED SALES LTD,       412.90,       413.00,       417.95,       394.00,       396.45,                  7201100.00,18000, ,       587.95,       119.55
N,SM,PURVFLEXI,PURV FLEXIPACK LIMITED,        74.10,        74.10,        78.00,        74.10,        76.90,                  1104440.00,14400, ,       190.00,        69.00
N,SM,PUSHPA,PUSHPA JEWELLERS LIMITED,       100.20,       103.35,       103.35,       101.00,       102.50,                  1942750.00,19000, ,       148.75,        91.00
N,SM,QFIL,QUALITY FOILS (INDIA) LTD,        63.15,        62.00,        62.00,        60.10,        60.85,                   425850.00,7000, ,       101.80,        56.00
N,SM,QUESTLAB,QUEST LABORATORIES LTD,       111.00,       108.00,       111.00,       108.00,       109.00,                  1972080.00,18000, ,       160.00,        75.15
N,SM,QUICKTOUCH,QUICKTOUCH TECHNOLOGIES L,        40.30,        40.40,        41.85,        40.00,        41.75,                   651700.00,16000, ,        98.45,        27.15
N,SM,RILINFRA,RACHANA INFRA LTD,        36.85,        37.70,        37.70,        36.60,        37.20,                   852695.00,23000, ,        53.90,        25.55
N,SM,RADIOWALLA,RADIOWALLA NETWORK LTD,        60.45,        60.50,        63.00,        60.50,        63.00,                   397600.00,6400, ,       114.00,        50.00
N,SM,RCDL,RAJGOR CASTOR DERIVATI L,        21.10,        20.10,        20.10,        20.00,        20.00,                   300750.00,15000, ,        30.85,        16.55
N,SM,RAJPUTANA,RAJPUTANA BIODIESEL LTD,       242.95,       240.10,       240.10,       240.10,       240.10,                   240100.00,1000, ,       383.85,       173.15
N,SM,RAJINDLTD,RAJPUTANA INDUSTRIES LTD,        84.50,        84.50,        85.50,        84.40,        85.25,                  1783950.00,21000, ,       101.90,        70.05
N,SM,RBS,RAMDEVBABA SOLVENT LTD,        95.00,        95.10,        95.10,        94.50,        95.00,                   531200.00,5600, ,       147.00,        90.00
N,SM,RAPIDFLEET,RAPID FLEET MGT SERVICE L,       183.00,       190.00,       192.00,       190.00,       190.00,                   457200.00,2400, ,       229.00,       171.00
N,SM,RAPPID,RAPPID VALVES (INDIA) LTD,       300.00,       300.00,       300.00,       300.00,       300.00,                   720000.00,2400, ,       384.90,       215.20
N,SM,RBMINFRA,RBM INFRACON LIMITED,       415.75,       412.50,       435.00,       410.05,       434.25,                  4991710.00,11600, ,       782.25,       249.85
N,SM,READYMIX,READYMIX CONSTRU MACHI L,       116.00,       116.00,       116.00,       116.00,       116.00,                   232000.00,2000, ,       175.00,        55.20
N,SM,REFRACTORY,REFRACTORY SHAPES LIMITED,        55.10,        51.70,        59.00,        51.70,        56.00,                  1454100.00,27000, ,        99.40,        39.00
N,SM,REMUS,REMUS PHARMACEUTICALS L,       693.35,       689.90,       798.00,       689.90,       768.90,                 29780510.00,41400, ,      2577.00,       611.05
N,ST,RNPL,RENOL POLYCHEM LIMITED,       145.00,       144.50,       144.80,       141.00,       144.80,                   686760.00,4800, ,       156.00,        69.00
N,SM,REXPIPES,REX PIPES AND CABLES LTD,       150.05,       142.60,       151.00,       142.60,       151.00,                   436200.00,3000, ,       171.00,        57.00
N,SM,REXPRO,REXPRO ENTERPRISES LTD,        57.50,        55.55,        56.95,        55.55,        56.90,                   953750.00,17000, ,       120.00,        41.60
N,SM,RITEZONE,RITE ZONE CHEMCON IND LTD,        22.40,        22.40,        22.40,        22.40,        22.40,                    35840.00,1600, ,        47.55,        19.85
N,SM,RNFI,RNFI SERVICES LIMITED,       316.45,       322.95,       322.95,       311.30,       312.30,                  5848950.00,18600, ,       404.00,       148.10
N,ST,ROCKINGDCE,ROCKINGDEALS CIRCU ECO L,       233.65,       230.50,       233.65,       222.00,       222.35,                  1234075.00,5500, ,       650.00,       160.55
N,SM,ROXHITECH,ROX HI TECH LIMITED,        43.50,        43.50,        43.50,        43.00,        43.40,                  1385360.00,32000, ,       100.80,        35.05
N,SM,RULKA,RULKA ELECTRICALS LIMITED,       109.75,       109.20,       109.50,       106.50,       106.50,                   259425.00,2400, ,       302.35,       100.35
N,ST,SATECH,S A TECH SOFTWARE INDIA L,        55.10,        57.30,        57.85,        56.00,        56.00,                   863500.00,15000, ,       131.00,        31.80
N,SM,SDREAMS,S D RETAIL LIMITED,        81.70,        82.00,        82.00,        82.00,        82.00,                  1640000.00,20000, ,       181.95,        73.00
N,SM,SJLOGISTIC,S J LOGISTICS (INDIA) LTD,       366.30,       364.75,       374.85,       360.15,       370.20,                 10565087.50,28750, ,       685.00,       301.05
N,SM,SAAKSHI,SAAKSHI MEDTEC N PANELS L,       181.75,       182.35,       183.10,       178.05,       179.10,                  3052770.00,16800, ,       225.80,       118.00
N,ST,SABAR,SABAR FLEX INDIA LIMITED,         4.60,         4.60,         4.60,         4.60,         4.60,                    23000.00,5000, ,        15.00,         3.80
N,ST,SACHEEROME,SACHEEROME LIMITED,       396.25,       395.00,       400.00,       376.45,       376.45,                 12196440.00,31800, ,       428.55,       140.50
N,SM,SADHAV,SADHAV SHIPPING LIMITED,       104.00,       107.00,       113.00,       104.80,       110.80,                  8526390.00,77400, ,       164.00,        76.95
N,SM,SAFEENTP,SAFE ENTER RETAIL FIX LTD,       260.00,       261.00,       265.00,       261.00,       263.90,                  2762250.00,10500, ,       319.00,       151.00
N,SM,SAHAJSOLAR,SAHAJ SOLAR LIMITED,       170.30,       172.45,       180.00,       171.00,       176.85,                  3520000.00,20000, ,       575.00,       138.15
N,SM,SAHANA,SAHANA SYSTEM LIMITED,       826.00,       828.00,       845.00,       815.00,       838.90,                  9516706.25,11500, ,      2060.00,       815.00
N,SM,SAHASRA,SAHASRA ELECTRONIC SOLU L,       298.20,       300.00,       304.95,       298.00,       299.25,                  7569780.00,25200, ,       618.00,       227.50
N,SM,SAJHOTELS,SAJ HOTELS LIMITED,        58.00,        55.50,        57.95,        55.00,        57.00,                  1345000.00,24000, ,        86.50,        46.00
N,ST,SAMAY,SAMAY PROJECT SERVICES L,        45.10,        44.00,        44.50,        43.70,        43.70,                  1055000.00,24000, ,        51.30,        28.80
N,SM,SAIFL,SAMEERA AGRO AND INFRA L,        13.30,        12.90,        13.00,        12.90,        12.90,                   155200.00,12000, ,       111.90,        10.50
N,SM,SANGANI,SANGANI HOSPITALS LIMITED,        53.95,        53.85,        53.85,        53.85,        53.85,                    80775.00,1500, ,        77.00,        48.50
N,SM,SARTELE,SAR TELEVENTURE LIMITED,       256.00,       258.90,       259.50,       245.00,       250.95,                147193925.00,586500, ,       302.95,       162.00
N,SM,SATKARTAR,SAT KARTAR SHOPPING LTD,       142.45,       143.05,       149.00,       143.05,       148.65,                  1536480.00,10400, ,       241.95,       130.20
N,SM,SSEGL,SATHLOKHAR SYN E&C GLOB L,       461.50,       461.50,       467.15,       453.50,       459.30,                  9614590.00,21000, ,       580.00,       362.00
N,SM,SATIPOLY,SATI POLY PLAST LIMITED,        61.95,        61.00,        63.00,        60.30,        62.85,                   246550.00,4000, ,       204.00,        58.00
N,SM,SATTVAENGG,SATTVA ENGINEERING CSTN L,        64.00,        62.10,        62.10,        62.10,        62.10,                    99360.00,1600, ,       118.90,        60.30
N,SM,SAVY,SAVY INFRA AND LOGI LTD,       161.25,       167.50,       167.50,       160.05,       161.25,                  3136500.00,19200, ,       191.00,       121.00
N,SM,SAWALIYA,SAWALIYA FOOD PRODUCTS L,       316.75,       316.15,       320.50,       315.60,       318.85,                 80257530.00,252600, ,       322.80,       208.00
N,SM,SELLOWRAP,SELLOWRAP INDUSTRIES LTD,        77.95,        77.05,        79.80,        77.00,        79.80,                   997280.00,12800, ,       139.65,        70.00
N,SM,SERVICE,SERVICE CARE LIMITED,        44.05,        47.00,        47.00,        46.50,        46.75,                   561000.00,12000, ,        83.20,        39.20
N,ST,SCML,SHARP CHUCKS N MACHINES L,       143.50,       147.00,       147.00,       139.00,       144.00,                   430000.00,3000, ,       159.50,        68.05
N,SM,SHEEL,SHEEL BIOTECH LIMITED,        71.00,        72.00,        72.00,        72.00,        72.00,                  1440000.00,20000, ,        95.55,        68.25
N,SM,SHEETAL,SHEETAL UNIVERSAL LIMITED,       165.85,       165.00,       167.50,       163.00,       164.15,                  3452200.00,21000, ,       167.70,        60.20
N,SM,SHERA,SHERA ENERGY LIMITED,       130.05,       131.00,       135.40,       131.00,       134.85,                  3743850.00,28000, ,       214.00,       117.80
N,SM,SHIGAN,SHIGAN QUANTUM TECH LTD,        46.00,        47.50,        47.50,        47.50,        47.50,                    71250.00,1500, ,       129.00,        41.20
N,SM,SPCL,SHIVALIC POWER CONTROL L,        99.60,       103.30,       118.95,       101.05,       112.25,                 20094990.00,183600, ,       247.50,        71.00
N,SM,SHIVASHRIT,SHIVASHRIT FOODS LIMITED,       129.00,       132.00,       134.45,       126.15,       127.00,                   780600.00,6000, ,       148.50,       118.00
N,SM,SHREEKARNI,SHREE KARNI FABCOM LTD,       495.00,       495.00,       495.00,       475.00,       484.00,                   939180.00,1950, ,       852.90,       470.00
N,SM,SHREEOSFM,SHREE OSFM E-MOBILITY LTD,        78.25,        80.00,        87.00,        80.00,        85.00,                  1759650.00,21000, ,       145.35,        73.00
N,ST,TIRUPATI,SHREE TIRUPATI BALAJEE,       714.00,       698.00,       698.00,       698.00,       698.00,                  2006750.00,2875, ,       997.00,       452.95
N,SM,SHETHJI,SHREEJI GLOBAL FMCG LTD,       114.20,       117.95,       123.30,       117.90,       119.35,                 10266800.00,85000, ,       123.65,        95.50
N,SM,SHRIAHIMSA,SHRI AHIMSA NATURALS LTD,       238.40,       240.00,       249.65,       235.00,       240.45,                  9761910.00,40200, ,       280.10,       126.50
N,SM,SHRIKANHA,SHRI KANHA STAINLESS LTD,        28.15,        28.50,        28.50,        26.75,        26.75,                  3926960.00,145600, ,        88.00,        26.05
N,ST,SHUBHLAXMI,SHUBHLAXMI JEWEL ART LTD,        35.80,        36.75,        37.55,        36.70,        37.50,                  2264600.00,61000, ,        40.00,        13.35
N,SM,SHUBHSHREE,SHUBHSHREE BIOFUELS ENE L,       395.00,       390.00,       390.00,       378.00,       379.00,                   458100.00,1200, ,       494.95,       268.70
N,ST,SHYAMDHANI,SHYAM DHANI INDUSTRIES L,       126.10,       119.80,       130.70,       119.80,       126.75,                141511200.00,1166000, ,       139.65,       119.80
N,SM,SIDDHICOTS,SIDDHI COTSPIN LIMITED,        30.40,        29.30,        30.80,        29.30,        30.20,                   687780.00,22800, ,        86.40,        27.15
N,SM,SIDDHIKA,SIDDHIKA COATINGS LIMITED,       198.15,       198.50,       208.00,       198.15,       208.00,                  1013650.00,5000, ,       243.00,       154.05
N,SM,SIGNORIA,SIGNORIA CREATION LIMITED,        90.70,        95.00,        95.00,        95.00,        95.00,                    95000.00,1000, ,       135.60,        60.00
N,SM,SILKY,SILKY OVERSEAS LIMITED,       144.90,       144.40,       144.40,       144.40,       144.40,                  1039680.00,7200, ,       171.00,       103.00
N,SM,SMARTEN,SMARTEN POWER SYSTEMS LTD,        74.85,        76.00,        78.00,        76.00,        77.85,                   833340.00,10800, ,       157.95,        62.00
N,SM,SNEHAA,SNEHAA ORGANICS LIMITED,        70.60,        69.15,        69.15,        59.65,        60.35,                  9117250.00,149000, ,       122.00,        59.65
N,SM,BALCO,SOLVE PLASTIC PRODUCTS L,        25.95,        25.95,        25.95,        25.95,        25.95,                    31140.00,1200, ,        47.65,        23.75
N,SM,SONAMAC,SONA MACHINERY LIMITED,        47.45,        47.25,        47.25,        46.30,        46.50,                   279500.00,6000, ,       127.50,        44.95
N,SM,SONUINFRA,SONU INFRATECH LIMITED,        72.00,        73.95,        79.20,        73.90,        79.20,                  1949475.00,25500, ,       145.00,        69.25
N,SM,SPEB,SPEB ADHESIVES LIMITED,        51.80,        51.80,        51.80,        50.55,        50.55,                   308300.00,6000, ,        60.00,        46.55
N,SM,SPECTSTM,SPECTRUM TALENT MGMT LTD,        93.60,        90.15,        95.70,        90.15,        95.70,                   148680.00,1600, ,       204.00,        70.25
N,SM,SPPPOLY,SPP POLYMER LIMITED,        15.70,        15.70,        15.70,        15.70,        15.70,                    62800.00,4000, ,        34.45,        13.25
N,SM,SPUNWEB,SPUNWEB NONWOVEN LIMITED,       142.85,       136.40,       136.40,       136.40,       136.40,                   163680.00,1200, ,       173.55,       130.50
N,SM,SSFL,SRIVARI SPICES N FOODS L,       130.20,       130.00,       130.00,       127.10,       129.85,                  1476275.00,11500, ,       229.00,       124.00
