Trade Date,Symbol,Series,Security Name,Category,Last Trade Date,Face Value(Rs.),Issue Size,Close Price/Paid up value(Rs.),Market Cap(Rs.)              
02 JAN 2026,BRITANNIA,EQ,BRITANNIA INDUSTRIES LTD ,Listed    ,02 JAN 2026,               1.00,         240868296,           5984.50,  1441476317412.00 
02 JAN 2026,BRNL,EQ,BHARAT ROAD NETWORK LTD  ,Listed    ,02 JAN 2026,              10.00,          83950000,             22.10,     1856974000.00      
02 JAN 2026,BROOKS,EQ,BROOKS LAB LIMITED       ,Listed    ,02 JAN 2026,              10.00,          29457248,             77.25,     2275866980.50    
02 JAN 2026,BSE,EQ,BSE LIMITED              ,Listed    ,02 JAN 2026,               2.00,         407884077,           2666.50,  1087622891320.50       
02 JAN 2026,BSHSL,EQ,BOMBAY SUPER HYBRID SEEDS,Listed    ,02 JAN 2026,               1.00,         104937280,            107.05,    11235634569.60     
02 JAN 2026,BSL,EQ,BSL LTD                  ,Listed    ,02 JAN 2026,              10.00,          10292168,            147.15,     1514698364.55       
02 JAN 2026,BSOFT,EQ,BIRLASOFT LIMITED        ,Listed    ,02 JAN 2026,               2.00,         278690185,            432.05,   120408094429.25     
02 JAN 2026,BTML,EQ,BODHI TREE MULTIMEDIA LTD,Listed    ,02 JAN 2026,               1.00,         180497777,              8.50,     1532426126.75      
02 JAN 2026,BULKCORP,SM,BULKCORP INTERNATIONAL L ,Listed    ,02 JAN 2026,              10.00,           7514064,             60.00,      450843840.00  
02 JAN 2026,BUTTERFLY,EQ,BTRFLY GANDHI APPL LTD   ,Listed    ,02 JAN 2026,              10.00,          17879551,            643.15,    11499233225.65 
02 JAN 2026,BVCL,EQ,BARAK VALLEY CEM. LTD.   ,Listed    ,02 JAN 2026,              10.00,          22160000,             43.25,      957976800.00      
02 JAN 2026,BYKE,EQ,THE BYKE HOSPITALITY LTD ,Listed    ,02 JAN 2026,              10.00,          52279300,             53.75,     2809489582.00      
02 JAN 2026,C2C,SM,C2C ADVANCED SYSTEMS LTD ,Listed    ,02 JAN 2026,              10.00,          16968433,            476.55,     8086306746.15       
02 JAN 2026,CADSYS,SM,CADSYS (INDIA) LIMITED   ,Listed    ,02 JAN 2026,              10.00,          10002500,             52.35,      523630875.00    
02 JAN 2026,CALSOFT,EQ,CALIFORNIA SOFTWARE CO LT,Listed    ,02 JAN 2026,              10.00,          15457106,             15.75,      243140277.40   
02 JAN 2026,CAMLINFINE,EQ,CAMLIN FINE SCIENCES LTD ,Listed    ,02 JAN 2026,               1.00,         192086613,            149.85,    28784178958.05
02 JAN 2026,CAMPUS,EQ,CAMPUS ACTIVEWEAR LIMITED,Listed    ,02 JAN 2026,               5.00,         305530332,            261.85,    80003117434.20    
02 JAN 2026,CAMS,EQ,COMPUTER AGE MNGT SER LTD,Listed    ,02 JAN 2026,               2.00,         247650635,            756.55,   187360087909.25      
02 JAN 2026,CANARYS,SM,CANARYS AUTOMATIONS LTD  ,Listed    ,02 JAN 2026,               2.00,          57196113,             30.00,     1715883390.00   
02 JAN 2026,CANBK,EQ,CANARA BANK              ,Listed    ,02 JAN 2026,               2.00,        9070651260,            154.85,  1404771760636.20     
02 JAN 2026,CANFINHOME,EQ,CAN FIN HOMES LTD        ,Listed    ,02 JAN 2026,               2.00,         133154125,            940.40,   125218139150.00
02 JAN 2026,CANHLIFE,EQ,CANARA HSBC LIFE INS CO L,Listed    ,02 JAN 2026,              10.00,         950000000,            149.70,   142215000000.00  
02 JAN 2026,CANTABIL,EQ,CANTABIL RETAIL LTD      ,Listed    ,02 JAN 2026,               2.00,          83638040,            289.15,    24183939266.00  
02 JAN 2026,CAPACITE,EQ,CAPACITE INFRAPROJECT LTD,Listed    ,02 JAN 2026,              10.00,          84604043,            257.85,    21815152487.55  
02 JAN 2026,CAPILLARY,EQ,CAPILLARY TECHNO INDIA L ,Listed    ,02 JAN 2026,               2.00,          79311773,            673.20,    53392685583.60 
02 JAN 2026,CAPINVIT,IV,CAPITAL INFRA TRUST      ,Listed    ,02 JAN 2026,              99.00,         491551733,             74.50,    36615688591.15  
02 JAN 2026,CAPITALSFB,EQ,CAPITAL SMALL FIN BANK L ,Listed    ,02 JAN 2026,              10.00,          45418771,            270.85,    12301674125.35
02 JAN 2026,CAPLIPOINT,EQ,CAPLIN POINT LAB LTD.    ,Listed    ,02 JAN 2026,               2.00,          76011696,           1848.80,   140530423564.80
02 JAN 2026,CAPTRUST,EQ,CAPITAL TRUST LIMITED    ,Listed    ,02 JAN 2026,              10.00,          34019404,             12.90,      438850311.60  
02 JAN 2026,CARBORUNIV,EQ,CARBORUNDUM UNIVERSAL LTD,Listed    ,02 JAN 2026,               1.00,         190440988,            859.55,   163693551235.40
02 JAN 2026,CARERATING,EQ,CARE RATINGS LIMITED     ,Listed    ,02 JAN 2026,              10.00,          30025029,           1688.50,    50697261466.50
02 JAN 2026,CARRARO,EQ,CARRARO INDIA LIMITED    ,Listed    ,02 JAN 2026,              10.00,          56851538,            556.40,    31632195743.20   
02 JAN 2026,CARTRADE,EQ,CARTRADE TECH LIMITED    ,Listed    ,02 JAN 2026,              10.00,          47842935,           2900.90,   138787570141.50  
02 JAN 2026,CARYSIL,EQ,CARYSIL LIMITED          ,Listed    ,02 JAN 2026,               2.00,          28442606,            918.00,    26110312308.00   
02 JAN 2026,CASTROLIND,EQ,CASTROL INDIA LIMITED    ,Listed    ,02 JAN 2026,               5.00,         989122384,            191.50,   189416936536.00
02 JAN 2026,CBAZAAR,ST,NET AVENUE TECHNOLOGIES L,Listed    ,02 JAN 2026,               1.00,          21454078,              3.95,       84743608.10   
02 JAN 2026,CCCL,BE,CONS. CONST. CONSORT LTD ,Listed    ,02 JAN 2026,               2.00,         446759451,             18.10,     8086346063.10      
02 JAN 2026,CCHHL,EQ,COUNTRY CLUB HOSP HOL LTD,Listed    ,02 JAN 2026,               2.00,         163464735,             15.25,     2489567914.05     
02 JAN 2026,CCL,EQ,CCL PRODUCTS (I) LTD     ,Listed    ,02 JAN 2026,               2.00,         133527920,            915.70,   122271516344.00       
02 JAN 2026,CDSL,EQ,CENTRAL DEPO SER (I) LTD ,Listed    ,02 JAN 2026,              10.00,         209000000,           1466.60,   306519400000.00      
02 JAN 2026,CEATLTD,EQ,CEAT LIMITED             ,Listed    ,02 JAN 2026,              10.00,          40450092,           3887.20,   157237597622.40   
02 JAN 2026,CEDAAR,SM,CEDAAR TEXTILE LIMITED   ,Listed    ,02 JAN 2026,              10.00,          13878600,             60.90,      845206740.00    
02 JAN 2026,CEIGALL,EQ,CEIGALL INDIA LIMITED    ,Listed    ,02 JAN 2026,               5.00,         174204861,            274.45,    47810524101.45   
02 JAN 2026,CELEBRITY,EQ,CELEBRITY FASHIONS LTD   ,Listed    ,02 JAN 2026,              10.00,          59678413,              9.10,      541879990.05 
02 JAN 2026,CELLECOR,SM,CELLECOR GADGETS LIMITED ,Listed    ,02 JAN 2026,               1.00,         220677800,             29.05,     6410690090.00  
02 JAN 2026,CELLO,EQ,CELLO WORLD LIMITED      ,Listed    ,02 JAN 2026,               5.00,         220885034,            547.25,   120879334856.50     
02 JAN 2026,CELLPOINT,SM,CELL POINT (INDIA) LTD   ,Listed    ,02 JAN 2026,              10.00,          18685600,             16.35,      305509560.00 
02 JAN 2026,CENTENKA,EQ,CENTURY ENKA LTD         ,Listed    ,02 JAN 2026,              10.00,          21850589,            457.45,     9995551938.05  
02 JAN 2026,CENTEXT,BE,CENTURY EXTRUSIONS LTD   ,Listed    ,02 JAN 2026,               1.00,          80000000,             22.65,     1810400000.00   
02 JAN 2026,CENTRALBK,EQ,CENTRAL BANK OF INDIA    ,Listed    ,02 JAN 2026,              10.00,        9051401274,             38.75,   350922827393.00 
02 JAN 2026,CENTRUM,EQ,CENTRUM CAPITAL LIMITED  ,Listed    ,02 JAN 2026,               1.00,         459579194,             29.10,    13369158753.45   
02 JAN 2026,CENTUM,EQ,CENTUM ELECTRONICS LTD   ,Listed    ,02 JAN 2026,              10.00,          14736150,           2266.80,    33403904820.00    
02 JAN 2026,CENTURYPLY,EQ,CENTURY PLYBOARDS (I) LTD,Listed    ,02 JAN 2026,               1.00,         222172990,            824.10,   183092761059.00
02 JAN 2026,CERA,EQ,CERA SANITARYWARE LTD    ,Listed    ,02 JAN 2026,               5.00,          12897541,           5258.00,    67815270578.00      
02 JAN 2026,CEREBRAINT,BZ,CEREBRA INT TECH LTD     ,Listed    ,02 JAN 2026,              10.00,         111986482,              6.20,      695436053.20
02 JAN 2026,CESC,EQ,CESC LTD                 ,Listed    ,02 JAN 2026,               1.00,        1325570430,            175.35,   232465286309.10      
02 JAN 2026,CEWATER,EQ,CONCORD ENVIRO SYSTEMS L ,Listed    ,02 JAN 2026,               5.00,          20696233,            471.65,     9761378294.45   
02 JAN 2026,CGCL,EQ,CAPRI GLOBAL CAPITAL LTD ,Listed    ,02 JAN 2026,               1.00,         962153962,            185.20,   178210156841.65      
02 JAN 2026,CGPOWER,EQ,CG POWER AND IND SOL LTD ,Listed    ,02 JAN 2026,               2.00,        1574857609,            649.10,  1022240074001.90   
02 JAN 2026,CGRAPHICS,SM,CREATIVE GRAPHICS S IND L,Listed    ,02 JAN 2026,              10.00,          24286000,            197.00,     4784342000.00 
02 JAN 2026,CHALET,EQ,CHALET HOTELS LIMITED    ,Listed    ,02 JAN 2026,              10.00,         218739432,            902.50,   197412337380.00    
02 JAN 2026,CHAMBLFERT,EQ,CHAMBAL FERTILIZERS LTD  ,Listed    ,02 JAN 2026,              10.00,         400652297,            479.90,   192273037330.30
02 JAN 2026,CHAMUNDA,SM,CHAMUNDA ELECTRICAL LTD  ,Listed    ,02 JAN 2026,              10.00,          11004594,             51.00,      561234294.00  
02 JAN 2026,CHANDAN,SM,CHANDAN HEALTHCARE LTD   ,Listed    ,02 JAN 2026,              10.00,          24452064,            316.50,     7739078256.00   
02 JAN 2026,CHAVDA,SM,CHAVDA INFRA LIMITED     ,Listed    ,02 JAN 2026,              10.00,          24656000,            123.50,     3045016000.00    
02 JAN 2026,CHEMBOND,EQ,CHEMBOND MATERIALTECH LTD,Listed    ,02 JAN 2026,               5.00,          13448288,            161.35,     2170015751.70  
02 JAN 2026,CHEMBONDCH,EQ,CHEMBOND CHEMICAL LIMITED,Listed    ,02 JAN 2026,               5.00,          26896576,            152.90,     4111948538.90
02 JAN 2026,CHEMCON,EQ,CHEMCON SPECIAL CHEM LTD ,Listed    ,02 JAN 2026,              10.00,          36630701,            208.05,     7620651036.05   
02 JAN 2026,CHEMFAB,EQ,CHEMFAB ALKALIS LIMITED  ,Listed    ,02 JAN 2026,              10.00,          14373702,            426.80,     6134696013.60   
02 JAN 2026,CHEMPLASTS,EQ,CHEMPLAST SANMAR LIMITED ,Listed    ,02 JAN 2026,               5.00,         158109574,            265.80,    42025524769.20
02 JAN 2026,CHENNPETRO,EQ,CHENNAI PETROLEUM CORP LT,Listed    ,02 JAN 2026,              10.00,         148911400,            827.20,   123179510080.00
02 JAN 2026,CHETANA,SM,CHETANA EDUCATION LIMITED,Listed    ,01 JAN 2026,              10.00,          20400000,             57.90,     1181160000.00   
02 JAN 2026,CHEVIOT,EQ,CHEVIOT COMPANY LIMITED  ,Listed    ,02 JAN 2026,              10.00,           5841875,           1073.50,     6271252812.50   
02 JAN 2026,CHOICEIN,EQ,CHOICE INTERNATIONAL LTD ,Listed    ,02 JAN 2026,              10.00,         205655500,            850.30,   174868871650.00  
02 JAN 2026,CHOLAFIN,EQ,CHOLAMANDALAM IN & FIN CO,Listed    ,02 JAN 2026,               2.00,         843853491,           1781.10,  1502987452820.10  
02 JAN 2026,CHOLAHLDNG,EQ,CHOLAMANDALAM FIN HOL LTD,Listed    ,02 JAN 2026,               1.00,         187777462,           1872.50,   351613297595.00
02 JAN 2026,CIEINDIA,EQ,CIE AUTOMOTIVE INDIA LTD ,Listed    ,02 JAN 2026,              10.00,         379362377,            427.75,   162272256761.75  
02 JAN 2026,CIFL,EQ,CAPITAL INDIA FINANCE LTD,Listed    ,02 JAN 2026,               2.00,         389708800,             34.90,    13608631296.00      
02 JAN 2026,CIGNITITEC,EQ,CIGNITI TECHNOLOGIES LTD ,Listed    ,02 JAN 2026,              10.00,          27546959,           1624.00,    44736261416.00
02 JAN 2026,CINELINE,EQ,CINELINE INDIA LIMITED   ,Listed    ,02 JAN 2026,               5.00,          34266434,             85.90,     2943829344.95  
02 JAN 2026,CINEVISTA,EQ,CINEVISTA LIMITED        ,Listed    ,02 JAN 2026,               2.00,          57436475,             16.10,      924152882.75 
02 JAN 2026,CIPLA,EQ,CIPLA LTD                ,Listed    ,02 JAN 2026,               2.00,         807771798,           1511.60,  1221027849856.80     
02 JAN 2026,CLASSICEIL,SM,CLASSIC ELECTRODE (IND) L,Listed    ,01 JAN 2026,              10.00,          17964950,             76.00,     1365336200.00
02 JAN 2026,CLEAN,EQ,CLEAN SCIENCE & TECH LTD ,Listed    ,02 JAN 2026,               1.00,         106276499,            869.80,    92439298830.20     
02 JAN 2026,CLEDUCATE,EQ,CL EDUCATE LIMITED       ,Listed    ,02 JAN 2026,               5.00,          54223958,             86.15,     4672478460.85 
02 JAN 2026,CLSEL,EQ,CHAMAN LAL SETIA EXP LTD ,Listed    ,02 JAN 2026,               2.00,          49725620,            268.90,    13371219218.00     
02 JAN 2026,CLSL,SM,CROP LIFE SCIENCE LIMITED,Listed    ,02 JAN 2026,              10.00,          17140000,             52.00,      891280000.00      
02 JAN 2026,CMNL,SM,CHAMAN METALLICS LIMITED ,Listed    ,02 JAN 2026,              10.00,          24134764,            118.25,     2853935843.00      
02 JAN 2026,CMRSL,SM,CYBER MEDIA RES & SER LTD,Listed    ,01 JAN 2026,              10.00,           2928000,             77.95,      228237600.00     
02 JAN 2026,CMSINFO,EQ,CMS INFO SYSTEMS LIMITED ,Listed    ,02 JAN 2026,              10.00,         164472541,            355.30,    58437093817.30   
02 JAN 2026,CNL,EQ,CREATIVE NEWTECH LIMITED ,Listed    ,02 JAN 2026,              10.00,          15016675,            729.85,    10959920248.75       
02 JAN 2026,COALINDIA,EQ,COAL INDIA LTD           ,Listed    ,02 JAN 2026,              10.00,        6162728327,            427.90,  2637031451123.30 
02 JAN 2026,COASTCORP,BE,COASTAL CORPORATION LTD  ,Listed    ,02 JAN 2026,               2.00,          66977230,             45.65,     3056840777.20 
02 JAN 2026,COCHINSHIP,EQ,COCHIN SHIPYARD LIMITED  ,Listed    ,02 JAN 2026,               5.00,         263080780,           1629.00,   428558590620.00
02 JAN 2026,COFFEEDAY,EQ,COFFEE DAY ENTERPRISE LTD,Listed    ,02 JAN 2026,              10.00,         211251719,             36.35,     7681112502.85 
02 JAN 2026,COFORGE,EQ,COFORGE LIMITED          ,Listed    ,02 JAN 2026,               2.00,         335041808,           1650.30,   552919495742.40   
02 JAN 2026,COLPAL,EQ,COLGATE PALMOLIVE LTD.   ,Listed    ,02 JAN 2026,               1.00,         271985634,           2090.10,   568477173623.40    
02 JAN 2026,COMMITTED,SM,COMMITTED CARGO CARE LTD ,Listed    ,01 JAN 2026,              10.00,          11459600,            202.90,     2325152840.00 
02 JAN 2026,COMPINFO,BZ,COMPUAGE INFOCOM LTD     ,Listed    ,02 JAN 2026,               2.00,          85768064,              1.70,      144090347.50  
02 JAN 2026,COMPUSOFT,EQ,COMPUCOM SOFTWARE LTD    ,Listed    ,02 JAN 2026,               2.00,          79125188,             16.25,     1284993053.10 
02 JAN 2026,COMSYN,BE,COMMERCIAL SYN BAGS LTD  ,Listed    ,02 JAN 2026,              10.00,          39952200,            154.10,     6156234498.00    
02 JAN 2026,CONCOR,EQ,CONTAINER CORP OF IND LTD,Listed    ,02 JAN 2026,               5.00,         761617935,            531.80,   405028417833.00    
02 JAN 2026,CONCORDBIO,EQ,CONCORD BIOTECH LIMITED  ,Listed    ,02 JAN 2026,               1.00,         104616204,           1311.50,   137204151546.00
02 JAN 2026,CONFIPET,EQ,CONFIDENCE PETRO IND LTD.,Listed    ,02 JAN 2026,               1.00,         332241043,             37.25,    12375978851.75  
02 JAN 2026,CONNPLEX,SM,CONNPLEX CINEMAS LIMITED ,Listed    ,02 JAN 2026,              10.00,          19100000,            276.75,     5285925000.00  
02 JAN 2026,CONSOFINVT,EQ,CONSO. FIN. & HOLD. LTD. ,Listed    ,02 JAN 2026,              10.00,          32326366,            164.75,     5325122271.20
02 JAN 2026,CONTI,SM,CONTINENTAL SEED CHEM LTD,Listed    ,01 JAN 2026,              10.00,          13702438,             22.20,      304194123.60     
02 JAN 2026,CONTROLPR,EQ,CONTROL PRINT LIMITED    ,Listed    ,02 JAN 2026,              10.00,          15994212,            693.40,    11090386600.80 
02 JAN 2026,COOLCAPS,SM,COOL CAPS INDUSTRIES LTD ,Listed    ,02 JAN 2026,               2.00,         115600000,             70.20,     8115120000.00  
02 JAN 2026,CORALFINAC,EQ,CORAL INDIA FIN & HOUS LT,Listed    ,02 JAN 2026,               2.00,          40302225,             40.65,     1638285446.25
02 JAN 2026,CORDSCABLE,EQ,CORDS CABLE INDUS LTD.   ,Listed    ,02 JAN 2026,              10.00,          12927780,            187.55,     2424346583.40
02 JAN 2026,COROMANDEL,EQ,COROMANDEL INTERNTL. LTD ,Listed    ,02 JAN 2026,               1.00,         294995409,           2280.10,   672619032060.90
02 JAN 2026,CORONA,EQ,CORONA REMEDIES LIMITED  ,Listed    ,02 JAN 2026,              10.00,          61160088,           1443.50,    88284587028.00    
02 JAN 2026,COSMOFIRST,EQ,COSMO FIRST LIMITED      ,Listed    ,02 JAN 2026,              10.00,          26249727,            695.20,    18248810210.40
02 JAN 2026,COUNCODOS,EQ,COUNTRY CONDO S LIMITED  ,Listed    ,02 JAN 2026,               1.00,          77597300,              6.05,      468687692.00 
02 JAN 2026,CPCAP,EQ,CP CAPITAL LIMITED       ,Listed    ,02 JAN 2026,              10.00,          18192939,            113.55,     2065808223.45     
02 JAN 2026,CPEDU,EQ,CAREER POINT EDUTECH LTD ,Listed    ,02 JAN 2026,              10.00,          18192939,            253.45,     4611000389.55     
02 JAN 2026,CPPLUS,EQ,ADITYA INFOTECH LIMITED  ,Listed    ,02 JAN 2026,               1.00,         117545019,           1501.40,   176482091526.60    
02 JAN 2026,CPS,ST,C P S SHAPERS LIMITED    ,Listed    ,02 JAN 2026,              10.00,           2278020,           1185.00,     2699453700.00       
02 JAN 2026,CRAFTSMAN,EQ,CRAFTSMAN AUTOMATION LTD ,Listed    ,02 JAN 2026,               5.00,          23855583,           8013.50,   191166714370.50 
02 JAN 2026,CRAMC,EQ,CANARA ROBECO AMC LIMITED,Listed    ,02 JAN 2026,              10.00,         199417428,            311.05,    62028790979.40     
02 JAN 2026,CRAYONS,SM,CRAYONS ADVERTISING LTD  ,Listed    ,02 JAN 2026,              10.00,          24430000,             40.00,      977200000.00   
02 JAN 2026,CREATIVEYE,EQ,CREATIVE EYE LIMITED     ,Listed    ,02 JAN 2026,               5.00,          20058250,              7.15,      143416487.50
02 JAN 2026,CREDITACC,EQ,CREDITACCESS GRAMEEN LTD ,Listed    ,02 JAN 2026,              10.00,         160013081,           1287.70,   206048844403.70 
02 JAN 2026,CREST,EQ,CREST VENTURES LIMITED   ,Listed    ,02 JAN 2026,              10.00,          28450000,            397.85,    11318832500.00     
02 JAN 2026,CRISIL,EQ,CRISIL LTD               ,Listed    ,02 JAN 2026,               1.00,          73130017,           4458.60,   326057493796.20    
02 JAN 2026,CRIZAC,EQ,CRIZAC LIMITED           ,Listed    ,02 JAN 2026,               2.00,         174982500,            283.15,    49546294875.00    
02 JAN 2026,CROMPTON,EQ,CROMPT GREA CON ELEC LTD ,Listed    ,02 JAN 2026,               2.00,         643914875,            252.10,   162330939987.50  
02 JAN 2026,CROWN,EQ,CROWN LIFTERS LIMITED    ,Listed    ,02 JAN 2026,              10.00,          11275844,            137.55,     1550992342.20     
02 JAN 2026,CSBBANK,EQ,CSB BANK LIMITED         ,Listed    ,02 JAN 2026,              10.00,         173485827,            483.15,    83819677315.05   
02 JAN 2026,CSLFINANCE,EQ,CSL FINANCE LIMITED      ,Listed    ,02 JAN 2026,              10.00,          22782621,            297.45,     6776690616.45
02 JAN 2026,CSSL,SM,CLEAR SECURED SERVICES L ,Listed    ,02 JAN 2026,              10.00,          24047112,            129.20,     3106886870.40      
02 JAN 2026,CTE,EQ,CAMBRIDGE TECH ENTER LTD ,Listed    ,02 JAN 2026,              10.00,          19631015,             39.90,      783277498.50       
02 JAN 2026,CUB,EQ,CITY UNION BANK LTD      ,Listed    ,02 JAN 2026,               1.00,         742098317,            288.50,   214095364454.50       
02 JAN 2026,CUBEINVIT,IV,CUBE HIGHWAYS TRUST      ,Listed    ,31 DEC 2025,             100.00,        1344069762,            139.10,   186986985289.45 
02 JAN 2026,CUBEXTUB,EQ,CUBEX TUBINGS LTD        ,Listed    ,02 JAN 2026,              10.00,          14318975,            121.50,     1739755462.50  
02 JAN 2026,CUDML,SM,CASH UR DRIVE MARKETING L,Listed    ,02 JAN 2026,              10.00,          17645800,            132.85,     2344244530.00     
02 JAN 2026,CUMMINSIND,EQ,CUMMINS INDIA LTD        ,Listed    ,02 JAN 2026,               2.00,         277200000,           4482.10,  1242438120000.00
02 JAN 2026,CUPID,EQ,CUPID LIMITED            ,Listed    ,02 JAN 2026,               1.00,         268467140,            419.95,   112742775443.00     
02 JAN 2026,CURAA,BE,CURA TECHNOLOGIES LIMITED,Listed    ,02 JAN 2026,              10.00,           9900000,            109.90,     1088109000.00     
02 JAN 2026,CURIS,SM,CURIS LIFESCIENCES LTD   ,Listed    ,02 JAN 2026,              10.00,           8084434,            123.50,      998427599.00     
02 JAN 2026,CURRENT,SM,CURRENT INFRAPROJECTS LTD,Listed    ,01 JAN 2026,              10.00,          19148000,            141.70,     2713271600.00   
02 JAN 2026,CYBERMEDIA,EQ,CYBER MEDIA (INDIA) LTD. ,Listed    ,02 JAN 2026,              10.00,          15667242,             17.15,      268536527.90
02 JAN 2026,CYBERTECH,BE,CYBERTECH SYSTEMS & SOFTW,Listed    ,02 JAN 2026,              10.00,          31130593,            148.20,     4613242576.65 
02 JAN 2026,CYIENT,EQ,CYIENT LIMITED           ,Listed    ,02 JAN 2026,               5.00,         111102195,           1105.90,   122867917450.50    
02 JAN 2026,CYIENTDLM,EQ,CYIENT DLM LIMITED       ,Listed    ,02 JAN 2026,              10.00,          79364396,            415.85,    33003684076.60 
02 JAN 2026,UFBL,EQ,UNITED FOODBRANDS LIMITED,Listed    ,02 JAN 2026,               5.00,          39086387,            216.10,     8446959094.55      
02 JAN 2026,VGL,EQ,VARVEE GLOBAL LIMITED    ,Listed    ,02 JAN 2026,              10.00,          25764339,            152.25,     3922105325.95       
02 JAN 2026,AURIGROW,BE,AURI GROW INDIA LIMITED  ,Listed    ,02 JAN 2026,               1.00,        1476240000,              0.70,     1033368000.00  
02 JAN 2026,BOSCH-HCIL,EQ,BOSCH HOME COMFRT IND LTD,Listed    ,02 JAN 2026,              10.00,          27190884,           1442.60,    39225569258.40
02 JAN 2026,CEMPRO,EQ,CEMINDIA PROJECTS LIMITED,Listed    ,02 JAN 2026,               1.00,         171787584,            774.65,   133075251945.60    
02 JAN 2026,DABUR,EQ,DABUR INDIA LTD          ,Listed    ,02 JAN 2026,               1.00,        1773690172,            522.60,   926930483887.20     
02 JAN 2026,DALBHARAT,EQ,DALMIA BHARAT LIMITED    ,Listed    ,02 JAN 2026,               2.00,         187565161,           2147.10,   402721157183.10 
02 JAN 2026,DALMIASUG,EQ,DALMIA BHARAT SUG IN LTD ,Listed    ,02 JAN 2026,               2.00,          80939303,            297.40,    24071348712.20 
02 JAN 2026,DAMCAPITAL,EQ,DAM CAPITAL ADVISORS LTD ,Listed    ,02 JAN 2026,               2.00,          70686000,            219.10,    15488716320.00
02 JAN 2026,DAMODARIND,EQ,DAMODAR INDUSTRIES LTD   ,Listed    ,02 JAN 2026,               5.00,          23300000,             30.10,      701097000.00
02 JAN 2026,DANGEE,EQ,DANGEE DUMS LIMITED      ,Listed    ,02 JAN 2026,               1.00,         153975000,              3.75,      577406250.00    
02 JAN 2026,DANISH,SM,DANISH POWER LIMITED     ,Listed    ,02 JAN 2026,              10.00,          19691610,            645.25,    12706011352.50    
02 JAN 2026,DATAMATICS,EQ,DATAMATICS GLOBAL SER LTD,Listed    ,02 JAN 2026,               5.00,          59106389,            805.80,    47627928256.20
02 JAN 2026,DATAPATTNS,EQ,DATA PATTERNS INDIA LTD  ,Listed    ,02 JAN 2026,               2.00,          55983969,           2621.70,   146773171527.30
02 JAN 2026,DAVANGERE,EQ,DAVANGERE SUGAR COMPANY L,Listed    ,02 JAN 2026,               1.00,        1429990798,              3.75,     5376765400.50 
02 JAN 2026,DBCORP,EQ,D.B.CORP LTD             ,Listed    ,02 JAN 2026,              10.00,         178242357,            260.35,    46405397644.95    
02 JAN 2026,DBEIL,EQ,DEEPAK BUILDERS & ENG I L,Listed    ,02 JAN 2026,              10.00,          46580860,            118.30,     5511447355.20     
02 JAN 2026,DBL,EQ,DILIP BUILDCON LIMITED   ,Listed    ,02 JAN 2026,              10.00,         162444833,            467.85,    75999815119.05       
02 JAN 2026,DBOL,EQ,DHAMPUR BIO ORGANICS LTD ,Listed    ,02 JAN 2026,              10.00,          66387590,             80.25,     5328267973.40      
02 JAN 2026,DBREALTY,EQ,VALOR ESTATE LIMITED     ,Listed    ,02 JAN 2026,              10.00,         539204431,            120.55,    65001094157.05  
02 JAN 2026,DBSTOCKBRO,EQ,DB (INT) STOCK BROKERS   ,Listed    ,02 JAN 2026,               2.00,          35000000,             24.85,      870450000.00
02 JAN 2026,DCAL,EQ,DISHMAN CARBO AMCIS LTD  ,Listed    ,02 JAN 2026,               2.00,         156783095,            254.80,    39945196944.10      
02 JAN 2026,DCBBANK,EQ,DCB BANK LIMITED         ,Listed    ,02 JAN 2026,              10.00,         321712297,            177.45,    57084629979.70   
02 JAN 2026,DCCL,SM,DAR CREDIT & CAPITAL LTD ,Listed    ,02 JAN 2026,              10.00,          14276000,             44.45,      634568200.00      
02 JAN 2026,DCG,SM,DCG CABLES & WIRES LTD   ,Listed    ,02 JAN 2026,              10.00,          18149600,             68.45,     1242340120.00       
02 JAN 2026,DCI,EQ,DC INFOTECH AND COMUN LTD,Listed    ,02 JAN 2026,              10.00,          16000000,            245.75,     3931840000.00       
02 JAN 2026,DCM,EQ,DCM LTD                  ,Listed    ,02 JAN 2026,              10.00,          18677749,             92.55,     1728438892.45       
02 JAN 2026,DCMFINSERV,EQ,DCM FINANCIAL SERVICES LT,Listed    ,02 JAN 2026,              10.00,          18781987,              5.40,      101422729.80
02 JAN 2026,DCMNVL,EQ,DCM NOUVELLE LIMITED     ,Listed    ,02 JAN 2026,              10.00,          18677749,            139.35,     2603117878.15    
02 JAN 2026,DCMSHRIRAM,EQ,DCM SHRIRAM LIMITED      ,Listed    ,02 JAN 2026,               2.00,         155942296,           1257.20,   196050654531.20
02 JAN 2026,DCMSRIND,BE,DCM SHRIRAM IND LTD      ,Listed    ,02 JAN 2026,               2.00,          86992185,             54.55,     4743683848.05  
02 JAN 2026,DCW,EQ,DCW LTD                  ,Listed    ,02 JAN 2026,               2.00,         295155017,             57.75,    17039299131.40       
02 JAN 2026,DCXINDIA,EQ,DCX SYSTEMS LIMITED      ,Listed    ,02 JAN 2026,               2.00,         111386427,            193.55,    21559956810.10  
02 JAN 2026,DDEVPLSTIK,EQ,DDEV PLASTIKS IND LTD    ,Listed    ,02 JAN 2026,               1.00,         103476664,            301.45,    31193040362.80
02 JAN 2026,DECCANCE,EQ,DECCAN CEMENTS LIMITED   ,Listed    ,02 JAN 2026,               5.00,          14007500,            730.90,    10238081750.00  
