MARKET,SERIES,SYMBOL,SECURITY,PREVIOUS CLOSE PRICE,OPEN PRICE,HIGH PRICE,LOW PRICE,CLOSE PRICE,NET TRADED VALUE,NET TRADED QTY,TRADES,52 WEEK HIGH,52 WEEK LOW,UNDERLYING
N,EQ,CONS,KOTAKMAMC - KOTAKCONS,       125.31,       125.20,       126.40,       125.12,       126.03,                   947150.32,7531,53,       132.00,       102.46,KOTAK NIFTY INDIA CONSUMPTION ETF
N,EQ,CONSUMBEES,NIP IND ETF CONSUMPTION,       135.89,       137.10,       137.10,       135.51,       136.25,                 17520879.99,128791,1297,       144.38,       110.86,NIFTY INDIA CONSUMPTION TRI
N,EQ,CONSUMER,MIRAEAMC - CONSUMER,        11.93,        11.95,        12.04,        11.93,        12.03,                  1144942.95,95377,356,        13.97,         9.00,NIFTY INDIA NEW AGECONSUMPTION
N,EQ,CONSUMIETF,ICICIPRAMC - ICICICONSU,       126.60,       126.28,       127.00,       126.01,       126.75,                  2805596.79,22178,476,       133.81,       101.23,NIFTY INDIA CONSUMPTION INDEX
N,EQ,CPSEETF,CPSE ETF,        91.94,        94.23,        94.90,        91.00,        94.73,                569336710.31,6069641,13559,        96.16,        74.90,CPSE ETF
N,EQ,DIVIDEND,MIRAEAMC - DIVIDEND,        36.47,        36.60,        37.01,        36.58,        37.01,                   155603.59,4225,53,        37.01,        35.31,BSE 500 DIVIDEND LEADERS
N,EQ,DIVOPPBEES,NIP IND ETF DIV OPP,        83.34,        84.64,        84.64,        82.10,        83.79,                  5798077.59,69359,1117,        85.74,        68.30,NIFTY DIVIDEND OPPORTUNITIES 50 TRI
N,EQ,EBANKNIFTY,EDELAMC - EBANKNIFTY,        59.90,        61.10,        61.10,        60.16,        60.60,                   119194.06,1968,35,        62.10,        47.00,EDELWEISS NIFTY BANK ETF
N,EQ,EBBETF0430,EDELAMC - EBBETF0430,      1564.32,      1568.39,      1568.39,      1561.27,      1563.19,                 33235429.09,21263,733,      1608.27,      1232.00,NIFTY BHARAT BOND
N,EQ,EBBETF0431,EDELAMC - EBBETF0431,      1396.59,      1399.86,      1399.86,      1395.96,      1398.58,                 17682921.76,12644,152,      1410.12,      1284.56,NIFTY BHARAT BOND
N,EQ,EBBETF0433,EDELAMC - EBBETF0433,      1274.25,      1274.26,      1276.58,      1273.02,      1276.46,                 12345701.32,9674,110,      1305.17,      1178.70,BHARAT BOND ETF-APRIL 2033
N,EQ,ECAPINSURE,EDELAMC - ECAPINSURE,        24.04,        24.47,        24.47,        23.65,        24.25,                   781972.47,32347,351,        26.77,        17.13,BSE CAPITAL MARKETS & INSURANCE TOTAL RETURN INDEX
N,EQ,EGOLD,EDELAMC - EGOLD,       133.55,       134.95,       135.00,       134.00,       134.90,                  4844349.80,36005,442,       161.30,        77.00,EDELWEISS GOLD ETF
N,EQ,ELIQUID,EDELAMC - ELIQUID,      1012.68,      1013.07,      1013.09,      1013.07,      1013.08,                  5769493.69,5695,72,      1026.47,       996.00,NIFTY 1D RATE INDEX (DEBT INDEX)
N,EQ,ELM250,EDELAMC - ELM250,        16.87,        16.92,        17.07,        16.85,        17.05,                  2305451.75,135628,126,        19.20,        15.89,NIFTY LARGEMIDCAP 250 TRI
N,EQ,EMULTIMQ,EDELAMC - EMULTIMQ,        41.38,        41.39,        42.00,        41.28,        41.67,                  4063544.13,97647,426,        48.00,        34.71,NIFTY500 MULTICAP MOMENTUM QUALITY 50 TOTAL RETURN INDEX
N,EQ,ENERGY,MIRAEAMC - ENERGY,        35.55,        35.62,        36.39,        35.59,        36.33,                 82458448.52,2292566,617,        40.00,        34.03,NIFTY ENERGY
N,EQ,ENIFTY,EDELAMC - ENIFTY,        26.09,        26.20,        26.25,        26.16,        26.24,                    99506.93,3794,22,        27.22,        25.65,NIFTY 50 TRI
N,EQ,EQUAL200,MIRAEAMC - EQUAL200,        13.55,        13.58,        13.69,        13.55,        13.65,                   496724.64,36456,69,        13.96,        11.03,BSE 200 EQUAL WEIGHT
N,EQ,EQUAL50,MIRAEAMC - EQUAL50,       335.96,       336.67,       339.17,       336.67,       338.65,                   197518.25,585,11,       339.17,       303.44,NIFTY50 EQUAL WEIGHT
N,EQ,EQUAL50ADD,DSPAMC - DSPNEWETF,       346.81,       347.81,       349.18,       347.00,       348.83,                281130492.73,807955,186,       351.10,       280.01,NIFTY 50 EQUAL WEIGHT INDEX
N,EQ,ESENSEX,EDELAMC - ESENSEX,        85.07,        85.50,        85.73,        85.42,        85.73,                    49235.45,576,8,        88.05,        83.62,BSE SENSEX TRI
N,EQ,ESG,MIRAEAMC - MAESGETF,        44.55,        44.73,        44.98,        44.68,        44.95,                  1786781.04,39811,169,        44.98,        36.00,NIFTY100 ESG SECTOR LEADERS
N,EQ,ESILVER,EDELAMC - ESILVER,       225.64,       230.40,       233.00,       225.45,       231.88,                186770773.66,806260,1267,       252.00,        86.27,EDELWEISS SILVER ETF
N,EQ,EVIETF,ICICIPRAMC - EVIETF,        31.68,        31.83,        32.18,        31.62,        32.17,                  6516789.25,203326,594,        33.75,        23.56,NIFTY EV & NEW AGE AUTOMOTIVE ETF
N,EQ,EVINDIA,MIRAEAMC - EVINDIA,        31.68,        31.79,        32.14,        31.77,        32.10,                 15686232.30,489924,1897,        32.30,        23.83,NIFTY EV AND NEW AGE AUTOMOTIVE TOTAL RETURN INDEX
N,EQ,FINIETF,ICICIPRAMC-ICICIFIN,        32.64,        32.63,        33.26,        32.60,        33.02,                 15846997.48,481360,1587,        33.66,        24.13,ICICI PRUDENTIAL NIFTY FINANCIAL SERVICES EX-BANK ETF
N,EQ,FLEXIADD,DSPAMC - FLEXIADD,        10.62,        10.88,        10.88,        10.56,        10.63,                  1452327.93,136769,386,        11.90,        10.48,NIFTY500 FLEXICAP QUALITY 30 TRI
N,EQ,FMCGIETF,ICICIPRAMC - ICICIFMCG,        57.51,        58.94,        58.94,        56.60,        56.85,                405013537.72,7126081,19386,        62.30,        53.00,NIFTY FMCG INDEX
N,EQ,GILT10BETA,UTIAMC-GILT10BETA,        26.08,        26.05,        26.15,        25.93,        26.11,                    98997.20,3807,58,        26.83,        24.22,UTI NIFTY 10 YR BENCHMARK G-SEC ETF
N,EQ,GILT5BETA,UTIAMC-GILT5BETA,        63.19,        63.23,        64.48,        63.22,        63.23,                   287955.99,4518,29,        65.00,        58.85,UTI NIFTY 5 YR BENCHMARK G-SEC ETF
N,EQ,GILT5YBEES,RELCAPAMC - NETFGILT5Y,        63.58,        63.77,        63.81,        63.45,        63.59,                 19716933.92,310119,711,        71.00,        57.60,NIFTY 5 YR BENCHMARK G-SEC INDEX
N,EQ,GOLD1,KOTAK GOLD ETF,       111.29,       113.63,       113.63,       111.29,       112.33,                350109981.12,3120644,7081,       116.59,        64.17,GOLD
N,EQ,GOLD360,360ONEAMC - GOLD360,       130.20,       130.50,       132.15,       130.20,       131.50,                  3535416.35,26833,313,       140.00,        78.20,COMMODITY-GOLD
N,EQ,GOLDADD,DSPAMC - DSPGOLD,       129.68,       130.88,       131.21,       130.22,       131.18,                 67945756.67,518909,688,       135.13,        74.24,DSP GOLD ETF
N,EQ,GOLDBEES,NIP IND ETF GOLD BEES,       110.52,       111.62,       111.98,       110.92,       111.82,               4194930132.91,37641644,112922,       117.00,        63.63,GOLD
N,EQ,GOLDBETA,UTIAMC-UTIGOLDBETA,       112.25,       115.05,       115.05,       112.45,       113.55,                226907748.15,2003931,3700,       119.00,        64.35,GOLD
N,EQ,GOLDBND,BANDHANAMC - GOLDBND,       133.26,       133.50,       134.96,       132.90,       134.41,                  2056555.73,15317,91,       143.87,       127.96,COMMODITY - GOLD
N,EQ,GOLDCASE,ZERODHAAMC - GOLDCASE,        21.01,        21.37,        21.37,        20.96,        21.24,                271159983.81,12822059,12958,        22.38,        11.25,ZERODHA GOLD ETF
N,EQ,GOLDETF,MIRAEAMC - MAGOLDETF,       129.72,       130.31,       131.69,       130.31,       131.22,                191994684.40,1468568,4759,       139.89,        74.61,MIRAE ASSET GOLD ETF
N,EQ,GOLDIETF,ICICI PRUDENTIAL GOLD ETF,       114.48,       115.72,       115.90,       114.71,       115.74,                807830903.38,7001335,28460,       120.85,        65.61,GOLD
N,EQ,GROWWCAPM,GROWWAMC - GROWWCAPM,         9.77,         9.84,         9.91,         9.77,         9.89,                  6062148.41,615105,611,        11.78,         9.40,NIFTY CAPITAL MARKETS INDEX
N,EQ,GROWWDEFNC,GROWWAMC - GROWWDEFNC,        77.27,        77.65,        78.50,        77.27,        77.98,                 19695827.09,253164,2510,        93.89,        49.83,NIFTY INDIA DEFENCE INDEX- TOTAL RETURN INDEX
N,EQ,GROWWEV,GROWWAMC - GROWWEV,        31.56,        31.57,        32.17,        31.41,        32.03,                 12786519.39,400830,2120,        32.35,        23.00,NIFTY EV AND NEW AGE AUTOMOTIVE INDEX
N,EQ,GROWWGOLD,GROWWAMC - GROWWGOLD,       130.59,       130.72,       132.50,       130.71,       132.28,                 40933218.11,310362,4187,       136.29,        74.95,COMMODITY
N,EQ,GROWWLIQID,GROWWAMC - GROWWLIQID,       107.27,       107.32,       107.32,       107.31,       107.31,                 98499077.22,917861,390,       107.80,        99.70,NIFTY 1D RATE INDEX
N,EQ,GROWWLOVOL,GROWWAMC - GROWWLOVOL,        10.76,        10.77,        10.95,        10.59,        10.85,                  1274698.44,117396,169,        11.50,         9.00,NIFTY 500 LOW VOLATILITY 50 INDEX   TRI
N,EQ,GROWWMC150,GROWWAMC - GROWWMC150,       222.54,       225.01,       225.54,       223.88,       224.92,                   714591.42,3179,103,       227.50,       215.48,NIFTY MIDCAP 150 INDEX - TRI
N,EQ,GROWWMETAL,GROWWAMC - GROWWMETAL,        10.71,        10.92,        11.00,        10.20,        10.86,                 20031312.28,1850918,2965,        11.25,        10.03,NIFTY METAL INDEX
N,EQ,GROWWMOM50,GROWWAMC - GROWWMOM50,        10.61,        10.87,        10.87,        10.51,        10.69,                  1398470.50,131086,631,        12.00,         9.11,NIFTY 500 MOMENTUM 50 INDEX- TOTAL RETURN INDEX
N,EQ,GROWWN200,GROWWAMC - GROWWN200,        11.76,        12.05,        12.05,        11.66,        11.85,                   599109.68,50685,424,        12.45,         9.00,NIFTY 200 INDEX- TOTAL RETURN INDEX
N,EQ,GROWWNET,GROWWAMC - GROWWNET,        10.45,        10.52,        10.54,        10.40,        10.53,                  2584751.82,246003,676,        12.14,         9.17,INDEX
N,EQ,GROWWNIFTY,GROWWAMC - GROWWNIFTY,        10.48,        10.51,        10.58,        10.47,        10.55,                  2581891.88,244955,1271,        11.00,         9.50,NIFTY 50 INDEX - TRI
N,EQ,GROWWNXT50,GROWWAMC - GROWWNXT50,        69.83,        69.98,        70.38,        69.40,        70.19,                   675690.68,9647,151,        72.25,        64.00,INDEX
N,EQ,GROWWPOWER,GROWWAMC - GROWWPOWER,         9.88,         9.90,        10.15,         9.85,        10.11,                 20270928.88,2017377,1563,        11.30,         9.43,BSE POWER INDEX - TRI
N,EQ,GROWWRAIL,GROWWAMC - GROWWRAIL,        35.41,        35.72,        36.15,        35.46,        36.03,                 38297570.75,1065905,3570,        43.66,        28.72,NIFTY INDIA RAILWAYS PSU INDEX
N,EQ,GROWWRLTY,GROWWAMC - GROWWRLTY,         9.91,         9.92,        10.05,         9.84,        10.03,                  1767274.57,176627,339,        11.30,         9.52,INDEX
N,EQ,GROWWSC250,GROWWAMC - GROWWSC250,         9.59,         9.78,         9.79,         9.40,         9.64,                  1960936.75,203877,520,        10.47,         9.17,NIFTY SMALLCAP 250 INDEX - TRI
N,EQ,GROWWSLVR,GROWWAMC - GROWWSLVR,       219.86,       226.46,       235.79,       223.75,       228.66,                168354925.30,743482,8118,       256.58,        94.20,COMMODITY-SILVER
N,EQ,GSEC10IETF,ICICIPRAMC - ICICI10GS,       258.51,       258.56,       259.49,       258.45,       258.79,                  2120698.62,8197,17,       265.36,       238.55,ICICI PRUDENTIAL NIFTY 10 YR BENCHMARK G-SEC ETF
N,EQ,GSEC10YEAR,MIRAEAMC - MAGS813ETF,        29.66,        29.66,        29.66,        29.51,        29.65,                    36621.49,1239,30,        31.00,        27.26,MIRAE ASSET NIFTY 8-13 YR G-SEC ETF
N,EQ,GSEC5IETF,ICICIPRAMC - ICICI5GSEC,        63.83,        63.91,        63.96,        63.69,        63.75,                  1334323.80,20898,76,        66.70,        58.01,NIFTY 5 YR BENCHMARK G-SEC INDEX
N,EQ,HDFCBSE500,HDFCAMC - HDFCBSE500,        38.25,        38.26,        38.58,        38.26,        38.54,                  1521849.06,39540,237,        39.55,        31.14,HDFC S&P BSE 500 ETF
N,EQ,HDFCGOLD,HDFC GOLD ETF,       114.10,       116.63,       116.63,       114.33,       115.45,                836599537.44,7263764,11908,       120.90,        65.61,GOLD
N,EQ,HDFCGROWTH,HDFCAMC - HDFCGROWTH,       130.38,       131.03,       131.80,       130.55,       131.30,                  3059830.22,23305,175,       132.88,       103.11,HDFC NIFTY GROWTH SECTORS 15 ETF
N,EQ,HDFCLIQUID,HDFCAMC - HDFCLIQUID,      1042.51,      1042.89,      1042.93,      1042.89,      1042.89,                 32202131.40,30877,72,      1045.47,       990.00,HDFC NIFTY 1D RATE LIQUID ETF
N,EQ,HDFCLOWVOL,HDFCAMC - HDFCLOWVOL,        21.58,        21.55,        21.69,        21.54,        21.64,                   427161.75,19746,160,        23.00,        17.70,HDFC NIFTY100 LOW VOLATILITY 30 ETF
N,EQ,HDFCMID150,HDFCAMC - HDFCMID150,        22.58,        22.98,        22.98,        22.59,        22.76,                  7936376.99,349285,1435,        23.35,        17.51,HDFC NIFTY MIDCAP 150 ETF
N,EQ,HDFCMOMENT,HDFCAMC - HDFCMOMENT,        31.48,        31.90,        31.90,        31.56,        31.89,                  5548387.76,174437,723,        33.99,        25.50,HDFC NIFTY200 MOMENTUM 30 ETF
N,EQ,HDFCNEXT50,HDFCAMC - HDFCNEXT50,        70.96,        71.14,        71.52,        70.92,        71.49,                  4577468.50,64183,614,        73.00,        57.00,HDFC NIFTY NEXT 50 ETF
N,EQ,HDFCNIF100,HDFCAMC - HDFCNIF100,        27.53,        27.54,        27.74,        27.48,        27.66,                  2007367.56,72503,366,        29.00,        21.15,HDFC NIFTY 100 ETF
N,EQ,HDFCNIFBAN,HDFCAMC - HDFCNIFBAN,        61.18,        61.18,        61.74,        61.18,        61.61,                 14043619.96,227865,425,        62.30,        48.51,NIFTY BANK
N,EQ,HDFCNIFIT,HDFCAMC - HDFCNIFIT,        40.22,        41.22,        41.22,        40.23,        40.41,                  1478951.38,36621,220,        46.65,        32.24,HDFC NIFTY IT ETF
N,EQ,HDFCNIFTY,HDFCAMC - HDFCNIFTY,       292.34,       292.88,       294.44,       292.34,       294.23,                 57818159.04,196916,910,       301.88,       240.55,NIFTY 50
N,EQ,HDFCPSUBK,HDFCAMC HDFCPSUBK,        86.48,        88.00,        88.00,        86.56,        87.58,                  2900086.18,33253,252,        88.56,        55.68,HDFC NIFTY PSU BANK ETF
N,EQ,HDFCPVTBAN,HDFCAMC - HDFCPVTBAN,        29.18,        28.45,        29.46,        28.45,        29.37,                  1722966.15,58713,523,        29.97,        23.66,HDFC NIFTY PRIVATE BANK ETF
N,EQ,HDFCQUAL,HDFCAMC - HDFCQUAL,        60.21,        60.50,        60.64,        60.21,        60.55,                   963830.49,15932,177,        60.98,        49.53,HDFC NIFTY100 QUALITY 30 ETF
N,EQ,HDFCSENSEX,HDFCAMC - HDFCSENSEX,        96.16,        95.81,        96.85,        95.81,        96.73,                  2723612.50,28222,409,        98.48,        80.55,SENSEX
N,EQ,HDFCSILVER,HDFCAMC - HDFCSILVER,       215.18,       216.48,       223.39,       216.48,       222.97,               1537876669.19,6939045,27248,       243.45,        83.39,HDFC SILVER ETF
N,EQ,HDFCSML250,HDFCAMC - HDFCSML250,       167.53,       171.71,       171.71,       167.42,       168.85,                193034474.58,1145532,7727,       186.65,       135.21,HDFC NIFTY SMALLCAP 250 ETF
N,EQ,HDFCVALUE,HDFCAMC - HDFCVALUE,       139.45,       139.41,       140.32,       139.16,       140.28,                   601349.58,4301,80,       143.11,       117.50,HDFC NIFTY50 VALUE 20 ETF
N,EQ,HEALTHADD,DSPAMC - HEALTHADD,       147.29,       147.45,       148.54,       147.45,       148.53,                    77453.46,524,21,       152.22,       126.98,DSP NIFTY HEALTHCARE ETF
N,EQ,HEALTHIETF,ICICIPRAMC - ICICIPHARM,       149.70,       150.01,       151.00,       149.16,       150.96,                 14368345.03,95464,1148,       157.70,       128.14,NIFTY HEALTHCARE INDEX
N,EQ,HEALTHY,BIRLASLAMC - HEALTHY,        15.01,        15.09,        15.10,        14.97,        15.09,                  1690329.88,112326,902,        16.25,        12.20,NIFTY HEALTHCARE TRI
N,EQ,HNGSNGBEES,NIP IND ETF HANGSENG BEES,       497.21,       505.32,       509.00,       500.11,       507.37,                136779009.73,270610,5433,       579.92,       309.05,HANG SENG INDEX
N,EQ,ICICIB22,ICICIPRAMC - BHARATIWIN,       117.46,       120.98,       120.98,       116.36,       119.10,                 67184684.34,565744,3588,       120.98,        93.02,S&P BSE BHARAT 22 INDEX
N,EQ,IDFNIFTYET,BANDHANAMC - IDFNIFTYET,       286.29,       288.88,       289.70,       284.10,       288.37,                   834487.67,2902,93,       340.80,       235.01,NIFTY 50
N,EQ,INFRABEES,NIP IND ETF INFRA BEES,       997.35,       997.35,      1010.00,       997.00,      1008.86,                 36480483.34,36229,785,      1012.71,       783.98,NIFTY INFRA
N,EQ,INFRAIETF,ICICIPRAMC - ICICIINFRA,        99.50,        99.51,       100.51,        99.50,       100.40,                 25527152.09,255215,1755,       101.00,        77.65,ICICI PRUDENTIAL NIFTY INFRASTRUCTURE ETF
N,EQ,INTERNET,MIRAEAMC - INTERNET,        14.05,        14.08,        14.18,        14.06,        14.17,                   762771.87,54012,198,        16.12,        13.30,EQUITY INDEX
N,EQ,IT,KOTAKMAMC - KOTAKIT,        41.83,        42.04,        42.07,        41.60,        41.94,                  4885915.66,116540,701,        48.48,        32.55,NIFTY IT INDEX
N,EQ,ITADD,DSPAMC - DSPIT,        40.01,        41.01,        41.01,        39.84,        40.19,                   568508.89,14199,57,        47.57,        32.61,DSP NIFTY IT ETF
N,EQ,ITBEES,NIP IND ETF IT,        41.97,        43.01,        43.01,        41.85,        42.14,                244032665.07,5801440,12836,        48.33,        33.63,NIFTY IT TRI
N,EQ,ITBETA,UTIAMC-ITBETA,       396.62,       397.26,       398.31,       396.97,       398.00,                    97379.68,245,10,       469.99,       325.00,UTI NIFTY IT ETF
N,EQ,ITETF,MIRAEAMC - ITETF,        39.99,        40.98,        40.98,        39.85,        40.09,                  8422543.51,210308,593,        46.00,        31.70,MIRAE ASSET NIFTY IT ETF
N,EQ,ITIETF,ICICIPRAMC - ICICITECH,        41.93,        42.41,        42.41,        41.80,        42.09,                 10546765.68,250952,1117,        49.05,        33.43,NIFTY IT INDEX
N,EQ,IVZINGOLD,INVESCO INDIA GOLD ETF,     11590.95,     11679.95,     11800.00,     11662.00,     11787.90,                285621497.75,24288,123,     12272.75,      6668.00,GOLD
N,EQ,IVZINNIFTY,INVESCO INDIA NIFTY ETF,      2962.39,      2978.75,      2992.00,      2978.75,      2981.46,                    59626.59,20,3,      3109.52,      2480.00,NIFTY 50
N,EQ,JUNIORBEES,NIP IND ETF JUNIOR BEES,       747.76,       750.00,       765.00,       747.69,       755.86,                321631762.12,426982,12273,       777.00,       595.00,NIPPON INDIA ETF NIFTY NEXT 50 JUNIOR BEES
N,EQ,LICMFGOLD,LIC MF - LIC GOLD ETF,     12087.35,     12187.30,     12238.00,     12000.00,     12166.75,                 45585518.40,3747,492,     12699.95,      6890.40,GOLD
N,EQ,LICNETFGSC,LICNAMC - LICNMFET,        28.74,        29.45,        29.45,        28.65,        28.71,                  4456032.63,155174,223,        30.00,        26.52,GSEC10 NSE INDEX
N,EQ,LICNETFN50,LICNAMC - LICNFENGP,       290.56,       291.21,       292.35,       291.04,       292.28,                  1049671.51,3596,39,       295.00,       239.65,NIFTY 50
N,EQ,LICNETFSEN,LICNAMC - LICNFESGP,       952.20,       958.85,       958.85,       958.85,       958.85,                    25888.95,27,2,       989.00,       783.28,SENSEX
N,EQ,LICNFNHGP,LICNAMC - LICNFNHGP,       290.38,       290.89,       293.00,       290.89,       292.33,                   632173.83,2166,30,       298.00,       242.47,NIFTY 100
N,EQ,LICNMID100,LICNAMC - LICNMID100,        61.12,        61.28,        61.65,        60.96,        61.50,                  1657113.92,27127,128,        67.50,        46.03,LIC MF NIFTY MIDCAP 100 ETF
N,EQ,LIQGRWBEES,NIPPONAMC - LIQGRWBEES,      1022.26,      1022.64,      1022.66,      1022.64,      1022.65,                172063869.22,168252,372,      1037.73,      1001.14,LIQUID
N,EQ,LIQUID,MIRAEAMC - LIQUID,       999.99,      1024.98,      1024.98,       999.99,       999.99,                646098423.97,646099,1537,      1030.00,       995.00,MIRAE ASSET NIFTY 1D RATE LIQUID ETF
N,EQ,LIQUID1,KOTAKMAMC - KOTAKLIQ,      1084.92,      1087.00,      1087.00,      1084.92,      1085.36,                396562087.79,365373,942,      1094.00,      1006.15,KOTAK NIFTY 1D RATE LIQUID ETF
N,EQ,LIQUIDADD,DSPAMC - LIQUIDADD,      1107.07,      1107.07,      1107.53,      1107.07,      1107.52,               1491085164.61,1346320,1530,      1121.66,      1049.11,DSP S&P BSE LIQUID RATE ETF
N,EQ,LIQUIDBEES,NIP IND ETF LIQUID BEES,      1000.00,      1025.00,      1025.00,       999.99,      1000.00,              12254327296.97,12254248,36970,      1030.00,       970.00,GOVERNMENT SECURITIES
N,EQ,LIQUIDBETF,BFAM - LIQUIDBETF,      1063.24,      1060.30,      1116.24,      1009.94,      1063.68,                483245739.43,454370,396,      1207.50,       989.99,BAJAJ FINSERV NIFTY 1D RATE LIQUID ETF
N,EQ,LIQUIDCASE,ZERODHAAMC - LIQUIDCASE,       112.09,       112.15,       112.15,       112.13,       112.14,               4254705051.05,37938947,22613,       113.08,       102.00,ZERODHA NIFTY 1D RATE LIQUID ETF
N,EQ,LIQUIDETF,DSP LIQUID ETF,      1000.00,      1000.00,      1000.01,       999.99,      1000.00,                417915787.99,417915,1370,      1009.99,       980.55,NIFTY1D RATE INDEX
N,EQ,LIQUIDIETF,ICICIPRAMC - ICICILIQ,       999.99,      1000.00,      1000.01,       999.99,       999.99,               1341753553.84,1341754,2097,      1029.99,       969.99,S&P BSE LIQUID RATE INDEX
N,EQ,LIQUIDPLUS,MIRAEAMC - LIQUIDPLUS,      1066.42,      1066.85,      1066.87,      1066.85,      1066.86,                199126273.08,186646,447,      1240.88,       994.83,NIFTY 1D RATE INDEX
N,EQ,LIQUIDSBI,SBIAMC - LIQUIDSBI,      1000.00,       999.99,      1000.01,       999.99,      1000.00,                  8508021.05,8508,40,      1029.99,       999.00,SBI NIFTY 1D RATE ETF
N,EQ,LIQUIDSHRI,SHRIRAM - LIQUIDSHRI,      1086.04,      1086.47,      1086.47,      1086.45,      1086.46,                 35922953.63,33064,238,      1095.15,      1030.43,SHRIRAM NIFTY 1D RATE LIQUID ETF
N,EQ,LOWVOL,MIRAEAMC - MANV30F,       216.04,       215.80,       216.93,       215.35,       216.93,                   231846.15,1069,12,       216.93,       179.33,MIRAE ASSET NIFTY 100 LOW VOLATILITY 30 ETF
N,EQ,LOWVOL1,KOTAKMAMC - KOTAKLOVOL,        22.01,        22.01,        22.57,        21.71,        22.10,                   372063.98,16872,182,        22.90,        18.16,KOTAK NIFTY 100 LOW VOL 30 ETF
N,EQ,LOWVOLIETF,ICICI PR NIF LW VL 30 ETF,        23.18,        23.64,        23.64,        23.11,        23.27,                 82172045.48,3537374,1272,        23.78,        19.03,NIFTY 100 LOW VOLATILITY 30 INDEX
N,EQ,LTGILTBEES,NIP IND ETF LONGTERM GILT,        29.18,        29.26,        29.26,        29.16,        29.24,                125342321.97,4294565,1394,        30.13,        26.65,NIFTY 8-13 YR G-SEC INDEX
N,EQ,LTGILTCASE,ZERODHAAMC - LTGILTCASE,        29.74,        30.63,        30.63,        29.71,        29.71,                  4848903.43,163061,395,        30.72,        28.71,NIFTY 8-13 YR G-SEC INDEX
N,EQ,MAFANG,MIRAEAMC - MAFANG,       169.11,       167.72,       167.72,       167.72,       167.72,                 20573876.96,122668,706,       178.78,       100.00,NYSE FANG+ TOTAL RETURN INDEX
N,EQ,MAHKTECH,MIRAEAMC - MAHKTECH,        25.69,        25.59,        25.59,        25.59,        25.59,                  9684944.94,378466,447,        35.59,        16.91,HANG SENG TECH TOTAL RETURN INDEX
N,EQ,MAKEINDIA,MIRAEAMC - MAMFGETF,       156.92,       159.70,       159.70,       157.22,       158.21,                  4184679.85,26494,501,       160.24,       119.50,NIFTY INDIA MANUFACTURING TOTAL RETURN INDEX
N,EQ,MANUFGBEES,NIPPONAMC - MANUFGBEES,       154.50,       153.73,       156.28,       153.73,       156.24,                   898364.52,5771,122,       160.69,       142.50,NIFTY INDIA MANUFACTURING TRI
N,EQ,MASPTOP50,MIRAEAMC - MASPTOP50,        72.19,        71.71,        71.71,        71.71,        71.71,                  5136157.04,71624,254,        72.48,        40.86,S&P 500 TOP 50 TOTAL RETURN INDEX
N,EQ,METAL,MIRAEAMC - METAL,        11.30,        11.58,        11.58,        11.34,        11.48,                133934135.61,11709645,8279,        12.69,         7.73,NIFTY METAL TOTAL RETURN INDEX
N,EQ,METALIETF,ICICIPRAMC - METALIETF,        11.31,        11.59,        11.75,        11.32,        11.48,                581203606.23,50829500,22692,        11.75,         7.35,NIFTY METAL INDEX
N,EQ,MID150,KOTAKMAMC - MID150,        22.61,        23.17,        23.17,        22.54,        22.92,                  3038324.15,132864,512,        25.49,        17.98,NIFTY MIDCAP 150 INDEX
N,EQ,MID150BEES,NIP IND ETF MIDCAP 150,       230.69,       231.40,       233.00,       230.57,       232.35,                178169345.03,767290,6921,       239.00,       179.00,NIFTY MIDCAP 150 TRI
N,EQ,MID150CASE,ZERODHAAMC - MID150CASE,        11.16,        11.36,        11.36,        11.01,        11.27,                 21150120.58,1883285,4521,        12.00,         7.66,ZERODHA NIFTY MIDCAP 150 ETF
N,EQ,MIDCAP,KOTAKMAMC - KOTAKMID50,       176.50,       172.08,       178.36,       172.08,       178.13,                  8979626.78,50521,642,       183.48,       134.98,NIFTY MIDCAP 50 INDEX
N,EQ,MIDCAPADD,DSPAMC - MIDCAPADD,        22.40,        22.45,        22.63,        22.26,        22.53,                  1135108.41,50290,59,        25.50,        21.75,NIFTY MIDCAP 150 INDEX
N,EQ,MIDCAPBETA,UTIAMC-MIDCAPBETA,       225.30,       225.30,       230.05,       225.27,       228.37,                  1772840.79,7780,88,       235.48,       174.82,UTI NIFTY MIDCAP 150 EXCHANGE TRADED FUND (ETF)
N,EQ,MIDCAPETF,MIRAEAMC - MAM150ETF,        22.79,        23.35,        23.35,        22.80,        23.00,                 40467737.74,1763619,5432,        23.50,        16.00,MIRAE ASSET MUTUAL FUND - MIRAE ASSET NIFTY MIDCAP 150 ETF
N,EQ,MIDCAPIETF,ICICIPRAMC - ICICIM150,        23.04,        23.04,        23.50,        23.04,        23.26,                 24339223.77,1048651,2607,        24.00,        17.80,NIFTY MIDCAP 150
N,EQ,MIDQ50ADD,DSPAMC - DSPQ50ETF,       247.59,       247.58,       249.03,       246.93,       248.69,                   532197.89,2146,94,       264.64,       191.97,NIFTY MIDCAP 150 QUALITY 50 INDEX
N,EQ,MIDSELIETF,ICICI PRUD MIDCAP SEL ETF,        18.53,        18.99,        19.09,        18.06,        18.77,                  5780651.22,309235,818,        20.00,        13.86,S&P BSE MIDCAP SELECT INDEX
