MARKET,SERIES,SYMBOL,SECURITY,PREVIOUS CLOSE PRICE,OPEN PRICE,HIGH PRICE,LOW PRICE,CLOSE PRICE,NET TRADED VALUE,NET TRADED QTY,TRADES,52 WEEK HIGH,52 WEEK LOW,UNDERLYING
N,EQ,MIDSMALL,MIRAEAMC - MIDSMALL,        47.72,        47.86,        48.15,        47.86,        48.11,                  9616221.52,200160,841,        53.50,        40.00,MIRAE ASSET NIFTY MIDSMALLCAP400 MOMENTUM QUALITY 100 ETF
N,EQ,MNC,KOTAKMAMC - KOTAKMNC,        31.30,        31.37,        31.55,        31.24,        31.53,                  5341644.49,169760,606,        31.76,        24.52,KOTAK NIFTY MNC ETF
N,EQ,MOALPHA50,MOTILALAMC - MOALPHA50,        50.21,        50.33,        50.61,        50.33,        50.60,                   188836.01,3742,29,        54.38,        46.05,NIFTY ALPHA 50 TOTAL RETURN INDEX
N,EQ,MOCAPITAL,MOTILALAMC - MOCAPITAL,        46.46,        46.96,        47.00,        46.45,        46.90,                 16264831.72,347165,1565,        51.13,        29.20,NIFTY CAPITAL MARKET TOTAL RETURN INDEX
N,EQ,MODEFENCE,MOTILALAMC - MODEFENCE,        84.86,        85.45,        85.64,        84.95,        85.49,                172426058.30,2020018,6866,       102.00,        55.21,NIFTY INDIA DEFENCE TOTAL RETURN INDEX
N,EQ,MOENERGY,MOTILALAMC - MOENERGY,        35.51,        35.88,        36.40,        35.51,        36.26,                  4873013.95,135154,428,        37.88,        33.50,NIFTY ENERGY INDEX
N,EQ,MOGOLD,MOTILALAMC - MOGOLD,       131.55,       131.80,       136.75,       131.80,       134.75,                132576295.55,994796,834,       139.00,        96.30,DOMESTIC PRICE OF PHYSICAL GOLD
N,EQ,MOGSEC,MOTILALAMC - G5,        62.99,        62.99,        63.00,        62.80,        62.95,                    82910.42,1318,40,        65.80,        57.00,NIFTY 5 YR BENCHMARK G-SEC INDEX
N,EQ,MOHEALTH,MOTILALAMC - MOHEALTH,        44.34,        44.89,        44.89,        44.16,        44.49,                  2417061.81,54373,573,        47.57,        37.93,MOTILAL OSWAL S&P BSE HEALTHCARE ETF
N,EQ,MOINFRA,MOTILALAMC - MOINFRA,        60.27,        60.51,        61.51,        60.51,        61.38,                   456839.11,7478,57,        63.80,        56.28,BSE INDIA INFRASTRUCTURE TOTAL RETURN INDEX
N,EQ,MOIPO,MOTILALAMC - MOIPO,        46.35,        46.11,        46.54,        46.11,        46.54,                    38207.07,821,16,        53.00,        45.20,BSE SELECT IPO TOTAL RETURN INDEX
N,EQ,MOLOWVOL,MOTILALAMC - MOLOWVOL,        38.99,        38.99,        39.22,        38.89,        39.11,                    96932.13,2480,36,        39.79,        33.05,NIFTY MIDCAP 100 TRI
N,EQ,MOM100,MOTILAL OS MIDCAP100 ETF,        65.40,        65.49,        66.07,        65.13,        66.01,                 40133163.03,609710,2666,        66.59,        50.30,NIFTY MIDCAP 100
N,EQ,MOM30IETF,ICICIPRAMC - ICICIMOM30,        31.81,        32.60,        32.60,        31.82,        32.14,                108832946.88,3386139,2074,        35.00,        25.00,ICICI PRUDENTIAL NIFTY 200 MOMENTUM 30 ETF
N,EQ,MOM50,MOTILAL OSWAL M50 ETF,       271.90,       269.99,       273.83,       269.90,       273.60,                  1698607.75,6241,181,       279.33,       218.00,NIFTY 50
N,EQ,MOMENTUM,BIRLASLAMC - MOMENTUM,        31.64,        32.43,        32.43,        31.36,        32.00,                 24183027.25,756096,276,        34.57,        25.75,ADITYA BIRLA SUN LIFE NIFTY 200 MOMENTUM 30 ETF
N,EQ,MOMENTUM30,KOTAKMAMC - MOMENTUM30,        31.33,        31.48,        31.69,        31.41,        31.62,                   605255.98,19185,64,        37.38,        30.41,NIFTY 200 MOMENTUM 30 INDEX
N,EQ,MOMENTUM50,MOTILALAMC - MOMENTUM50,        52.40,        52.90,        52.95,        52.57,        52.85,                 21653421.74,410157,1673,        59.97,        42.40,NIFTY 500 MOMENTUM 50 TOTAL RETURN INDEX
N,EQ,MOMGF,MOTILALAMC - MOMGF,       153.52,       154.25,       155.39,       152.32,       155.12,                   339887.44,2198,50,       182.16,       139.07,NIFTY INDIA MANUFACTURING TOTAL RETURN INDEX
N,EQ,MOMIDMTM,MOTILALAMC - MOMIDMTM,        63.14,        63.67,        63.77,        62.56,        63.72,                  3758294.54,59460,210,        66.73,        59.48,NIFTY MIDCAP 150 MOMENTUM 50 TOTAL RETURN INDEX
N,EQ,MOMNC,MOTILALAMC - MOMNC,        30.50,        31.11,        31.11,        30.34,        30.65,                    38049.34,1239,15,        31.11,        29.32,NIFTY MNC ETF TOTAL RETURN INDEX
N,EQ,MOMOMENTUM,MOTILALAMC - MOMOMENTUM,        63.16,        63.17,        64.00,        63.09,        63.95,                  5815421.21,91192,532,        68.43,        51.21,NIFTY 200 MOMENTUM 30 TOTAL RETURN INDEX
N,EQ,MON100,MOTILAL OS NASDAQ100 ETF,       234.54,       235.47,       235.99,       232.06,       234.90,                211608874.66,902135,15941,       258.80,       159.30,NASDAQ100
N,EQ,MON50EQUAL,MOTILALAMC - MON50EQUAL,        33.56,        33.00,        34.07,        33.00,        33.86,                   221445.79,6542,49,        34.50,        29.78,NIFTY 50 EQUAL WEIGHT TOTAL RETURN INDEX
N,EQ,MONEXT50,MOTILALAMC - MONEXT50,        69.02,        69.38,        69.85,        69.38,        69.77,                   300142.43,4306,50,        72.30,        63.54,NIFTY NEXT 50 TOTAL RETURN INDEX
N,EQ,MONIFTY100,MOTILALAMC - MONIFTY100,        26.84,        26.89,        26.97,        26.82,        26.97,                   208577.95,7771,25,        27.97,        25.85,NIFTY 100 TOTAL RETURN INDEX
N,EQ,MONIFTY500,MOTILALAMC - MONIFTY500,        24.34,        24.34,        24.59,        24.27,        24.50,                  8292253.81,338546,1356,        24.71,        19.50,MOTILAL OSWAL NIFTY 500 ETF
N,EQ,MONQ50,MOTILALAMC - MONQ50,        99.07,        96.59,        99.77,        96.59,        99.36,                  8928835.84,89981,1730,       104.31,        61.31,NASDAQ Q-50 TOTAL RETURN INDEX
N,EQ,MOPSE,MOTILALAMC - MOPSE,        99.85,        99.85,       104.00,        99.85,       102.58,                   943833.98,9253,85,       108.00,        92.55,NIFTY PSE TOTAL RETURN INDEX
N,EQ,MOQUALITY,MOTILALAMC - MOQUALITY,       199.41,       199.80,       200.21,       199.21,       200.02,                   146740.57,734,29,       202.28,       162.15,MOTILAL OSWAL S&P BSE QUALITY ETF
N,EQ,MOREALTY,MOTILALAMC - MOREALTY,        88.44,        88.49,        89.81,        88.46,        89.69,                 55951554.12,626027,2513,       110.00,        77.00,MOTILAL OSWAL NIFTY REALTY ETF
N,EQ,MOSERVICE,MOTILALAMC - MOSERVICE,        33.76,        33.86,        34.05,        33.86,        34.05,                   194140.19,5713,25,        35.37,        33.45,NIFTY SERVICES SECTOR TOTAL RETURN INDEX
