GAIN_LOSS,SECURITY,CLOSE_PRIC,PREV_CL_PR,PERCENT_CG
 ,Nifty 50 Sec., , , 
 , , , , 
G,PETRO CARBON AND CHEMI L,       214.35,       207.70,3.20
G,NETWORK PEOPLE SRV TECH L,      1410.00,      1366.30,3.20
G,ALICON CASTALLOY LIMITED,       847.20,       820.95,3.20
G,PREMIER POLYFILM LTD,        41.91,        40.63,3.15
G,BHARAT BIJLEE LTD,      2759.90,      2675.80,3.14
G,HT MEDIA LIMITED,        23.97,        23.24,3.14
G,DOLAT ALGOTECH LIMITED,        91.54,        88.76,3.13
G,SYRMA SGS TECHNOLOGY LTD,       741.90,       719.40,3.13
G,LENSKART SOLUTIONS LTD,       452.15,       438.50,3.11
G,ZERODHAAMC - SILVERCASE,        23.52,        22.81,3.11
G,CENTRAL BANK OF INDIA,        38.77,        37.60,3.11
G,GUJ IND POW CO. LTD,       162.29,       157.40,3.11
G,KRONOX LAB SCIENCES LTD,       141.78,       137.51,3.11
G,NATH BIO-GENES (I) LTD,       161.14,       156.29,3.10
G,SAATVIK GREEN ENERGY LTD,       388.30,       376.70,3.08
G,PSP PROJECTS LIMITED,       893.40,       866.85,3.06
G,SAMMAAN CAPITAL LIMITED,       148.61,       144.21,3.05
G,DYNEMIC PRODUCTS LIMITED,       255.75,       248.20,3.04
G,FINBUD FINANCIAL SERV LTD,       130.65,       126.80,3.04
G,CPSE ETF,        94.73,        91.94,3.03
G,GP PETROLEUMS LIMITED,        35.79,        34.74,3.02
G,MINDA CORPORATION LTD,       602.50,       584.90,3.01
G,CRISIL LTD,      4458.60,      4328.50,3.01
G,HOLMARC OPTO MECHATRO L,       103.00,       100.00,3.00
G,ICICIPRAMC - ICICISILVE,       231.68,       224.95,2.99
G,AARTECH SOLONICS LIMITED,        48.98,        47.56,2.99
G,CEAT LIMITED,      3887.20,      3774.70,2.98
G,MOTILAL OSWAL FIN LTD,       866.70,       841.65,2.98
G,KANANI INDUSTRIES LTD,         1.74,         1.69,2.96
G,EMUDHRA LIMITED,       576.35,       559.85,2.95
G,S H KELKAR AND CO. LTD.,       181.38,       176.19,2.95
G,HARRISON MALAYALAM LTD,       171.76,       166.85,2.94
G,DENTA WATER N INFRA SOL L,       339.35,       329.65,2.94
G,CORONA REMEDIES LIMITED,      1443.50,      1402.40,2.93
G,ALMONDZ GLOBAL SEC LTD,        18.68,        18.15,2.92
G,COMPUTER AGE MNGT SER LTD,       756.55,       735.10,2.92
G,VASCON ENGINEERS LTD,        46.65,        45.33,2.91
G,HERITAGE FOODS LTD,       465.10,       452.00,2.90
G,RAMKRISHNA FORGINGS LTD,       531.40,       516.45,2.89
G,V-GUARD IND LTD.,       330.75,       321.45,2.89
G,SIGNET INDUSTRIES LIMITED,        55.99,        54.42,2.88
G,DEE DEVELOPMENT ENG LTD,       214.90,       208.91,2.87
G,LANDMARK PR.DEV.CO.LTD,         7.19,         6.99,2.86
G,LLOYDS LUXURIES LIMITED,        72.00,        70.00,2.86
G,AIMTRON ELECTRONICS LTD,       884.00,       859.45,2.86
G,OPTIEMUS INFRACOM LTD,       507.05,       493.05,2.84
G,DSPAMC - DSPSILVETF,       224.19,       218.02,2.83
G,G-TEC JAINX EDUCATION LTD,        24.35,        23.68,2.83
G,SARVESHWAR FOODS LIMITED,         4.73,         4.60,2.83
G,ANMOL INDIA LIMITED,        14.26,        13.87,2.81
G,JINKUSHAL INDUSTRIES LTD,        93.31,        90.76,2.81
G,R R KABEL LIMITED,      1510.50,      1469.30,2.80
G,PTC INDIA LIMITED,       167.39,       162.83,2.80
G,THYROCARE TECH LTD,       459.20,       446.70,2.80
G,D P WIRES LIMITED,       208.10,       202.45,2.79
G,CAPITAL SMALL FIN BANK L,       270.85,       263.50,2.79
G,UNIINFO TELECOM SERVI LTD,        16.24,        15.80,2.78
G,SYNERGY GREEN IND. LTD,       517.80,       503.80,2.78
G,CAPLIN POINT LAB LTD.,      1848.80,      1798.90,2.77
G,DOMS INDUSTRIES LIMITED,      2673.90,      2601.80,2.77
G,ONMOBILE GLOBAL LTD.,        59.36,        57.76,2.77
G,EDELAMC - ESILVER,       231.88,       225.64,2.77
G,ORIENT GREEN POWER CO LTD,        11.90,        11.58,2.76
G,BHEL,       299.50,       291.45,2.76
G,MSTC LIMITED,       528.30,       514.15,2.75
G,INDO TECH TRANSFORM LTD.,      1601.60,      1558.90,2.74
G,MOTILALAMC - MOPSE,       102.58,        99.85,2.73
G,INOX GREEN ENERGY SER LTD,       213.64,       207.96,2.73
G,ARROW GREENTECH LIMITED,       516.05,       502.35,2.73
G,JUBILANT INGREVIA LIMITED,       726.25,       707.00,2.72
G,PNB GILTS LIMITED,        83.38,        81.17,2.72
G,TRUALT BIOENERGY LIMITED,       411.15,       400.30,2.71
G,PRITI INTERNATIONAL LTD,        60.26,        58.67,2.71
G,BIRLANU LIMITED,      1741.10,      1695.20,2.71
G,ADITYA BIRLA FASHION & RT,        78.16,        76.10,2.71
G,BHARAT SEATS LIMITED,       177.60,       172.92,2.71
G,THEMIS MEDICARE LTD.,       102.53,        99.83,2.70
G,EXICOM TELE SYSTEMS LTD,       119.26,       116.12,2.70
G,DIGIKORE STUDIOS LIMITED,        74.20,        72.25,2.70
G,SYNCOM FORMU (I) LTD,        14.46,        14.08,2.70
G,PC JEWELLER LTD,         9.55,         9.30,2.69
G,C P S SHAPERS LIMITED,      1185.00,      1154.00,2.69
G,UNO MINDA LIMITED,      1321.20,      1286.70,2.68
G,MIC ELECTRONICS LTD,        44.82,        43.65,2.68
G,TIMESCAN LOGISTICS IND L,        49.90,        48.60,2.67
G,TRANSRAIL LIGHTING LTD,       572.20,       557.35,2.66
G,EMKAY TAP & CUT. TOOL LTD,       116.00,       113.00,2.65
G,DUDIGITAL GLOBAL LIMITED,        30.95,        30.15,2.65
G,WANBURY LIMITED,       236.01,       229.92,2.65
G,INVICTA DIAGNOSTIC LTD,        79.45,        77.40,2.65
G,AMANTA HEALTHCARE LIMITED,       109.74,       106.91,2.65
G,D-LINK INDIA LTD,       430.65,       419.55,2.65
G,INDOWIND ENERGY LTD,        15.92,        15.51,2.64
G,GODREJ PROPERTIES LTD,      2068.50,      2015.30,2.64
G,SEC RE NCD 10.75% SR XI,       975.00,       950.00,2.63
G,MOTILALAMC - MOSILVER,       228.98,       223.12,2.63
G,KRISHNA INST OF MED SCI L,       632.25,       616.10,2.62
G,DYNAMATIC TECHNOLOGIES,      9503.00,      9261.00,2.61
G,SARDA ENERGY & MIN LTD,       523.00,       509.75,2.60
G,PREMIUM PLAST LIMITED,        39.50,        38.50,2.60
G,INDIAN OVERSEAS BANK,        37.23,        36.29,2.59
G,HAPPY FORGINGS LIMITED,      1185.80,      1155.90,2.59
G,DJ MEDIAPRINT & LOG LTD,        70.46,        68.69,2.58
G,AXISAMC - AXISILVER,       230.91,       225.11,2.58
G,AEROFLEX INDUSTRIES LTD,       197.57,       192.61,2.58
G,FROG INNOVATIONS LIMITED,       163.50,       159.40,2.57
G,MIRAEAMC - MASILVER,       223.69,       218.09,2.57
G,GUJARAT STATE PETRO LTD,       319.95,       311.95,2.56
G,ANTHEM BIOSCIENCES LTD,       654.45,       638.10,2.56
G,RAYMOND LTD,       436.50,       425.60,2.56
G,PENINSULA LAND LIMITED,        25.23,        24.60,2.56
G,DIC INDIA LIMITED,       503.25,       490.70,2.56
G,IFB INDUSTRIES LTD,      1600.20,      1560.30,2.56
G,COSMO FIRST LIMITED,       695.20,       677.90,2.55
G,GUJARAT AMBUJA EXPORTS LT,       137.71,       134.29,2.55
G,VALIANT ORGANICS LIMITED,       278.05,       271.15,2.54
G,GALLANTT ISPAT LIMITED,       552.50,       538.80,2.54
G,PRAXIS HOME RETAIL LTD,         9.28,         9.05,2.54
G,SONA BLW PRECISION FRGS L,       486.35,       474.30,2.54
G,WEIZMANN LTD,        96.49,        94.10,2.54
G,NOVA AGRITECH LIMITED,        39.80,        38.82,2.52
G,CARTRADE TECH LIMITED,      2900.90,      2829.50,2.52
G,VISAMAN GLOBAL SALES LTD,       130.30,       127.10,2.52
G,KIRLOSKAR INDUSTRIES LTD,      3243.00,      3163.40,2.52
G,TREE HOUSE EDU LTD,         8.15,         7.95,2.52
G,ACCENT MICROCELL LIMITED,       348.75,       340.20,2.51
G,SHARDA MOTOR INDS LTD,       965.05,       941.40,2.51
G,EVEREADY INDS. IND.  LTD.,       337.15,       328.90,2.51
G,STOVE KRAFT LIMITED,       592.90,       578.40,2.51
G,ZEE LEARN LIMITED,         7.38,         7.20,2.50
G,BOROSIL LIMITED,       283.50,       276.60,2.49
G,NAHAR INDS ENT LTD,       110.66,       107.97,2.49
G,DEV ACCELERATOR LIMITED,        42.02,        41.00,2.49
G,KIRLOSKAR OIL ENG LTD,      1261.10,      1230.50,2.49
G,GTL INFRA.LTD,         1.24,         1.21,2.48
G,BLUE STAR LIMITED,      1816.10,      1772.20,2.48
G,INNOVANA THINKLABS LTD,       420.55,       410.40,2.47
G,EVEREST INDUSTRIES LTD,       527.95,       515.25,2.46
G,GSM FOILS LIMITED,       208.00,       203.00,2.46
G,WINDSOR MACHINES LIMITED,       273.15,       266.60,2.46
G,SHIPPING CORP OF INDIA LT,       235.08,       229.46,2.45
G,MEDICO REMEDIES LIMITED,        50.37,        49.17,2.44
G,THE STATE TRADING CORPN,       128.15,       125.10,2.44
G,SG FINSERVE LIMITED,       416.45,       406.55,2.44
G,AURIONPRO SOLN LTD,      1086.20,      1060.40,2.43
G,MOTILALAMC - MOGOLD,       134.75,       131.55,2.43
G,SPL INDUSTRIES LIMITED,        34.19,        33.38,2.43
G,N R VANDANA TEX IND LTD,        57.00,        55.65,2.43
G,VALOR ESTATE LIMITED,       120.55,       117.70,2.42
G,MMTC LIMITED,        67.30,        65.71,2.42
G,GODAWARI POW & ISP LTD,       273.05,       266.60,2.42
G,INDOSTAR CAPITAL FIN LTD,       247.25,       241.41,2.42
G,TATA ELXSI LIMITED,      5337.50,      5211.50,2.42
G,LEELA PALACES HOTEL LTD,       445.15,       434.65,2.42
G,SOLARWORLD ENERGY SOL LTD,       280.00,       273.40,2.41
G,SOMANY CERAMICS LIMITED,       403.85,       394.35,2.41
G,CREST VENTURES LIMITED,       397.85,       388.50,2.41
G,MOS UTILITY LIMITED,        23.45,        22.90,2.40
G,W.S.INDUSTRIES (I) LTD.,        92.53,        90.36,2.40
G,LUMAX AUTO TECH LTD,      1655.40,      1616.60,2.40
G,MUTHOOT CAP SERV LTD,       278.80,       272.30,2.39
G,ARISINFRA SOLUTIONS LTD,       131.44,       128.38,2.38
G,SAI LIFE SCIENCES LIMITED,       921.70,       900.25,2.38
G,TAMILNADU NEWSPRT & PAPER,       146.13,       142.73,2.38
G,KALYAN JEWELLERS IND LTD,       495.70,       484.20,2.38
G,SELLOWRAP INDUSTRIES LTD,        79.80,        77.95,2.37
G,MUFIN GREEN FINANCE LTD,       118.79,       116.04,2.37
G,SIS LIMITED,       339.30,       331.45,2.37
G,NORTH EAST CARRY CORP LTD,        18.63,        18.20,2.36
G,ALKEM LABORATORIES LTD.,      5592.50,      5463.50,2.36
G,RESTAURANT BRAND ASIA LTD,        65.04,        63.54,2.36
G,GEECEE VENTURES LIMITED,       323.20,       315.75,2.36
G,SIGACHI INDUSTRIES LTD,        31.34,        30.62,2.35
G,PPAP AUTOMOTIVE LIMITED,       217.07,       212.10,2.34
G,MIRC ELECTRONICS LTD,        28.83,        28.17,2.34
G,DELAPLEX LIMITED,       133.25,       130.20,2.34
G,VAISHALI PHARMA LIMITED,         8.74,         8.54,2.34
G,JYOTHY LABS LIMITED,       284.30,       277.80,2.34
G,MAX INDIA LIMITED,       187.84,       183.56,2.33
G,GROWWAMC - GROWWPOWER,        10.11,         9.88,2.33
G,VL E GOV AND IT SOL LTD,        19.83,        19.38,2.32
G,KELLTON TECH SOL LTD,        18.95,        18.52,2.32
G,JSW CEMENT LIMITED,       123.01,       120.23,2.31
G,WILLIAMSON MAGOR,        31.00,        30.30,2.31
G,NAHAR POLY FILMS LIMITED,       238.31,       232.93,2.31
G,ZUARI AGRO CHEMICALS LTD,       337.35,       329.75,2.30
G,PROTEAN EGOV TECHNO LTD,       768.90,       751.60,2.30
G,PUSHPA JEWELLERS LIMITED,       102.50,       100.20,2.30
G,WHEELS INDIA LTD,       884.70,       864.85,2.30
G,ACCURACY SHIPPING LIMITED,         5.80,         5.67,2.29
G,UCL 10.50% SR V,      1019.99,       997.15,2.29
G,QUALITY POWER ELEC EQUP L,       831.05,       812.45,2.29
G,AFFORD ROBO & AUTO LTD,       208.78,       204.12,2.28
G,KAPSTON SERVICES LIMITED,       307.10,       300.25,2.28
G,REGENCY CERAMICS LTD.,        47.08,        46.03,2.28
G,GARWARE HI-TECH FILMS LTD,      3170.40,      3099.80,2.28
G,SUNDARAM MULTI PAP LTD,         1.80,         1.76,2.27
G,CREDITACCESS GRAMEEN LTD,      1287.70,      1259.10,2.27
G,SANDESH LTD,      1090.20,      1066.00,2.27
G,GOI LOAN   7.37% 2054,       102.77,       100.50,2.26
G,BALKRISHNA IND. LTD,      2368.60,      2316.30,2.26
G,IOL CHEM AND PHARMA LTD,        84.03,        82.18,2.25
G,MUTHOOT MICROFIN LIMITED,       176.37,       172.49,2.25
G,URBAN ENVIRO WASTE MGMT L,       152.45,       149.10,2.25
G,HINDUSTAN MEDIA VENT LTD,        70.10,        68.56,2.25
G,GREENLAM INDUSTRIES LTD.,       247.86,       242.42,2.24
G,SPECTRUM TALENT MGMT LTD,        95.70,        93.60,2.24
G,KOKUYO CAMLIN LIMITED,        92.11,        90.09,2.24
G,PRITIKA AUTO INDUS LTD,        14.15,        13.84,2.24
G,RBZ JEWELLERS LIMITED,       142.49,       139.37,2.24
G,MOREPEN LAB. LTD,        42.03,        41.11,2.24
G,PATEL RETAIL LIMITED,       202.95,       198.51,2.24
G,MAYASHEEL VENTURES LTD,        64.00,        62.60,2.24
G,DIGITIDE SOLUTIONS LTD,       133.50,       130.58,2.24
G,POWER MECH PROJECTS LTD.,      2329.00,      2278.10,2.23
G,VINYAS INNOVATIVE TECH L,      1150.10,      1125.00,2.23
G,HAPPIEST MINDS TECHNO LTD,       466.10,       455.95,2.23
G,BEDMUTHA INDUST LTD,       111.42,       109.00,2.22
G,SANATHAN TEXTILES LIMITED,       442.00,       432.40,2.22
G,SNOWMAN LOGISTICS LTD.,        40.98,        40.09,2.22
G,ARCHIDPLY DECOR LIMITED,        79.23,        77.51,2.22
G,NAHAR CAP & FIN.,       259.10,       253.50,2.21
G,TSF INVESTMENTS LIMITED,       458.90,       449.00,2.20
G,MMP INDUSTRIES LIMITED,       271.95,       266.10,2.20
G,CANARA HSBC LIFE INS CO L,       149.70,       146.48,2.20
G,SRI HAVISHA HOSP & INFR L,         1.86,         1.82,2.20
G,MIRAEAMC - ENERGY,        36.33,        35.55,2.19
G,SAGAR CEMENTS LIMITED,       218.15,       213.47,2.19
G,GULSHAN POLYOLS LIMITED,       143.40,       140.34,2.18
G,GOPAL SNACKS LIMITED,       319.45,       312.65,2.17
G,INTENSE TECHNOLOGIES LTD,       118.46,       115.94,2.17
G,VCCL 11.8% 2027 SR B,    102000.00,     99838.36,2.17
G,BIRLASLAMC-ABSLPSE,        10.41,        10.19,2.16
G,JAI BALAJI INDUSTRIES LTD,        72.61,        71.08,2.15
G,SHREE TIRUPATI BALAJEE L,        40.35,        39.50,2.15
G,EMAMI REALTY LIMITED,        82.19,        80.46,2.15
G,THE INDIA CEMENTS LIMITED,       445.40,       436.05,2.14
G,ERIS LIFESCIENCES LIMITED,      1533.50,      1501.40,2.14
G,NCL INDUSTRIES LIMITED,       207.50,       203.16,2.14
G,RASHTRIYA CHEMICALS & FER,       149.19,       146.07,2.14
G,BANARAS BEADS LTD,       127.40,       124.74,2.13
G,KIRLOSKAR BROTHERS LTD,      1645.10,      1610.80,2.13
G,BEST AGROLIFE LIMITED,       390.30,       382.20,2.12
G,ALL E TECHNOLOGIES LTD,       219.30,       214.75,2.12
G,GLOBAL HEALTH LIMITED,      1217.10,      1191.90,2.11
G,B&B TRIPLEWALL CONT LTD,       193.68,       189.67,2.11
G,AKG EXIM LIMITED,        12.56,        12.30,2.11
G,MOTILALAMC - MOENERGY,        36.26,        35.51,2.11
G,ZF COM VE CTR SYS IND LTD,     15040.00,     14729.00,2.11
G,ASHOK LEYLAND LTD,       188.78,       184.88,2.11
G,VIRTUAL GALAXY INFOTECH L,       155.05,       151.85,2.11
G,GARUDA CONSTRUCT N ENG L,       195.29,       191.26,2.11
G,THOMAS SCOTT (INDIA) LTD,       358.70,       351.30,2.11
G,KHANDWALA SECURITIES LTD,        21.42,        20.98,2.10
G,NDR AUTO COMPONENTS LTD,       821.85,       805.00,2.09
G,2.50%GOLDBONDS2027SR-V,     15200.00,     14888.50,2.09
G,SEC RE NCD 9.65% SR.VII,       625.00,       612.20,2.09
G,SARTHAK METALS LIMITED,        86.48,        84.71,2.09
G,ANDHRA CEMENTS LIMITED,        67.02,        65.65,2.09
G,SOM DIST & BREW LTD,       109.35,       107.12,2.08
G,LAXMI COTSPIN LIMITED,        19.13,        18.74,2.08
G,EMCURE PHARMACEUTICALS L,      1430.90,      1401.80,2.08
G,PARAGON FINE S.C. LTD.,        41.85,        41.00,2.07
G,VENKY S (INDIA) LIMITED,      1606.20,      1573.70,2.07
G,CAMLIN FINE SCIENCES LTD,       149.85,       146.83,2.06
G,K.P. ENERGY LIMITED,       357.50,       350.30,2.06
G,SAREGAMA INDIA LIMITED,       357.95,       350.75,2.05
G,AMEYA PRECISION ENG LTD,       102.00,        99.95,2.05
G,NIP IND ETF HANGSENG BEES,       507.37,       497.21,2.04
G,AKSHAR SPINTEX LIMITED,         0.50,         0.49,2.04
G,ROUTE MOBILE LIMITED,       710.35,       696.15,2.04
G,AUSOM ENTERPRISE LIMITED,       110.63,       108.42,2.04
G,2.50%GOLDBONDS2032SR-IV,     16332.42,     16006.30,2.04
G,JINDAL WORLDWIDE LTD,        29.59,        29.00,2.03
G,S CHAND AND COMPANY LTD,       159.04,       155.87,2.03
G,UNION BANK OF INDIA,       156.70,       153.58,2.03
G,SHIPPING CORP OF ILA LTD,        48.22,        47.26,2.03
G,NIP IND ETF PSU BANK BEES,        97.20,        95.27,2.03
G,OBEROI REALTY LIMITED,      1730.00,      1695.90,2.01
G,DE NEERS TOOLS LIMITED,       153.00,       150.00,2.00
G,KARNIKA INDUSTRIES LTD,       119.90,       117.55,2.00
G,MOIL LIMITED,       375.20,       367.85,2.00
G,NTPC GREEN ENERGY LIMITED,        97.11,        95.21,2.00
G,DOCMODE HEALTH TECH LTD,        74.15,        72.70,1.99
G,DUCON INFRATECHNOLOGIES L,         3.58,         3.51,1.99
G,HBL ENGINEERING LTD,       937.55,       919.30,1.99
G,QUADRANT FUTURE TEK LTD,       336.95,       330.40,1.98
G,BEW ENGINEERING LIMITED,       123.75,       121.35,1.98
G,MARCO CABLE & CONDUCTOR L,        38.75,        38.00,1.97
G,NIPPON L I A M LTD,       892.30,       875.05,1.97
G,KONTOR SPACE LIMITED,        67.30,        66.00,1.97
G,RATNAVEER PRECISION ENG L,       155.92,       152.91,1.97
G,ALLIED DIGITAL SERV. LTD,       155.46,       152.46,1.97
G,AVADH SUG & ENERGY LTD,       373.60,       366.40,1.97
G,EMMBI INDUSTRIES LIMITED,       100.30,        98.37,1.96
G,FIRSTSOURCE SOLU. LTD.,       340.55,       334.00,1.96
G,TEERTH GOPICON LIMITED,        78.15,        76.65,1.96
G,KSOLVES INDIA LIMITED,       290.00,       284.45,1.95
G,TARC LIMITED,       176.29,       172.92,1.95
G,RISHABH INSTRUMENTS LTD,       434.20,       425.90,1.95
G,IRIS REGTECH SOLUTION LTD,       313.90,       307.90,1.95
G,GLOBE CIVIL PROJECTS LTD,        60.45,        59.30,1.94
G,AKASH INFRA-PROJECTS LTD,        25.76,        25.27,1.94
G,SHOPPERS STOP LIMITED,       389.30,       381.90,1.94
G,GEOJIT FINANCIAL SER L,        75.77,        74.33,1.94
G,BOND 8.76%PA TF TR-I S 3A,      6100.00,      5984.10,1.94
G,HLE GLASCOAT LIMITED,       449.15,       440.65,1.93
G,MBL INFRASTRUCTURE LTD,        32.25,        31.64,1.93
G,METROPOLIS HEALTHCARE LTD,      1933.30,      1896.80,1.92
G,XPRO INDIA LIMITED,       980.05,       961.55,1.92
G,YASONS CHEMEX CARE LTD,        13.25,        13.00,1.92
G,ANUH PHARMA LIMITED,        80.20,        78.69,1.92
G,DIVINE HIRA JEWELLERS LTD,       239.20,       234.70,1.92
G,DYNAMIC CABLES LIMITED,       343.10,       336.65,1.92
G,BANSAL WIRE INDUSTRIES L,       311.25,       305.40,1.92
G,SBI CARDS & PAY SER LTD,       875.95,       859.50,1.91
G,KEN ENTERPRISES LIMITED,        45.40,        44.55,1.91
G,KOTAKMAMC - KOTAKSILVE,       225.49,       221.27,1.91
G,FINE ORGANIC IND. LTD.,      4184.80,      4106.50,1.91
G,VETO SWITCHGEAR CABLE LTD,       114.38,       112.24,1.91
G,FABTECH TECHNOLOGIES LTD,       198.18,       194.48,1.90
G,MOTHERSON SUMI WRNG IND L,        49.85,        48.92,1.90
G,SOBHA LIMITED,      1490.60,      1462.80,1.90
G,STUDDS ACCESSORIES LTD,       542.20,       532.10,1.90
G,MOKSH ORNAMENTS LIMITED,        14.51,        14.24,1.90
G,BLACK BOX LIMITED,       557.40,       547.05,1.89
G,GLENMARK PHARMACEUTICALS,      2064.50,      2026.20,1.89
G,DCM FINANCIAL SERVICES LT,         5.40,         5.30,1.89
G,SENCO GOLD LIMITED,       324.25,       318.25,1.89
G,BANG OVERSEAS LTD.,        48.17,        47.28,1.88
G,INDOGULF CROPSCIENCES LTD,        84.02,        82.47,1.88
G,INDBANK MERCH BANK,        35.24,        34.59,1.88
G,AUROBINDO PHARMA LTD,      1215.40,      1193.00,1.88
G,B.A.G.CONVERGENCE LIMITED,       122.25,       120.00,1.88
G,UNS RED NCD 9.15% SR.IX,      1034.00,      1015.00,1.87
G,TRUST FINTECH LIMITED,        49.00,        48.10,1.87
G,ON DOOR CONCEPTS LIMITED,       117.15,       115.00,1.87
G,KAJARIA CERAMICS LTD,       980.85,       962.85,1.87
G,SUDARSHAN CHEMICAL INDS L,       960.00,       942.40,1.87
G,KIRLOSKAR PNEUMATIC COM L,      1058.60,      1039.20,1.87
G,JINDAL SAW LIMITED,       170.58,       167.46,1.86
G,MAHENDRA REALTO & INFRA L,        51.95,        51.00,1.86
G,AXISAMC - AXISVALUE,        32.28,        31.69,1.86
G,NEPHRO CARE INDIA LIMITED,       112.30,       110.25,1.86
G,SEC RE NCD 10.40% SR III,       999.20,       980.98,1.86
G,PARKHOTELS,       135.08,       132.62,1.85
G,BRIGADE HOTEL VENTURE LTD,        68.70,        67.45,1.85
G,KARMA ENERGY LIMITED,        49.59,        48.69,1.85
G,HATHWAY CABLE & DATACOM,        12.68,        12.45,1.85
G,MOTILALAMC - MOINFRA,        61.38,        60.27,1.84
G,NAZARA TECHNOLOGIES LTD,       285.15,       280.00,1.84
G,HINDUSTAN CONSTRUCTION CO,        19.39,        19.04,1.84
G,AARADHYA DISPOSAL INDUS L,       122.00,       119.80,1.84
G,DHUNSERI VENTURES LIMITED,       283.40,       278.30,1.83
G,ENGINEERS INDIA LTD,       206.40,       202.69,1.83
G,SAGILITY LIMITED,        52.97,        52.02,1.83
G,SUMIT WOODS LIMITED,        65.32,        64.15,1.82
G,APEX FROZEN FOODS LIMITED,       295.95,       290.65,1.82
G,2.50%GOLDBONDS2030SR-IX,     15252.48,     14980.00,1.82
G,CHEMBOND CHEMICAL LIMITED,       152.88,       150.15,1.82
G,TATA TECHNOLOGIES LIMITED,       655.95,       644.25,1.82
G,TAMILNAD MERCA BANK LTD,       527.80,       518.40,1.81
G,NUVOCO VISTAS CORP LTD,       356.55,       350.20,1.81
G,LIC HOUSING FINANCE LTD,       545.55,       535.85,1.81
G,SANGHI INDUSTRIES LTD,        66.58,        65.40,1.80
G,ORIENT PAPER AND INDS LTD,        23.14,        22.73,1.80
G,AEGIS LOGISTICS LIMITED,       726.15,       713.30,1.80
G,PRAJ INDUSTRIES LTD,       325.45,       319.70,1.80
G,VISAKA INDUSTRIES LIMITED,        72.02,        70.75,1.80
G,TRAVEL FOOD SERVICES LTD,      1179.60,      1158.80,1.79
G,SERVOTECH REN POW SYS LTD,        79.98,        78.57,1.79
G,ALBERT DAVID LIMITED,       752.70,       739.50,1.78
G,SAKTHI SUGARS LTD,        19.39,        19.05,1.78
G,MAS FINANCIAL SERV LTD,       325.30,       319.60,1.78
G,GRAPHITE INDIA LTD,       659.70,       648.15,1.78
G,MIRAEAMC - BANKPSU,        87.50,        85.97,1.78
G,FORCE MOTORS LIMITED,     21230.00,     20860.00,1.77
G,HIMADRI SPECIALITY CHEM L,       494.00,       485.40,1.77
G,MODI RUBBER LTD,       141.14,       138.69,1.77
G,THE SOUTH INDIAN BANK LTD,        38.60,        37.93,1.77
G,NDL VENTURES LIMITED,        89.89,        88.33,1.77
G,TRF LIMITED,       305.55,       300.25,1.77
G,TANLA PLATFORMS LIMITED,       530.50,       521.30,1.76
G,VISHWARAJ SUGAR IND LTD,         6.92,         6.80,1.76
G,2.50%GOLDBONDS2031SR-IV,     15586.08,     15316.21,1.76
G,KCK INDUSTRIES LTD,        26.00,        25.55,1.76
G,MANKIND PHARMA LIMITED,      2202.70,      2164.60,1.76
G,CHAMAN LAL SETIA EXP LTD,       268.90,       264.25,1.76
G,VINSYS IT SERVICES IND LT,       361.75,       355.50,1.76
G,ORIENT CERATECH LIMITED,        55.07,        54.12,1.76
G,SHEMAROO ENTER. LTD.,       109.20,       107.32,1.75
G,GROWWAMC - GROWWRAIL,        36.03,        35.41,1.75
G,UNICOMMERCE ESOLUTIONS L,       121.05,       118.97,1.75
G,RANE HOLDINGS LIMITED,      1399.40,      1375.40,1.74
G,STERLING TOOLS LIMITED,       280.15,       275.35,1.74
G,PRIMO CHEMICALS LIMITED,        23.93,        23.52,1.74
G,HONEYWELL AUTOMATION IND,     33625.00,     33050.00,1.74
G,HITACHI ENERGY INDIA LTD,     18803.00,     18482.00,1.74
G,UCAL LIMITED,       110.84,       108.95,1.73
G,KUANTUM PAPERS LIMITED,        93.34,        91.75,1.73
G,360 ONE WAM LIMITED,      1200.10,      1179.70,1.73
G,RKEC PROJECTS LIMITED,        54.72,        53.79,1.73
G,ICICIPRAMC - VAL30IETF,        15.30,        15.04,1.73
G,RBL BANK LIMITED,       320.75,       315.30,1.73
G,CUBEX TUBINGS LTD,       121.50,       119.44,1.72
G,INFOMEDIA PRESS LIMITED,         6.51,         6.40,1.72
G,DWARIKESH SUGAR IND LTD,        37.88,        37.24,1.72
G,GREENPLY INDUSTRIES LTD,       272.85,       268.25,1.71
G,2.50%GOLDBONDS2028SR-VII,     14666.87,     14420.17,1.71
G,RANA SUGARS LTD.,        12.49,        12.28,1.71
G,KOTAK PSU BANK,       868.98,       854.37,1.71
G,VISHNU CHEMICALS LIMITED,       559.90,       550.50,1.71
G,RUSHIL DECOR LIMITED,        23.23,        22.84,1.71
G,MEGATHERM INDUCTION LTD,       229.50,       225.65,1.71
G,NESCO LTD.,      1245.90,      1225.00,1.71
G,AESTHETIK ENGINEERS LTD,        89.50,        88.00,1.70
G,DAM CAPITAL ADVISORS LTD,       219.12,       215.45,1.70
G,MUNJAL SHOWA LTD,       125.40,       123.30,1.70
G,GLOBESECURE TECHNO LTD,        14.95,        14.70,1.70
G,INVESCO INDIA GOLD ETF,     11787.90,     11590.95,1.70
G,MUKAND LTD.,       138.81,       136.50,1.69
G,OSWAL GREENTECH LIMITED,        33.69,        33.13,1.69
