GAIN_LOSS,SECURITY,CLOSE_PRIC,PREV_CL_PR,PERCENT_CG
 ,Nifty 50 Sec., , , 
 , , , , 
G,CINEVISTA LIMITED,        16.09,        15.93,1.00
G,SHYAM METALICS AND ENGY L,       850.30,       841.85,1.00
G,KALYANI FORGE LIMITED,       634.00,       627.70,1.00
G,GODREJ AGROVET LIMITED,       573.95,       568.25,1.00
G,ZERODHAAMC - SML100CASE,        10.08,         9.98,1.00
G,AKIKO GLOBAL SERVICES L,       262.60,       260.00,1.00
G,360ONEAMC - GOLD360,       131.50,       130.20,1.00
G,DHUNSERI INVESTMENTS LTD,      1234.80,      1222.60,1.00
G,MIRAEAMC - ALPHAETF,        25.31,        25.06,1.00
G,RPSG VENTURES LIMITED,       754.45,       747.00,1.00
G,SHREE RENUKA SUGARS LTD,        26.34,        26.08,1.00
G,2.50%GOLDBONDS2031SR-II,     15495.67,     15342.89,1.00
G,UNIVERSUS IMAGINGS LTD,       223.97,       221.77,0.99
G,UNIONAMC - UNIONGOLD,       132.35,       131.05,0.99
G,FISCHER MEDICAL VENTURE L,        41.83,        41.42,0.99
G,ZERODHAAMC - MID150CASE,        11.27,        11.16,0.99
G,SURYA ROSHNI LTD,       278.30,       275.60,0.98
G,BAJAJ ELECT.LTD,       479.35,       474.70,0.98
G,THE NEW INDIA ASSU CO LTD,       157.04,       155.52,0.98
G,RSWM LIMITED,       149.86,       148.41,0.98
G,TITAGARH RAIL SYSTEMS LTD,       890.35,       881.75,0.98
G,SHRINGAR HOU OF MANGALS L,       240.43,       238.11,0.97
G,SWARAJ SUITING LIMITED,       243.70,       241.35,0.97
G,DELHIVERY LIMITED,       404.50,       400.60,0.97
G,ARKADE DEVELOPERS LIMITED,       137.21,       135.89,0.97
G,BANKA BIOLOO LIMITED,        67.63,        66.98,0.97
G,AGI GREENPAC LIMITED,       759.65,       752.35,0.97
G,SADHANA NITROCHEM LIMITED,         7.29,         7.22,0.97
G,ECOS (INDIA) MOB & HOSP L,       199.96,       198.05,0.96
G,GKW LIMITED,      1723.00,      1706.60,0.96
G,CAN FIN HOMES LTD,       940.40,       931.45,0.96
G,BRAINBEES SOLUTIONS LTD,       289.80,       287.05,0.96
G,ICICIPRAMC - ICICIM150,        23.26,        23.04,0.95
G,RUCHI INFRASTRUCTURE LTD,         6.36,         6.30,0.95
G,CSL FINANCE LIMITED,       297.45,       294.65,0.95
G,KORE DIGITAL LIMITED,       180.60,       178.90,0.95
G,RACHANA INFRA LTD,        37.20,        36.85,0.95
G,ALPEX SOLAR LIMITED,       825.30,       817.55,0.95
G,MOTILALAMC - MOCAPITAL,        46.90,        46.46,0.95
G,2.50%GOLDBONDS2031SR-III,     15566.85,     15420.82,0.95
G,POLYPLEX CORPORATION LTD,       844.60,       836.70,0.94
G,UTSSAV CZ GOLD JEWELS LTD,       225.00,       222.90,0.94
G,KOTAK GOLD ETF,       112.33,       111.29,0.93
G,MOTILAL OS MIDCAP100 ETF,        66.01,        65.40,0.93
G,GOI LOAN  6.54% 2032,       102.95,       102.00,0.93
G,KRIDHAN INFRA LIMITED,         4.34,         4.30,0.93
G,ALANKIT LIMITED,        10.87,        10.77,0.93
G,MARINE ELECTRICAL (I) LTD,       213.63,       211.67,0.93
G,KOTAKMAMC - MOMENTUM30,        31.62,        31.33,0.93
G,SPIC LTD,        84.02,        83.25,0.92
G,RAMCO SYSTEMS LTD.,       573.55,       568.30,0.92
G,KOTAKMAMC - KOTAKMID50,       178.13,       176.50,0.92
G,TILAKNAGAR INDUSTRIES LTD,       459.00,       454.80,0.92
G,LANDMARK CARS LIMITED,       476.20,       471.85,0.92
G,MIRAEAMC - MAM150ETF,        23.00,        22.79,0.92
G,GOODLUCK INDIA LIMITED,      1074.50,      1064.70,0.92
G,KRISHIVAL FOODS LIMITED,       351.25,       348.05,0.92
G,MENON BEARINGS LIMITED,       111.97,       110.95,0.92
G,GROWWAMC - GROWWDEFNC,        77.98,        77.27,0.92
G,MOTILALAMC - MOMIDMTM,        63.72,        63.14,0.92
G,MEDI ASSIST HEALTH SER L,       467.70,       463.45,0.92
G,PRESTIGE ESTATE LTD,      1618.80,      1604.10,0.92
G,NDTV LTD,       100.28,        99.37,0.92
G,BHARAT DYNAMICS LIMITED,      1495.00,      1481.50,0.91
G,SBI-ETF NIFTY NEXT 50,       748.62,       741.86,0.91
G,KSB LIMITED,       753.05,       746.25,0.91
G,GFL LIMITED,        58.74,        58.21,0.91
G,SEC RED NCD 10.6% SR. VII,      1010.11,      1001.00,0.91
G,XCHANGING SOLUTIONS LTD,        82.11,        81.37,0.91
G,DAMODAR INDUSTRIES LTD,        30.09,        29.82,0.91
G,ICICIPRAMC - ICICIINFRA,       100.40,        99.50,0.90
G,SRIVASAVI ADHESIVE TAPE L,        50.25,        49.80,0.90
G,WAAREE RENEWABLE TECH LTD,       976.65,       967.95,0.90
G,WENDT (INDIA) LIMITED,      7860.50,      7790.50,0.90
G,MIRAEAMC - MAESGETF,        44.95,        44.55,0.90
G,MOTILALAMC - MON50EQUAL,        33.86,        33.56,0.89
G,LATENT VIEW ANALYTICS LTD,       459.10,       455.05,0.89
G,SEC RE NCD 10.03% SR 5,      1011.92,      1003.00,0.89
G,RAJPUTANA INDUSTRIES LTD,        85.25,        84.50,0.89
G,VALIANT LABORATORIES LTD,        69.39,        68.78,0.89
G,TBO TEK LIMITED,      1638.20,      1623.80,0.89
G,BAJEL PROJECTS LIMITED,       174.51,       172.98,0.88
G,UTIAMC-NEXT50BETA,        75.41,        74.75,0.88
G,BOND8.88% PA TF TR II S2B,      1129.49,      1119.61,0.88
G,ASHOKA BUILDCON LTD,       169.36,       167.88,0.88
G,DCB BANK LIMITED,       177.44,       175.89,0.88
G,CMS INFO SYSTEMS LIMITED,       355.30,       352.20,0.88
G,KALYANI STEELS LIMITED,       759.90,       753.30,0.88
G,WELSPUN CORP LIMITED,       806.35,       799.35,0.88
G,BHARAT FORGE LTD,      1477.20,      1464.40,0.87
G,TOKYO PLAST INTL LTD,       111.97,       111.00,0.87
G,EDELAMC - ECAPINSURE,        24.25,        24.04,0.87
G,ALOK INDUSTRIES LIMITED,        16.26,        16.12,0.87
G,VIP CLOTHING LIMITED,        31.36,        31.09,0.87
G,EXCEL INDUSTRIES LTD,       952.75,       944.55,0.87
G,BANDHANAMC - GOLDBND,       134.41,       133.26,0.86
G,SHRI AHIMSA NATURALS LTD,       240.45,       238.40,0.86
G,MOTILALAMC - MOSERVICE,        34.05,        33.76,0.86
G,MOTILALAMC - MOMENTUM50,        52.85,        52.40,0.86
G,PROSTARM INFO SYSTEMS LTD,       179.86,       178.33,0.86
G,ORBIT EXPORTS LIMITED,       195.19,       193.53,0.86
G,KAYNES TECHNOLOGY IND LTD,      3977.20,      3943.50,0.85
G,MIRAEAMC - INTERNET,        14.17,        14.05,0.85
G,SINDHU TRADE LINKS LTD,        20.11,        19.94,0.85
G,DSPAMC - NEXT30ADD,        41.42,        41.07,0.85
G,HUBTOWN LIMITED,       258.56,       256.38,0.85
G,ODIGMA CONSULTANCY SOL L,        32.05,        31.78,0.85
G,SG MART LIMITED,       386.20,       382.95,0.85
G,ORIENT CEMENT LTD.,       173.75,       172.29,0.85
G,ASTEC LIFESCIENCES LTD,       715.15,       709.15,0.85
G,DSPAMC - HEALTHADD,       148.53,       147.29,0.84
G,ICICIPRAMC - ICICIPHARM,       150.96,       149.70,0.84
G,MIRAEAMC - CONSUMER,        12.03,        11.93,0.84
G,SEC RE NCD 9.90% SR VII,      1084.00,      1075.00,0.84
G,GHCL LIMITED,       566.50,       561.80,0.84
G,GROWWAMC - GROWWLOVOL,        10.85,        10.76,0.84
G,DHARMAJ CROP GUARD LTD,       245.15,       243.12,0.83
G,ICICIPRAMC - ICICINXT50,        73.77,        73.16,0.83
G,AMRUTAJAN HEALTH LTD,       672.75,       667.20,0.83
G,JAGSONPAL PHARMACEUTICALS,       194.13,       192.53,0.83
G,WEST COAST PAPER MILLS LT,       419.90,       416.45,0.83
G,2.50%GOLDBONDS2029SR-V,     15170.00,     15045.52,0.83
G,2.50%GOLDBONDS2027SR-III,     15172.00,     15047.53,0.83
G,KAYA LIMITED,       402.90,       399.60,0.83
G,NAGREEKA EXPORTS LTD.,        25.65,        25.44,0.83
G,NGL FINE CHEM LIMITED,      1408.10,      1396.60,0.82
G,MIRAEAMC - MAMFGETF,       158.21,       156.92,0.82
G,GOI LOAN 7.57% 2033,       104.50,       103.65,0.82
G,MIRAEAMC - MAN50ETF,       284.31,       282.00,0.82
G,JUNIPER HOTELS LIMITED,       252.55,       250.50,0.82
G,MIRAEAMC - MIDSMALL,        48.11,        47.72,0.82
G,ANB METAL CAST LIMITED,       358.00,       355.10,0.82
G,GOI LOAN  7.36% 2052,       103.18,       102.35,0.81
G,ZENITH EXPORTS LTD,       210.22,       208.53,0.81
G,KEYSTONE REALTORS LIMITED,       541.75,       537.40,0.81
G,BIRLASLAMC - ABSLNN50ET,        73.52,        72.93,0.81
G,AKZO NOBEL INDIA LIMITED,      3211.60,      3185.90,0.81
G,MODI NATURALS LIMITED,       356.65,       353.80,0.81
G,PATANJALI FOODS LIMITED,       557.00,       552.55,0.81
G,LINDE INDIA LIMITED,      5955.50,      5908.00,0.80
G,3P LAND HOLDINGS LIMITED,        37.69,        37.39,0.80
G,FLAIR WRITING INDUST LTD,       314.25,       311.75,0.80
G,GALAXY SURFACTANTS LTD,      2050.60,      2034.30,0.80
G,MONOLITHISCH INDIA LTD,       503.50,       499.50,0.80
G,MIRAEAMC - EQUAL50,       338.65,       335.96,0.80
G,SEC RE NCD 8.5% SR.III,      1033.00,      1024.80,0.80
G,AONEAMC - AONEGOLD,        12.61,        12.51,0.80
G,POWERGRID INFRA. INVITS,        89.63,        88.92,0.80
G,HDB FINANCIAL SERVICES L,       770.15,       764.05,0.80
G,HDFCAMC - HDFCMID150,        22.76,        22.58,0.80
G,MANOJ VAIBHAV GEM N JEW L,       183.45,       182.00,0.80
G,2.5%GOLDBONDS2028SR-VIII,     14629.50,     14514.03,0.80
G,SHANTHI GEARS LTD,       468.95,       465.25,0.80
G,SUPREME FACILITY MGMT LTD,        31.70,        31.45,0.79
G,ASK AUTOMOTIVE LIMITED,       482.10,       478.30,0.79
G,GOI LOAN  6.95% 2061,        95.25,        94.50,0.79
G,ZUARI INDUSTRIES LIMITED,       324.45,       321.90,0.79
G,AXISAMC - AXISNIFTY,       288.97,       286.71,0.79
G,DATA PATTERNS INDIA LTD,      2621.70,      2601.20,0.79
G,L&T FINANCE LIMITED,       319.75,       317.25,0.79
G,HDFCAMC - HDFCSML250,       168.85,       167.53,0.79
G,JSW HOLDINGS LIMITED,     19930.00,     19775.00,0.78
G,NIPPONAMC - SNXT30BEES,        41.24,        40.92,0.78
G,DSPAMC - SMALLADD,        16.81,        16.68,0.78
G,MOTILALAMC - MOALPHA50,        50.60,        50.21,0.78
G,JINDAL DRILLING IND. LTD,       570.90,       566.50,0.78
G,EDELAMC - ESENSEX,        85.73,        85.07,0.78
G,MAHARASHTRA SEAMLESS LTD,       559.10,       554.80,0.78
G,KSHITIJ POLYLINE LIMITED,         2.61,         2.59,0.77
G,SEC RE NCD 10.15% SR.VII,       705.00,       699.60,0.77
G,LEXUS GRANITO (INDIA) LTD,        26.13,        25.93,0.77
G,BOND 7.19% PA TAX FREE S2,      1090.74,      1082.40,0.77
G,JARO INS OF TEC MG N RE L,       465.90,       462.35,0.77
G,VMART RETAIL LTD,       703.20,       697.85,0.77
G,GROWWAMC - GROWWNET,        10.53,        10.45,0.77
G,UTIAMC-NIFTYBETA,       289.61,       287.41,0.77
G,GROWWAMC - GROWWN200,        11.85,        11.76,0.77
G,BODAL CHEMICALS LTD,        53.99,        53.58,0.77
G,GMM PFAUDLER LIMITED,      1093.40,      1085.10,0.76
G,STUDIO LSD LIMITED,        13.20,        13.10,0.76
G,BFAM - BANKBETF,        60.81,        60.35,0.76
G,AVANTEL LIMITED,       157.67,       156.48,0.76
G,HDFCAMC - HDFCBSE500,        38.54,        38.25,0.76
G,SANOFI CONS HEALTHC IND L,      4595.80,      4561.30,0.76
G,GOI LOAN  6.99% 2051,        97.25,        96.52,0.76
G,UTTAM SUGAR MILLS LTD.,       253.20,       251.30,0.76
G,COROMANDEL INTERNTL. LTD,      2280.10,      2263.00,0.76
G,CREDO BRANDS MARKETING L,       100.19,        99.44,0.75
G,GROWWAMC - GROWWMOM50,        10.69,        10.61,0.75
G,ARC INSULATION & INSU LTD,        67.00,        66.50,0.75
G,INSECTICIDES (I) LTD,       710.35,       705.05,0.75
G,NIP IND ETF NIFTY BEES,       297.55,       295.33,0.75
G,ROSSARI BIOTECH LIMITED,       583.50,       579.15,0.75
G,NIP IND ETF BANK BEES,       619.91,       615.29,0.75
G,DISH TV INDIA LTD.,         4.03,         4.00,0.75
G,ZAGGLE PREPA OCEAN SER L,       349.95,       347.35,0.75
G,HDFCAMC - HDFCNEXT50,        71.49,        70.96,0.75
G,TRIDENT LIMITED,        27.03,        26.83,0.75
G,MOTILALAMC - MODEFENCE,        85.49,        84.86,0.74
G,JSW INFRASTRUCTURE LTD,       285.35,       283.25,0.74
G,MAHANAGAR TELEPHONE NIGAM,        36.77,        36.50,0.74
G,GUJARAT ALKALIES & CHEM,       504.65,       500.95,0.74
G,MIRAEAMC - EQUAL200,        13.65,        13.55,0.74
G,VEEDOL CORPORATION LTD,      1642.30,      1630.30,0.74
G,KOTAKMAMC - KOTAKMNC,        31.53,        31.30,0.73
G,MIRAEAMC - MAFSETF,        28.80,        28.59,0.73
G,21ST CENTURY MGMT SERVICE,        49.39,        49.03,0.73
G,S. P. APPARELS LIMITED,       709.75,       704.60,0.73
G,GTPL HATHWAY LIMITED,        99.29,        98.57,0.73
G,EIH ASSOCIATED HOTELS LTD,       359.10,       356.50,0.73
G,INDIAN ENERGY EXC LTD,       134.36,       133.39,0.73
G,BANDHANAMC - IDFNIFTYET,       288.37,       286.29,0.73
G,GOI LOAN 7.19% 2060,       100.00,        99.28,0.73
G,ADITYBIRLA SL NIF ETF-GR,        30.60,        30.38,0.72
G,SBI-ETF NIFTY BANK,       614.83,       610.42,0.72
G,ICICIPRAMC - IPRU5008,        61.44,        61.00,0.72
G,MIRAEAMC - SMALL250,        16.79,        16.67,0.72
G,NIP IND ETF MIDCAP 150,       232.35,       230.69,0.72
G,MOTILALAMC - MOSMALL250,        16.84,        16.72,0.72
G,ZERODHAAMC - TOP100CASE,        11.23,        11.15,0.72
G,AVT NATURAL PRODUCTS LTD,        67.51,        67.03,0.72
G,BEML LAND ASSETS LIMITED,       207.22,       205.75,0.71
G,BOMBAY BURMAH TRADING COR,      1880.90,      1867.60,0.71
G,TIPS FILMS LIMITED,       431.35,       428.30,0.71
G,BAHETI RECYCLING IND LTD,       609.40,       605.10,0.71
G,Z-TECH (INDIA) LIMITED,       659.65,       655.00,0.71
G,BF INVESTMENT LIMITED,       418.55,       415.60,0.71
G,BOHRA INDUSTRIES LIMITED,        17.06,        16.94,0.71
G,ZEE ENTERTAINMENT ENT LTD,        91.12,        90.48,0.71
G,DSPAMC - DSPBANK,        61.24,        60.81,0.71
G,ASHOKA METCAST LIMITED,        15.68,        15.57,0.71
G,HDFCAMC - HDFCGROWTH,       131.30,       130.38,0.71
G,LIKHITHA INFRASTRUC LTD,       193.41,       192.06,0.70
G,HDFCAMC - HDFCNIFBAN,        61.61,        61.18,0.70
G,SPENCER S RETAIL LIMITED,        41.66,        41.37,0.70
G,ICICI PRUD NIFTY ETF,       295.98,       293.92,0.70
G,EDELAMC - EMULTIMQ,        41.67,        41.38,0.70
G,FINO PAYMENTS BANK LTD,       258.95,       257.15,0.70
G,LICNAMC - LICNFESGP,       958.85,       952.20,0.70
G,MIRAEAMC - BANKETF,       609.61,       605.39,0.70
G,CREATIVE NEWTECH LIMITED,       729.85,       724.80,0.70
G,IRCON INTERNATIONAL LTD,       179.22,       177.98,0.70
G,POKARNA LIMITED,       845.90,       840.05,0.70
G,ESCORTS KUBOTA LIMITED,      3847.10,      3820.60,0.69
G,NITIN SPINNERS LIMITED,       320.15,       317.95,0.69
G,SBI-ETF NIFTY 50,       281.21,       279.28,0.69
G,DHAMPUR SUGAR MILLS LTD.,       123.90,       123.05,0.69
G,NIP IND ETF SHARIAH BEES,       521.09,       517.52,0.69
G,TAX FREE7.35% SR.IIA,      1138.50,      1130.71,0.69
G,2.50%GOLDBONDS2031SR-I,     15424.55,     15319.07,0.69
G,GENUS POWER INFRASTRU LTD,       300.40,       298.35,0.69
G,VEDANT FASHIONS LIMITED,       579.65,       575.70,0.69
G,INDO AMINES LIMITED,       129.58,       128.70,0.68
G,SBIAMC - SBINEQWETF,        33.96,        33.73,0.68
G,TCI EXPRESS LIMITED,       590.85,       586.85,0.68
G,GILLETTE INDIA LTD,      8207.50,      8152.00,0.68
G,GLOBE ENTERPRISE (I) LTD,         2.96,         2.94,0.68
G,SANGHVI MOVERS LTD,       349.95,       347.60,0.68
G,2.50%GOLDBONDS2028SR-V,     14732.80,     14634.04,0.67
G,FOCUS LIGHTG & FIXTRS LTD,        74.73,        74.23,0.67
G,SHIVA MILLS LIMITED,        61.32,        60.91,0.67
G,GANESH HOUSING LIMITED,       808.90,       803.50,0.67
G,LICNAMC - LICNFNHGP,       292.33,       290.38,0.67
G,GROWWAMC - GROWWNIFTY,        10.55,        10.48,0.67
G,NUVAMA WEALTH MANAGE LTD,      1468.20,      1458.50,0.67
G,AONEAMC - AONETOTAL,        12.14,        12.06,0.66
G,ICICI PRUDENTIAL NV20 ETF,        15.18,        15.08,0.66
G,SAWALIYA FOOD PRODUCTS L,       318.85,       316.75,0.66
G,KOTAKMAMC-KOTAKBKETF,       621.69,       617.60,0.66
G,MIRAEAMC - MULTICAP,        16.73,        16.62,0.66
G,MAGELLANIC CLOUD LIMITED,        25.91,        25.74,0.66
G,ONESOURCE SPECL PHARMA L,      1799.50,      1787.70,0.66
G,AJAX ENGINEERING LIMITED,       595.10,       591.20,0.66
G,MOTILALAMC - MONIFTY500,        24.50,        24.34,0.66
G,INSPIRISYS SOLUTIONS LTD,        90.35,        89.76,0.66
G,LIC MF - LIC GOLD ETF,     12166.75,     12087.35,0.66
G,ANDHRA PAPER LIMITED,        67.45,        67.01,0.66
G,DONEAR IND. LIMITED,        93.52,        92.91,0.66
G,MADHUCON PROJECTS LTD.,         6.14,         6.10,0.66
G,BFAM - NIFTYBETF,       268.91,       267.16,0.66
G,AONEAMC - AONENIFTY,        10.77,        10.70,0.65
G,INTEGRA ESSENTIA LIMITED,         1.54,         1.53,0.65
G,HINDUSTAN FOODS LIMITED,       516.20,       512.85,0.65
G,TRIVENI TURBINE LIMITED,       540.80,       537.30,0.65
G,HDFCAMC - HDFCPVTBAN,        29.37,        29.18,0.65
G,BHANSALI ENG. POLYMERS LT,        91.24,        90.65,0.65
G,SAKSOFT LIMITED,       198.34,       197.06,0.65
G,AXISAMC - AXISBNKETF,       617.08,       613.10,0.65
G,TAX FREE  7.64% SR. 108A,      1118.00,      1110.80,0.65
G,EMBASSY OFFICE PARKS REIT,       438.51,       435.69,0.65
G,HDFCAMC - HDFCNIFTY,       294.23,       292.34,0.65
G,CAPACITE INFRAPROJECT LTD,       257.85,       256.20,0.64
G,AVI ANSH TEXTILE LIMITED,       117.25,       116.50,0.64
G,INVESCO INDIA NIFTY ETF,      2981.46,      2962.39,0.64
G,YASHO INDUSTRIES LIMITED,      1439.10,      1429.90,0.64
G,BIRLA CABLE LIMITED,       136.54,       135.67,0.64
G,BIRLASLAMC - ABSLBANETF,        61.29,        60.90,0.64
G,PACE DIGITEK LIMITED,       188.95,       187.75,0.64
G,MUKTA ARTS LIMITED,        63.08,        62.68,0.64
G,KANORIA CHEMICALS & INDUS,        77.33,        76.84,0.64
G,FLEXITUFF VENTURES INT L,        12.68,        12.60,0.63
G,RAMKY INFRA LTD,       554.75,       551.25,0.63
G,HESTER BIOSCIENCES LTD,      1604.20,      1594.10,0.63
G,INFLUX HEALTHTECH LIMITED,       230.35,       228.90,0.63
G,REX PIPES AND CABLES LTD,       151.00,       150.05,0.63
G,MUNISH FORGE LIMITED,       103.65,       103.00,0.63
G,NEWGEN SOFTWARE TECH LTD,       840.15,       834.90,0.63
G,TRIGYN TECHNOLOGIES LTD,        67.23,        66.81,0.63
G,WEALTH FRST PORT. MG. LTD,       925.15,       919.40,0.63
G,GOI LOAN  7.26% 2032,       106.20,       105.54,0.63
G,MOTILAL OSWAL M50 ETF,       273.60,       271.90,0.63
G,AONEAMC - AONETMMQ50,         9.70,         9.64,0.62
G,GUJ NAR VAL FER & CHEM L,       493.55,       490.50,0.62
G,LICNAMC - LICNMID100,        61.50,        61.12,0.62
G,MIRAEAMC - TOP20,         9.72,         9.66,0.62
G,BAJAJ CONSUMER CARE LTD,       267.35,       265.70,0.62
G,APTUS VALUE HSG FIN I LTD,       283.80,       282.05,0.62
G,SONATA SOFTWARE LTD,       365.15,       362.90,0.62
G,INGERSOLL-RAND INDIA LTD,      3507.20,      3485.60,0.62
G,TEAMLEASE SERVICES LTD.,      1575.00,      1565.30,0.62
G,ASHWINI CONTAINER MOVER L,       138.10,       137.25,0.62
G,APOLLO TYRES LTD,       497.25,       494.20,0.62
G,SHAILY ENG PLASTICS LTD,      2239.90,      2226.20,0.62
G,7.64% TAX FREE TRI SRIIB,      1155.00,      1147.96,0.61
G,PARAMOUNT COMM LTD,        39.40,        39.16,0.61
G,DIXON TECHNO (INDIA) LTD,     12165.00,     12091.00,0.61
G,NIP IND ETF NIFTY 100,       284.40,       282.67,0.61
G,UNIVASTU INDIA LIMITED,        69.10,        68.68,0.61
G,THIRUMALAI CHEMICALS LTD,       235.37,       233.94,0.61
G,VINYL CHEMICALS (I) LTD.,       240.80,       239.34,0.61
G,HONDA I POWER PRODUCT LTD,      2347.40,      2333.20,0.61
G,FOSECO INDIA LTD,      4927.70,      4897.90,0.61
G,ORIENTAL TRIMEX LTD,         8.28,         8.23,0.61
G,L&T TECHNOLOGY SER. LTD.,      4406.60,      4380.00,0.61
G,DSPAMC - DSPNIFTY,       275.07,       273.41,0.61
G,SUPREME PETROCHEM LIMITED,       646.90,       643.00,0.61
G,SUPRAJIT ENGINEERING LTD,       473.60,       470.75,0.61
G,JK LAKSHMI CEMENT LTD,       798.30,       793.50,0.60
G,NIPPONAMC - NETFPHARMA,        23.34,        23.20,0.60
G,PIONEER EMBROIDERIES LTD,        28.37,        28.20,0.60
G,DPSC LIMITED,        10.03,         9.97,0.60
G,AMINES & PLASTICIZERS LTD,       192.33,       191.18,0.60
G,HEUBACH COLORANTS IND LTD,       476.80,       473.95,0.60
G,HEC INFRA PROJECTS LTD,       124.57,       123.83,0.60
G,TINNA RUBBER AND INFR LTD,       784.00,       779.35,0.60
G,RAJRATAN GLOBAL WIRE LTD,       463.90,       461.15,0.60
G,HEIDELBERGCEMENT (I) LTD,       175.65,       174.61,0.60
G,DSPAMC - DSPSENXETF,        87.88,        87.36,0.60
G,HDFCAMC - HDFCVALUE,       140.28,       139.45,0.60
G,ALIVUS LIFE SCIENCES LTD,       913.00,       907.60,0.59
G,TEXMO PIPE & PRODUCTS LTD,        49.15,        48.86,0.59
G,ICICI PRU LIFE INS CO LTD,       678.30,       674.30,0.59
G,HDFCAMC - HDFCSENSEX,        96.73,        96.16,0.59
G,MUSIC BROADCAST LIMITED,         6.79,         6.75,0.59
G,ONECLICK LOGISTICS IND L,       305.70,       303.90,0.59
G,LICNAMC - LICNFENGP,       292.28,       290.56,0.59
G,EPACK DURABLE LIMITED,       281.10,       279.45,0.59
G,ICICIPRAMC - ICICIQTY30,        22.15,        22.02,0.59
G,OSWAL PUMPS LIMITED,       528.45,       525.35,0.59
G,SEC RED NCD 9.31% SR.III,      1031.04,      1025.00,0.59
G,ACTIVE INFRASTRUCTURES L,       171.00,       170.00,0.59
G,CCL PRODUCTS (I) LTD,       915.70,       910.35,0.59
G,BIRLASLAMC - TECH,        41.26,        41.02,0.59
G,DSPAMC - DSPPVBKETF,        29.27,        29.10,0.58
G,PANACEA BIOTEC LTD,       379.85,       377.65,0.58
G,DSPAMC - DSPNEWETF,       348.83,       346.81,0.58
G,FUJIYAMA POWER SYSTEMS L,       224.71,       223.41,0.58
G,DSPAMC - MIDCAPADD,        22.53,        22.40,0.58
G,ZERODHAAMC - NIFTYCASE,        10.47,        10.41,0.58
G,DEEPAK NITRITE LTD,      1711.10,      1701.30,0.58
G,EDELAMC - ENIFTY,        26.24,        26.09,0.57
G,KOTAKMAMC - KOTAKCONS,       126.03,       125.31,0.57
G,AAKASH EXPLORATION SER L,         8.76,         8.71,0.57
G,COOL CAPS INDUSTRIES LTD,        70.20,        69.80,0.57
G,ORACLE FIN SERV SOFT LTD.,      7731.50,      7687.50,0.57
G,PAUSHAK LIMITED,       590.05,       586.70,0.57
G,MOTILALAMC - MOTOUR,        86.39,        85.90,0.57
G,SHYAM TELECOM LIMITED,        12.36,        12.29,0.57
G,ICICIPRAMC - ICICI500,        40.62,        40.39,0.57
G,VARROC ENGINEERING LTD.,       610.80,       607.35,0.57
G,H.G.INFRA ENGINEERING LTD,       744.10,       739.90,0.57
G,KANSAI NEROLAC PAINTS LTD,       241.08,       239.72,0.57
G,GOCL CORPORATION LIMITED,       292.65,       291.00,0.57
G,HDFCAMC - HDFCQUAL,        60.55,        60.21,0.56
G,SALASAR TECHNO ENGG. LTD.,         8.91,         8.86,0.56
G,BEML LIMITED,      1857.80,      1847.40,0.56
G,2.50%GOLDBONDS2029SR-IX,     14652.50,     14570.48,0.56
G,SHEELA FOAM LIMITED,       593.35,       590.05,0.56
G,SEC RE NCD 9% SR.VI,      1063.00,      1057.10,0.56
G,GOI LOAN  7.17% 2030,       104.58,       104.00,0.56
G,SEC RE NCD 8.90% SR VI,       974.40,       969.00,0.56
G,SATIA INDUSTRIES LIMITED,        67.09,        66.72,0.55
G,SUYOG TELEMATICS LIMITED,       617.05,       613.65,0.55
G,ICRA LIMITED,      6186.50,      6152.50,0.55
G,TAMILNADU PETROPRODUCTS L,       105.72,       105.14,0.55
G,SEC RED NCD 9.43% SR. VI,       997.99,       992.52,0.55
G,IIFL 9% TR I SR I,      1059.80,      1054.00,0.55
G,BARODABNP - BBNPNBETF,        60.33,        60.00,0.55
G,NIP IND ETF ETF NV20,       155.50,       154.65,0.55
G,NATCO PHARMA LTD.,       893.05,       888.20,0.55
G,TATA CHEMICALS LTD,       755.25,       751.15,0.55
G,ICICIPRAMC - TOP15IETF,        11.09,        11.03,0.54
G,AMBER ENTERPRISES (I) LTD,      6482.50,      6447.50,0.54
G,NIP IND ETF DIV OPP,        83.79,        83.34,0.54
G,AUTOMOTIVE STAMPINGS & AS,       485.10,       482.50,0.54
G,UTIAMC-BANKBETA,        61.82,        61.49,0.54
G,BIRLASLAMC - HEALTHY,        15.09,        15.01,0.53
G,ALKALI METALS LTD,        81.16,        80.73,0.53
G,BELRISE INDUSTRIES LTD,       185.05,       184.07,0.53
G,CEMINDIA PROJECTS LIMITED,       774.65,       770.55,0.53
G,NILKAMAL LIMITED,      1406.40,      1399.00,0.53
G,JAGRAN PRAKASHAN LIMITED,        72.27,        71.89,0.53
G,TALBROS AUTO. COMP. LTD,       276.30,       274.85,0.53
G,KOTAKMAMC - NIFTY100EW,        34.50,        34.32,0.52
G,PIL ITALICA LIFESTYLE LTD,         9.60,         9.55,0.52
G,RAJSHREE SUGAR & CHEMICAL,        34.63,        34.45,0.52
G,GROWWAMC - GROWWSC250,         9.64,         9.59,0.52
G,ESTER INDUSTRIES LTD,       102.37,       101.84,0.52
G,KOTAKMAMC - KOTAKALPHA,        48.45,        48.20,0.52
G,GOI TBILL 182D-19/02/26,        98.85,        98.34,0.52
