MARKET,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,CORP_IND,HI_52_WK,LO_52_WK
N,SM,SHRIKANHA,SHRI KANHA STAINLESS LTD,        32.10,        28.90,        28.90,        28.90,        28.90,                  1109760.00,38400, ,        88.00,        28.90
N,SM,SHRITECH,SHRI TECHTEX LIMITED,        59.50,        59.50,        60.00,        58.60,        60.00,                   475200.00,8000, ,        95.50,        58.00
N,ST,SHUBHLAXMI,SHUBHLAXMI JEWEL ART LTD,        39.00,        37.70,        38.95,        37.05,        37.45,                  1123300.00,30000, ,        40.00,        13.35
N,ST,SHYAMDHANI,SHYAM DHANI INDUSTRIES L,        70.00,       133.00,       139.65,       133.00,       139.65,                440601700.00,3262000, ,       139.65,       133.00
N,SM,SIDDHICOTS,SIDDHI COTSPIN LIMITED,        30.20,        29.50,        30.40,        29.50,        30.20,                   506040.00,16800, ,        86.40,        27.15
N,SM,SIDDHIKA,SIDDHIKA COATINGS LIMITED,       198.55,       198.55,       208.45,       195.00,       208.45,                  1018200.00,5000, ,       243.00,       154.05
N,SM,SIGNORIA,SIGNORIA CREATION LIMITED,        95.90,       100.45,       100.45,       100.45,       100.45,                   100450.00,1000, ,       135.60,        60.00
N,SM,SILKFLEX,SILKFLEX POLYMERS INDIA L,        89.25,        89.25,        93.70,        87.60,        92.25,                  1645000.00,18000, ,       112.10,        50.65
N,SM,SILKY,SILKY OVERSEAS LIMITED,       145.95,       143.90,       145.95,       143.90,       145.95,                   692440.00,4800, ,       171.00,       103.00
N,SM,SLONE,SLONE INFOSYSTEMS LIMITED,       282.15,       283.40,       283.40,       283.40,       283.40,                   113360.00,400, ,       476.00,       220.40
N,SM,SMARTEN,SMARTEN POWER SYSTEMS LTD,        75.50,        74.40,        76.75,        73.85,        76.60,                  1354740.00,18000, ,       157.95,        62.00
N,SM,SNEHAA,SNEHAA ORGANICS LIMITED,        69.95,        70.60,        70.60,        70.60,        70.60,                    70600.00,1000, ,       122.00,        67.00
N,SM,SONAMAC,SONA MACHINERY LIMITED,        45.40,        45.40,        45.40,        45.00,        45.00,                   271650.00,6000, ,       127.50,        45.00
N,SM,SONUINFRA,SONU INFRATECH LIMITED,        71.85,        69.25,        72.50,        69.25,        72.50,                  1263150.00,18000, ,       145.00,        69.25
N,SM,SOTAC,SOTAC PHARMACEUTICALS LTD,       123.40,       118.00,       129.55,       118.00,       129.55,                   452520.00,3600, ,       152.35,        88.05
N,SM,SPECTSTM,SPECTRUM TALENT MGMT LTD,       103.55,       100.05,       100.05,        98.40,        98.40,                  1026360.00,10400, ,       204.00,        70.25
N,SM,SPPPOLY,SPP POLYMER LIMITED,        15.85,        15.70,        15.70,        15.70,        15.70,                    62800.00,4000, ,        34.45,        13.25
N,SM,SPUNWEB,SPUNWEB NONWOVEN LIMITED,       136.35,       135.70,       135.70,       135.00,       135.30,                   974640.00,7200, ,       173.55,       130.50
N,SM,SSFL,SRIVARI SPICES N FOODS L,       133.30,       132.45,       132.45,       127.55,       128.40,                  1433100.00,11000, ,       229.00,       124.00
N,SM,SRIVASAVI,SRIVASAVI ADHESIVE TAPE L,        49.00,        48.50,        48.50,        48.50,        48.50,                    48500.00,1000, ,       105.80,        40.50
N,SM,STUDIOLSD,STUDIO LSD LIMITED,        13.30,        13.10,        13.30,        13.00,        13.00,                   235600.00,18000, ,        43.20,        13.00
N,SM,SUBAHOTELS,SUBA HOTELS LIMITED,       138.55,       138.55,       145.00,       138.55,       143.95,                  4124760.00,28800, ,       200.00,       132.00
N,ST,SOCL,SUNDREX OIL COMPANY LTD,        86.00,        68.80,        68.80,        65.40,        65.40,                  1696000.00,25600, ,        68.80,        65.40
N,SM,SEL,SUNGARNER ENERGIES LTD,       211.00,       208.90,       219.80,       208.90,       216.00,                   298880.00,1400, ,       601.95,       181.10
N,ST,SUNLITE,SUNLITE RECYCLING IND LTD,       299.85,       314.80,       314.80,       304.00,       313.00,                 16990290.00,54600, ,       328.00,        91.00
N,SM,SUNREST,SUNREST LIFESCIENCE LTD,        43.00,        41.55,        41.55,        41.55,        41.55,                    66480.00,1600, ,        75.00,        38.50
N,SM,SUNTECH,SUNTECH INFRA SOLUTIONS L,        43.00,        42.25,        42.25,        41.85,        41.90,                   470800.00,11200, ,       110.00,        37.30
N,SM,SFML,SUPREME FACILITY MGMT LTD,        32.00,        33.10,        33.10,        31.50,        31.50,                   262000.00,8000, ,        65.90,        27.40
N,SM,SUPREMEPWR,SUPREME POWER EQUIPMENT L,       194.60,       194.60,       194.60,       191.20,       191.75,                  4416150.00,23000, ,       248.75,       100.00
N,SM,SURANI,SURANI STEEL TUBES LTD.,        60.00,        60.00,        60.00,        60.00,        60.00,                    84000.00,1400, ,       199.40,        56.50
N,SM,SWARAJ,SWARAJ SUITING LIMITED,       241.15,       246.80,       246.80,       240.50,       242.00,                 10087250.00,41500, ,       287.45,       138.50
N,SM,SWASTIK,SWASTIK PIPE LIMITED,        24.35,        23.35,        23.50,        23.35,        23.50,                    56220.00,2400, ,        64.90,        22.00
N,SM,SYNOPTICS,SYNOPTICS TECHNOLOGIES L,        62.70,        60.60,        60.60,        59.60,        59.60,                   215160.00,3600, ,       129.80,        51.50
N,ST,SYSTANGO,SYSTANGO TECHNOLOGIES LTD,       298.85,       295.60,       295.60,       283.95,       290.70,                 12028920.00,41600, ,       411.00,       192.25
N,SM,TAC,TAC INFOSEC LIMITED,       755.05,       739.20,       778.00,       739.20,       767.25,                 15293940.00,20200, ,      1697.00,       676.00
N,ST,TANKUP,TANKUP ENGINEERS LIMITED,       742.35,       726.00,       726.00,       705.25,       708.05,                  2682162.50,3750, ,       817.60,       152.55
N,SM,TAPIFRUIT,TAPI FRUIT PROCESSING LTD,        65.00,        64.90,        68.50,        64.90,        68.50,                   151425.00,2250, ,       121.80,        60.65
N,ST,TAURIAN,TAURIAN MPS LIMITED,       217.25,       216.50,       228.10,       216.50,       228.10,                  9053240.00,40000, ,       425.00,       193.90
N,SM,TBI,TBI CORN LIMITED,        87.05,        85.70,        86.95,        85.70,        86.05,                  1241940.00,14400, ,       193.60,        75.20
G,ST,TECHD,TECHD CYBERSECURITY LTD,       627.20,       614.70,       614.70,       614.70,       614.70,                  3688200.00,6000, ,       843.60,       366.70
N,ST,TECHERA,TECHERA ENGINEER (IND) L,       216.55,       216.55,       223.20,       215.00,       220.00,                  4750320.00,21600, ,       325.70,       115.60
G,ST,TGL,TEERTH GOPICON LIMITED,        78.20,        76.65,        76.65,        76.65,        76.65,                   214620.00,2800, ,       618.00,        38.50
N,SM,TCL,THAAI CASTING LIMITED,       102.50,        99.25,        99.85,        99.25,        99.85,                   159280.00,1600, ,       150.70,        77.15
N,SM,THESL,THINKING HATS ENTER SOL L,        25.90,        24.65,        27.15,        24.65,        27.00,                  1988100.00,75000, ,        50.90,        24.65
N,SM,TIMESCAN,TIMESCAN LOGISTICS IND L,        53.00,        50.35,        50.35,        50.35,        50.35,                   100700.00,2000, ,        71.30,        38.40
N,SM,TRANSTEEL,TRANSTEEL SEATING TECH L,       149.25,       144.50,       145.90,       141.00,       142.90,                  5769350.00,40000, ,       167.95,        85.00
N,ST,TRANSWIND,TRANSWIND INFRA LIMITED,        22.05,        23.15,        23.15,        23.15,        23.15,                   185200.00,8000, ,        23.40,        12.70
N,SM,TECHLABS,TRIDENT TECHLABS LIMITED,       337.80,       333.50,       337.00,       327.30,       329.15,                  2653337.50,8000, ,      1670.00,       295.00
N,SM,TROM,TROM INDUSTRIES LIMITED,        75.10,        73.00,        73.55,        72.10,        73.00,                   744810.00,10200, ,       263.95,        67.90
N,ST,TRUST,TRUST FINTECH LIMITED,        47.75,        47.10,        47.15,        47.10,        47.15,                   141390.00,3000, ,       173.50,        42.70
N,SM,TSC,TSC INDIA LIMITED,        50.75,        49.90,        49.90,        47.50,        47.60,                   385000.00,8000, ,        79.30,        45.85
N,SM,TUNWAL,TUNWAL E-MOTORS LIMITED,        34.45,        34.30,        35.15,        34.30,        34.80,                  2360100.00,68000, ,        50.75,        27.25
N,SM,UMA,UMA CONVERTER LIMITED,        20.00,        19.70,        19.70,        19.70,        19.70,                    78800.00,4000, ,        45.05,        19.00
N,ST,UNIHEALTH,UNIHEALTH HOSPITALS LTD,       280.00,       284.00,       287.90,       280.00,       286.70,                  4556700.00,16000, ,       390.60,       120.00
N,SM,UNILEX,UNILEX COLOURS AND CHEM L,        36.00,        35.25,        35.25,        35.00,        35.00,                   168560.00,4800, ,        89.00,        30.70
N,SM,UHTL,UNITED HEAT TRANSFER LTD,        59.60,        59.50,        59.50,        59.50,        59.50,                   119000.00,2000, ,       104.35,        51.50
N,SM,USASEEDS,UPSURGE SEEDS OF AGRI LTD,       145.00,       152.00,       152.00,       152.00,       152.00,                    65056.00,428, ,       314.40,       130.70
N,SM,URBAN,URBAN ENVIRO WASTE MGMT L,       153.20,       152.45,       154.95,       152.45,       154.00,                   738000.00,4800, ,       693.65,       136.05
N,SM,USHAFIN,USHA FINANCIAL SERVICES L,        43.00,        41.45,        43.85,        41.45,        43.85,                   767840.00,17600, ,       132.90,        34.10
N,SM,UTSSAV,UTSSAV CZ GOLD JEWELS LTD,       221.95,       221.00,       223.30,       220.50,       221.50,                  1725870.00,7800, ,       297.00,       145.05
N,SM,VMARCIND,V MARC INDIA LIMITED,       719.15,       719.15,       720.00,       659.95,       672.70,                 25142812.50,36750, ,       805.00,       200.30
N,SM,VR,V R INFRASPACE LIMITED,       155.00,       156.00,       165.50,       155.85,       156.05,                   381960.00,2400, ,       337.05,       145.00
N,SM,VLINFRA,V.L.INFRAPROJECTS LIMITED,        28.90,        30.00,        30.00,        29.90,        30.00,                   269775.00,9000, ,        63.45,        22.15
N,SM,VSCL,VADIVARHE SPCLTY CHEM LTD,        16.05,        16.85,        16.85,        16.85,        16.85,                   101100.00,6000, ,        45.80,        16.05
N,SM,MADHAVBAUG,VAIDYA SANE AYUR LAB LTD,       287.95,       287.80,       287.80,       287.75,       287.75,                   345340.00,1200, ,       335.00,        81.10
N,SM,DENTALKART,VASA DENTICITY LIMITED,       571.90,       568.80,       584.60,       568.80,       576.20,                  2301550.00,4000, ,       759.00,       533.00
N,SM,VDEAL,VDEAL SYSTEM LIMITED,       209.65,       202.00,       203.20,       201.00,       203.00,                  1092150.00,5400, ,       260.00,       100.25
N,SM,VEEKAYEM,VEEKAYEM FASH & APP LTD,       151.15,       145.00,       147.50,       141.00,       144.30,                  1089525.00,7500, ,       318.00,       141.00
N,SM,VIAZ,VIAZ TYRES LIMITED,        65.50,        65.00,        66.05,        63.05,        64.55,                   520200.00,8000, ,        99.55,        49.30
N,SM,VILAS,VILAS TRANSCORE LIMITED,       390.30,       390.30,       403.85,       390.00,       393.35,                  4440300.00,11250, ,       673.70,       291.00
N,SM,VINSYS,VINSYS IT SERVICES IND LT,       364.40,       365.30,       369.00,       353.00,       360.40,                  6952800.00,19250, ,       475.00,       300.00
N,SM,VINYAS,VINYAS INNOVATIVE TECH L,      1112.65,      1115.00,      1165.00,      1101.00,      1117.20,                  7962000.00,7000, ,      1440.00,       575.80
N,SM,VGINFOTECH,VIRTUAL GALAXY INFOTECH L,       152.25,       152.55,       152.55,       150.40,       150.60,                  4991050.00,33000, ,       208.00,       146.00
N,ST,VISAMAN,VISAMAN GLOBAL SALES LTD,       123.00,       124.90,       125.00,       122.00,       125.00,                  1865700.00,15000, ,       129.30,        34.00
N,SM,VISHNUINFR,VISHNUSURYA PROJ N INFR L,       181.85,       180.00,       180.00,       174.00,       175.75,                  1497250.00,8500, ,       288.00,       145.00
N,ST,VIESL,VISION INFRA EQUIP SOL L,       249.95,       249.95,       258.95,       245.05,       249.05,                  2016120.00,8000, ,       307.90,       111.95
N,SM,VITAL,VITAL CHEMTECH LIMITED,        56.50,        56.10,        57.45,        56.10,        57.00,                   273060.00,4800, ,        77.00,        48.10
N,SM,VIVIANA,VIVIANA POWER TECH LTD,       700.95,       688.50,       742.85,       688.50,       727.80,                 10397630.00,14600, ,      1860.00,       598.00
N,ST,VOLERCAR,VOLER CAR LIMITED,       211.90,       202.20,       215.90,       201.35,       215.90,                 20552440.00,101600, ,       255.00,        77.40
N,SM,WINNY,WINNY IMMIGRA & EDU SER L,        77.75,        75.50,        75.50,        75.50,        75.50,                    37750.00,500, ,       346.50,        54.00
N,SM,WINSOL,WINSOL ENGINEERS LIMITED,       156.50,       160.90,       160.90,       155.00,       156.60,                   440180.00,2800, ,       320.00,       151.05
N,SM,WTICAB,WISE TRAVEL INDIA LIMITED,       136.10,       140.00,       140.75,       138.05,       139.95,                  1746500.00,12500, ,       204.00,       115.20
N,ST,WOL3D,WOL 3D INDIA LIMITED,       180.00,       183.00,       183.00,       183.00,       183.00,                   183000.00,1000, ,       209.95,        97.00
N,SM,WOMANCART,WOMANCART LIMITED,       272.35,       256.60,       281.90,       256.60,       275.30,                  9671220.00,35200, ,       437.15,       211.15
N,SM,YASHOPTICS,YASH OPTICS & LENS LTD,       119.40,       119.65,       119.65,       116.00,       116.95,                  1791960.00,15200, ,       153.50,        72.60
N,SM,YCCL,YASONS CHEMEX CARE LTD,        12.20,        13.50,        13.50,        12.90,        13.10,                   277500.00,21000, ,        20.25,        11.00
N,SM,ZTECH,Z-TECH (INDIA) LIMITED,       665.15,       669.50,       670.00,       653.10,       668.15,                 14926995.00,22500, ,       731.15,       460.00
N,SM,ZEAL,ZEAL GLOBAL SERVICES LTD,        91.50,        91.50,        92.90,        91.50,        91.80,                   330960.00,3600, ,       184.00,        91.50
N,SM,ZENITHDRUG,ZENITH DRUGS LIMITED,        52.35,        51.20,        51.35,        50.00,        50.10,                  1251440.00,24800, ,       107.00,        47.15
