MARKET,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,CORP_IND,HI_52_WK,LO_52_WK
N,SM,INVICTA,INVICTA DIAGNOSTIC LTD,        78.30,        77.00,        87.00,        76.00,        84.55,                 11149280.00,134400, ,       105.00,        75.70
N,SM,ISHAN,ISHAN INTERNATIONAL LTD,         0.75,         0.80,         0.80,         0.75,         0.75,                   333600.00,432000, ,         2.00,         0.70
N,SM,ITALIANE,ITALIAN EDIBLES LIMITED,        28.45,        27.65,        27.90,        27.15,        27.15,                   220700.00,8000, ,        45.00,        27.00
N,ST,IWARE,IWARE SUPPLYCHAIN SER LTD,       205.25,       209.90,       209.90,       207.50,       207.50,                   500880.00,2400, ,       243.90,        70.05
N,SM,JAINIK,JAINIK POWER CABLES LTD,       126.75,       125.50,       128.90,       125.05,       125.05,                  4081680.00,32400, ,       153.10,        60.60
N,ST,JALAN,JALAN TRANSOLU. INDIA LTD,         3.45,         3.45,         3.45,         3.45,         3.45,                    31050.00,9000, ,        14.60,         2.50
N,SM,JAYBEE,JAY BEE LAMINATIONS LTD,       119.45,       119.00,       120.70,       119.00,       119.00,                   657475.00,5500, ,       377.20,       112.00
N,ST,KORE,JAY JALARAM TECHNO LTD,       157.00,       156.50,       156.55,       151.20,       151.40,                   308950.00,2000, ,       370.00,       110.20
N,SM,JAYESH,JAYESH LOGISTICS LIMITED,       166.00,       165.50,       166.00,       165.50,       165.75,                   331500.00,2000, ,       183.00,       106.35
N,ST,JEYYAM,JEYYAM GLOBAL FOODS LTD,        59.35,        58.00,        61.75,        58.00,        60.15,                  2305000.00,38000, ,        74.50,        31.00
N,SM,JFLLIFE,JFL LIFE SCIENCES LIMITED,        12.65,        12.05,        12.05,        12.05,        12.05,                    72300.00,6000, ,        30.75,        11.00
N,SM,JYOTIGLOBL,JYOTI GLOBAL PLAST LTD,        50.90,        50.90,        50.90,        48.00,        48.95,                   589700.00,12000, ,        77.75,        48.00
N,SM,K2INFRA,K2 INFRAGEN LIMITED,        62.50,        63.00,        63.50,        62.00,        62.15,                   375840.00,6000, ,       178.00,        52.50
N,SM,KKJEWELS,KABRA JEWELS LIMITED,        89.05,        87.00,        89.95,        87.00,        89.10,                  1511450.00,17000, ,       265.00,        84.00
N,SM,KALANA,KALANA ISPAT LIMITED,        23.60,        23.50,        23.50,        23.50,        23.50,                    47000.00,2000, ,        55.00,        23.00
N,ST,KANDARP,KANDARP DG SMART BPO LTD,       139.15,       139.20,       144.30,       139.20,       144.30,                  1831700.00,13000, ,       145.50,        46.15
N,ST,KARNIKA,KARNIKA INDUSTRIES LTD,       118.10,       112.30,       120.00,       112.25,       118.50,                  1503100.00,13000, ,       973.00,       112.25
N,SM,KATARIA,KATARIA INDUSTRIES LTD,       104.35,       103.10,       103.10,        98.25,        98.80,                   846090.00,8400, ,       160.40,        85.50
N,SM,KLL,KAUSHALYA LOGISTICS LTD,        48.00,        49.00,        49.30,        48.10,        49.20,                   352280.00,7200, ,       112.00,        40.60
N,SM,KCEIL,KAY CEE ENERGY & INFRA L,       143.90,       143.90,       148.40,       140.00,       141.15,                  4769650.00,33500, ,       408.35,       135.35
N,SM,KAYTEX,KAYTEX FABRICS LIMITED,        72.00,        72.70,        73.80,        69.50,        73.80,                   345560.00,4800, ,       156.90,        69.50
G,ST,KCK,KCK INDUSTRIES LTD,        27.05,        26.55,        26.55,        26.55,        26.55,                   464625.00,17500, ,        61.70,        25.50
N,SM,KEN,KEN ENTERPRISES LIMITED,        44.55,        44.55,        44.55,        44.35,        44.35,                   106680.00,2400, ,        85.00,        35.25
N,SM,KHFM,KHFM HOS FAC MANA SER LTD,        63.15,        60.70,        66.45,        60.70,        61.10,                   291787.50,4650, ,       102.80,        59.50
N,SM,KODYTECH,KODY TECHNOLAB LIMITED,       897.75,       880.00,       909.95,       880.00,       894.50,                  4011920.00,4500, ,      1738.95,       556.05
N,SM,KONSTELEC,KONSTELEC ENGINEERS LTD,        46.85,        49.00,        51.50,        49.00,        51.50,                   816550.00,16000, ,       131.85,        42.00
N,SM,KONTOR,KONTOR SPACE LIMITED,        66.00,        66.10,        67.80,        66.10,        67.80,                    80340.00,1200, ,       125.55,        58.00
N,SM,KDL,KORE DIGITAL LIMITED,       175.35,       178.90,       178.90,       167.15,       171.90,                  2855182.50,16650, ,      1912.60,       135.20
N,SM,KOTYARK,KOTYARK INDUSTRIES LTD,       236.55,       232.05,       244.85,       232.00,       244.65,                   425930.00,1800, ,       964.00,       202.40
N,SM,KRISHCA,KRISHCA STRAPPING SLTN L,       191.40,       191.00,       191.00,       190.00,       190.00,                   190500.00,1000, ,       316.20,       150.00
N,SM,KEL,KUNDAN EDIFICE LIMITED,       100.00,       100.00,       100.00,       100.00,       100.00,                   120000.00,1200, ,       167.05,        81.00
N,SM,LAKSHYA,LAKSHYA POWERTECH LIMITED,       119.25,       122.00,       125.00,       122.00,       124.30,                   690320.00,5600, ,       343.95,       102.25
N,SM,LAMOSAIC,LAMOSAIC INDIA LIMITED,        34.40,        35.90,        35.90,        35.00,        35.00,                   127380.00,3600, ,       104.00,        33.70
N,SM,LRRPL,LEAD REC AND RUB PROD LTD,        74.50,        73.60,        73.60,        73.60,        73.60,                   220800.00,3000, ,        99.50,        48.60
N,SM,LLOYDS,LLOYDS LUXURIES LIMITED,        68.80,        68.80,        68.80,        67.75,        67.75,                   136550.00,2000, ,       125.75,        61.30
N,ST,MVKAGRO,M.V.K. AGRO FOOD PROD LTD,       739.30,       704.10,       776.25,       704.00,       762.15,                 62218755.00,84300, ,       819.00,        32.05
N,SM,MACOBSTECH,MACOBS TECHNOLOGIES LTD,       210.00,       211.00,       214.80,       209.00,       211.00,                 17962640.00,84800, ,       246.95,       150.60
N,SM,MADHUSUDAN,MADHUSUDAN MASALA LIMITED,       133.10,       128.05,       134.50,       126.60,       131.70,                   649700.00,5000, ,       226.00,       108.60
N,SM,MAGSON,MAGSON RETAIL AND DIST L,       126.00,       126.00,       126.00,       126.00,       126.00,                   378000.00,3000, ,       166.10,        75.50
N,SM,MRIL,MAHENDRA REALTO & INFRA L,        54.50,        52.70,        52.70,        51.20,        51.80,                   997680.00,19200, ,        82.00,        49.25
N,SM,MAHICKRA,MAHICKRA CHEMICAL LIMITED,       151.70,       148.50,       153.95,       148.50,       153.95,                   226837.50,1500, ,       180.00,        95.20
N,SM,MAITREYA,MAITREYA MEDICARE LIMITED,       202.05,       195.10,       224.00,       192.10,       217.95,                  4408980.00,21600, ,       360.00,       192.10
N,SM,MPEL,MANAS POLYMER N ENERGIE L,        97.00,        91.65,        92.40,        89.70,        90.00,                 12236080.00,134400, ,       153.90,        86.00
N,ST,MANAV,MANAV INFRA PROJECTS LTD,        30.15,        31.65,        31.65,        31.65,        31.65,                   126600.00,4000, ,        31.70,        10.50
N,SM,MAL,MANGALAM ALLOYS LIMITED,        49.00,        47.45,        47.45,        47.45,        47.45,                   151840.00,3200, ,        80.20,        26.25
N,SM,MIEL,MANGLAM INFRA & ENG LTD,        19.35,        21.25,        21.25,        19.50,        19.80,                   902400.00,44000, ,        44.30,        19.05
N,ST,MARC,MARC TECHNOCRATS LIMITED,        63.85,        60.70,        60.70,        60.70,        60.70,                 27752040.00,457200, ,        74.40,        60.70
N,SM,MARCO,MARCO CABLE & CONDUCTOR L,        39.20,        38.80,        38.80,        38.80,        38.80,                   174600.00,4500, ,        68.25,        33.10
N,ST,MARINETRAN,MARINETRANS INDIA LIMITED,        26.95,        28.15,        28.15,        25.65,        25.65,                   215200.00,8000, ,        28.20,        13.30
N,SM,MASON,MASON INFRATECH LIMITED,       193.30,       193.00,       196.00,       193.00,       196.00,                  2056500.00,10500, ,       220.00,        73.50
N,SM,MASTER,MASTER COMPONENTS LIMITED,       321.00,       305.00,       337.00,       305.00,       323.05,                   637100.00,2000, ,       436.00,       258.40
N,SM,MGSL,MATRIX GEO SOLUTIONS LTD,       100.40,       103.95,       104.00,       101.00,       104.00,                  3476820.00,33600, ,       120.00,        73.55
N,SM,MAXPOSURE,MAXPOSURE LIMITED,        44.60,        45.10,        45.50,        44.50,        44.95,                  1128350.00,25000, ,       102.95,        44.50
N,ST,MAXVOLT,MAXVOLT ENERGY INDUS L,       478.75,       497.90,       497.90,       470.00,       491.50,                 10594200.00,21600, ,       509.00,       145.05
N,ST,MCON,MCON RASAYAN INDIA LTD,        60.60,        60.70,        60.70,        57.60,        58.85,                   294200.00,5000, ,       220.75,        53.40
N,SM,MEDIORG,MEDICAMEN ORGANICS LTD,        24.60,        24.60,        24.60,        24.60,        24.60,                    98400.00,4000, ,        57.10,        19.60
N,SM,MEDISTEP,MEDISTEP HEALTHCARE LTD,        23.05,        25.40,        25.40,        25.40,        25.40,                    76200.00,3000, ,        53.00,        22.30
N,ST,MEGAFLEX,MEGA FLEX PLASTICS LTD,       121.25,       123.00,       123.60,       121.90,       123.60,                  1471350.00,12000, ,       123.60,        40.00
N,SM,MEGATHERM,MEGATHERM INDUCTION LTD,       228.90,       228.90,       234.80,       228.00,       229.30,                  2224800.00,9600, ,       380.00,       212.00
N,SM,MICROPRO,MICROPRO SOFTWARE SOL L,        19.95,        19.10,        19.90,        19.10,        19.90,                    62400.00,3200, ,        34.45,        17.85
N,SM,MHHL,MOHINI HEALTH&HYGIENE LTD,        41.20,        43.00,        43.00,        39.15,        39.15,                   484275.00,12000, ,        86.90,        37.90
N,SM,MONOLITH,MONOLITHISCH INDIA LTD,       506.45,       502.00,       504.00,       488.05,       503.35,                  1616200.00,3250, ,       607.40,       219.45
N,SM,MOS,MOS UTILITY LIMITED,        22.30,        22.30,        22.65,        22.25,        22.45,                  3048800.00,136000, ,       321.00,        21.00
N,SM,MMEL,MOVING MEDIA ENTER LTD,        49.50,        50.95,        51.00,        50.95,        51.00,                  2651900.00,52000, ,        84.45,        44.50
N,SM,MUNISH,MUNISH FORGE LIMITED,        95.75,        96.25,       105.00,        96.25,       103.40,                  3530340.00,34800, ,       143.00,        95.50
N,SM,MYMUDRA,MY MUDRA FINCORP LIMITED,        90.00,        91.00,        92.00,        90.50,        92.00,                   328200.00,3600, ,       119.10,        51.60
N,ST,NRVANDANA,N R VANDANA TEX IND LTD,        58.40,        55.85,        59.95,        55.50,        58.20,                  5330100.00,93000, ,        72.90,        37.05
N,SM,NAMAN,NAMAN IN-STORE (INDIA) L,        65.15,        64.00,        64.00,        62.00,        64.00,                   454400.00,7200, ,       150.55,        55.75
N,SM,NAMOEWASTE,NAMO EWASTE MANAGEMENT L,       184.90,       185.40,       185.40,       183.05,       184.50,                  1919560.00,10400, ,       229.90,       127.00
N,SM,NEOCHEM,NEOCHEM BIO SOLUTIONS LTD,        94.00,        93.75,        93.75,        85.60,        86.05,                  9174840.00,102000, ,       113.40,        85.60
N,ST,NEPHROCARE,NEPHRO CARE INDIA LIMITED,       113.25,       117.95,       117.95,       107.60,       111.00,                  1774540.00,16000, ,       206.85,        99.95
N,SM,NEPTUNE,NEPTUNE PETROCHEMICALS L,       201.60,       204.65,       206.00,       200.15,       202.35,                  2038450.00,10000, ,       239.00,       126.30
N,ST,CBAZAAR,NET AVENUE TECHNOLOGIES L,         3.95,         4.00,         4.00,         4.00,         4.00,                    96000.00,24000, ,        13.25,         3.05
N,SM,NEWJAISA,NEWJAISA TECHNOLOGIES LTD,        27.25,        26.50,        28.50,        26.50,        26.85,                   335775.00,12000, ,        89.00,        25.80
N,SM,NMSTEEL,NEWMALAYALAM STEEL LTD,        30.00,        31.60,        31.60,        31.05,        31.05,                   149920.00,4800, ,        81.25,        23.35
N,SM,NIDAN,NIDAN LABS AND HEALTH LTD,        18.65,        18.60,        19.00,        18.60,        19.00,                    37600.00,2000, ,        29.45,        16.05
N,ST,NIKITA,NIKITA GRENTEC RECYCL LTD,       136.80,       131.20,       135.00,       131.20,       135.00,                   479280.00,3600, ,       156.00,        77.15
N,SM,NIRMAN,NIRMAN AGRI GENTICS LTD,        61.50,        60.70,        61.85,        59.45,        59.95,                   944865.00,15600, ,       456.00,        51.50
N,SM,OBSCP,OBSC PERFECTION LIMITED,       303.20,       301.10,       304.90,       300.35,       301.00,                  3021100.00,10000, ,       360.00,       144.90
N,SM,OMFURN,OMFURN INDIA LIMITED,        82.75,        82.00,        86.50,        80.00,        83.80,                   491520.00,6000, ,       140.00,        76.75
N,SM,ONDOOR,ON DOOR CONCEPTS LIMITED,       115.45,       118.00,       119.95,       116.20,       119.15,                   392805.00,3300, ,       321.10,       108.00
N,SM,OLIL,ONECLICK LOGISTICS IND L,       317.20,       317.00,       319.90,       310.00,       310.00,                  6102080.00,19600, ,       355.00,        98.15
N,SM,ONYX,ONYX BIOTEC LIMITED,        35.10,        37.00,        37.00,        35.00,        35.00,                  1546000.00,44000, ,        97.45,        28.10
N,SM,OPTIVALUE,OPTIVALUE TEK CONSULT LTD,        73.35,        75.25,        80.00,        74.00,        79.00,                  3307120.00,43200, ,       107.55,        67.95
N,SM,ORIANA,ORIANA POWER LIMITED,      2183.85,      2180.00,      2250.00,      2163.00,      2221.05,                 48308883.75,21750, ,      3064.00,      1000.00
N,ST,OSELDEVICE,OSEL DEVICES LIMITED,       555.20,       558.85,       561.00,       530.20,       535.25,                 10579070.00,19600, ,       835.00,       186.25
N,SM,OWAIS,OWAIS METAL & MINERAL,       267.85,       264.00,       270.95,       255.30,       263.05,                  5089655.00,19400, ,      1224.00,       255.30
N,ST,PSRAJ,P S RAJ STEELS LIMITED,       309.65,       300.25,       312.70,       295.00,       305.00,                  2726650.00,9000, ,       318.10,       122.85
N,SM,PROPEQUITY,P. E. ANALYTICS LIMITED,       180.00,       177.05,       180.00,       177.05,       180.00,                   214230.00,1200, ,       299.90,       156.60
N,SM,PARAGON,PARAGON FINE S.C. LTD.,        40.20,        40.00,        42.00,        40.00,        40.30,                   533580.00,13200, ,       100.05,        38.00
N,SM,PARAMATRIX,PARAMATRIX TECHNOLOGIES L,        83.50,        77.10,        80.30,        77.10,        77.90,                   472500.00,6000, ,       111.00,        63.60
N,SM,PARAMOUNT,PARAMOUNT DYE TEC LIMITED,        56.50,        55.00,        55.00,        54.95,        54.95,                   131940.00,2400, ,        90.00,        44.55
N,SM,PSFL,PARAMOUNT SPECIALI FORG L,        28.95,        28.95,        29.35,        28.25,        29.00,                   631900.00,22000, ,        78.00,        28.00
N,ST,PARIN,PARIN ENTERPRISES LIMITED,       588.00,       561.30,       594.00,       561.25,       594.00,                   569450.00,1000, ,       610.00,       311.65
N,SM,PARTH,PARTH ELEC & ENG LTD,       209.95,       209.95,       212.90,       204.30,       205.00,                  4783440.00,23200, ,       306.40,       169.00
N,SM,PARTYCRUS,PARTY CRUISERS LIMITED,        88.00,        87.00,        87.00,        86.00,        86.00,                   173000.00,2000, ,       140.00,        63.05
N,SM,PATILAUTOM,PATIL AUTOMATION LIMITED,       179.65,       179.00,       179.50,       178.00,       178.00,                   428760.00,2400, ,       268.90,       153.90
N,SZ,PERFECT,PERFECT INFRAENGINEER LTD,         3.90,         4.05,         4.05,         3.90,         4.05,                    95400.00,24000, ,        21.70,         3.60
N,SM,PCCL,PETRO CARBON AND CHEMI L,       205.20,       203.00,       207.50,       202.00,       206.40,                  1388260.00,6800, ,       228.00,       150.00
N,SM,PHANTOMFX,PHANTOM DIGITAL EFF LTD,       236.95,       235.05,       238.85,       227.00,       231.15,                  4901400.00,21000, ,       327.95,       165.00
N,SM,PHOGLOBAL,PHOENIX OVERSEAS LIMITED,        19.80,        19.75,        20.25,        19.75,        20.05,                   359600.00,18000, ,        30.00,        16.75
N,SM,PPSL,PICTUREPOST STUDIOS LTD,        10.90,        11.00,        11.00,        10.95,        10.95,                    65850.00,6000, ,        45.60,         9.00
N,SM,PLADAINFO,PLADA INFOTECH SERVICES L,        16.45,        15.75,        15.75,        15.75,        15.75,                   141750.00,9000, ,        29.75,        14.85
N,ST,POLYSIL,POLYSIL IRRIGATION SYST L,       293.00,       285.00,       307.65,       278.35,       306.90,                 68259850.00,236500, ,       356.75,        14.25
N,SM,POSITRON,POSITRON ENERGY LIMITED,       209.00,       209.00,       209.00,       203.00,       203.00,                  2267205.00,11100, ,       420.00,       203.00
N,SM,PRAMARA,PRAMARA PROMOTIONS LTD,       347.05,       347.00,       351.00,       346.00,       349.70,                 31966550.00,92000, ,       362.95,       101.05
N,SM,PRANIK,PRANIK LOGISTICS LIMITED,        55.30,        55.60,        55.60,        55.30,        55.50,                   266240.00,4800, ,       112.95,        48.10
N,SM,PRATHAM,PRATHAM EPC PROJECTS LTD,       149.95,       148.00,       149.90,       147.00,       147.85,                   532660.00,3600, ,       242.30,       133.00
N,SM,PRECISION,PRECISION METALIKS LTD,        12.80,        12.80,        12.80,        12.70,        12.70,                    51000.00,4000, ,        44.50,        11.80
N,SM,PRLIND,PREMIER ROADLINES LIMITED,        78.50,        77.40,        77.40,        76.10,        76.10,                   153500.00,2000, ,       139.00,        75.15
N,SM,PREMIUM,PREMIUM PLAST LIMITED,        39.25,        39.00,        39.00,        38.50,        38.55,                   463800.00,12000, ,        47.95,        26.05
N,SM,PRESSTONIC,PRESSTONIC ENGINEERING L,        59.85,        61.90,        61.90,        61.65,        61.65,                    98840.00,1600, ,       143.00,        56.00
N,SM,PRIMECAB,PRIME CABLE INDUSTRIES L,        85.30,        86.00,        88.00,        86.00,        87.60,                  1115200.00,12800, ,       123.65,        70.70
N,SM,PRIZOR,PRIZOR VIZTECH LIMITED,       289.75,       290.00,       290.00,       284.95,       285.00,                  1370100.00,4800, ,       362.00,       105.10
N,SM,PROFX,PRO FX TECH LIMITED,        76.55,        73.80,        75.00,        73.05,        75.00,                   828160.00,11200, ,       136.90,        56.90
N,SM,PROLIFE,PROLIFE INDUSTRIES LTD,        80.00,        77.00,        78.00,        77.00,        77.00,                   116000.00,1500, ,       361.00,        75.00
N,SM,PROV,PROVENTUS AGROCOM LIMITED,      1322.00,      1260.00,      1290.00,      1260.00,      1290.00,                   204000.00,160, ,      1770.00,       815.10
N,SM,PULZ,PULZ ELECTRONICS LIMITED,        31.00,        31.00,        31.00,        31.00,        31.00,                    62000.00,2000, ,        74.40,        28.25
N,SM,PURPLEUTED,PURPLE UNITED SALES LTD,       399.10,       400.00,       403.50,       390.00,       398.40,                  4392837.50,11000, ,       587.95,       119.55
N,SM,PURVFLEXI,PURV FLEXIPACK LIMITED,        82.50,        80.10,        80.10,        74.80,        79.00,                  1851480.00,24000, ,       190.00,        69.00
N,SM,PUSHPA,PUSHPA JEWELLERS LIMITED,       102.00,       101.50,       105.70,       101.50,       105.00,                   837150.00,8000, ,       148.75,        91.00
N,SM,QMSMEDI,QMS MEDICAL ALLIED S LTD,        89.65,        92.00,        93.00,        90.00,        90.00,                   547250.00,6000, ,       120.00,        72.35
N,SM,QUESTLAB,QUEST LABORATORIES LTD,       100.00,       102.50,       107.95,       102.00,       104.65,                  5453700.00,51600, ,       160.00,        75.15
N,SM,QUICKTOUCH,QUICKTOUCH TECHNOLOGIES L,        39.00,        38.25,        39.00,        37.40,        39.00,                   228550.00,6000, ,        98.45,        27.15
N,SM,QVCEL,QVC EXPORTS LIMITED,        30.75,        29.30,        29.30,        29.25,        29.25,                   187280.00,6400, ,        43.95,        22.20
N,SM,RILINFRA,RACHANA INFRA LTD,        37.70,        36.25,        38.20,        36.25,        37.40,                   794965.00,21400, ,        53.90,        25.55
N,SM,RADIOWALLA,RADIOWALLA NETWORK LTD,        59.00,        58.95,        58.95,        58.95,        58.95,                   188640.00,3200, ,       114.00,        50.00
N,SM,RAJPUTANA,RAJPUTANA BIODIESEL LTD,       244.75,       245.95,       247.45,       240.10,       247.45,                   487500.00,2000, ,       383.85,       173.15
N,SM,RAJINDLTD,RAJPUTANA INDUSTRIES LTD,        84.95,        84.95,        85.75,        84.00,        84.50,                   887775.00,10500, ,       101.90,        70.05
N,SM,RTL,RAMA TELECOM LIMITED,        66.15,        66.00,        66.00,        66.00,        66.00,                   132000.00,2000, ,        75.00,        57.50
N,SM,RBS,RAMDEVBABA SOLVENT LTD,        94.80,        94.35,        96.25,        94.00,        94.00,                   681720.00,7200, ,       147.00,        90.00
N,SM,RBMINFRA,RBM INFRACON LIMITED,       418.85,       414.05,       416.95,       405.65,       416.90,                   577620.00,1400, ,       782.25,       249.85
N,SM,READYMIX,READYMIX CONSTRU MACHI L,       114.90,       115.00,       115.00,       115.00,       115.00,                   115000.00,1000, ,       175.00,        55.20
N,SM,REFRACTORY,REFRACTORY SHAPES LIMITED,        58.00,        55.10,        55.10,        55.10,        55.10,                    55100.00,1000, ,        99.40,        39.00
N,SM,REMUS,REMUS PHARMACEUTICALS L,       720.00,       720.00,       720.00,       701.20,       709.55,                   426630.00,600, ,      2577.00,       611.05
N,ST,RNPL,RENOL POLYCHEM LIMITED,       140.50,       147.00,       147.00,       147.00,       147.00,                   176400.00,1200, ,       156.00,        69.00
N,SM,REXPRO,REXPRO ENTERPRISES LTD,        62.10,        62.55,        62.55,        62.50,        62.50,                   125050.00,2000, ,       120.00,        41.60
N,SM,RITEZONE,RITE ZONE CHEMCON IND LTD,        21.50,        22.40,        22.40,        22.40,        22.40,                    71680.00,3200, ,        47.55,        19.85
N,SM,RNFI,RNFI SERVICES LIMITED,       305.00,       300.00,       310.00,       300.00,       310.00,                  2740410.00,9000, ,       404.00,       148.10
N,SM,ROCKINGDCE,ROCKINGDEALS CIRCU ECO L,       273.40,       283.85,       283.85,       270.00,       272.00,                   686762.50,2500, ,       650.00,       160.55
N,SM,ROXHITECH,ROX HI TECH LIMITED,        43.50,        44.00,        44.00,        43.15,        43.20,                   694240.00,16000, ,       100.80,        35.05
N,SM,ROYALARC,ROYAL ARC ELECTRODES LTD,       142.00,       140.00,       170.00,       140.00,       160.00,                 13428600.00,82800, ,       187.80,       114.25
N,SM,RULKA,RULKA ELECTRICALS LIMITED,       103.55,       103.55,       103.55,       103.55,       103.55,                    62130.00,600, ,       302.35,       100.35
N,ST,SATECH,S A TECH SOFTWARE INDIA L,        49.70,        51.90,        52.15,        51.90,        52.15,                   364250.00,7000, ,       131.00,        31.80
N,SM,SDREAMS,S D RETAIL LIMITED,        80.50,        78.50,        79.05,        77.00,        77.50,                  4017600.00,51000, ,       181.95,        76.00
N,SM,SJLOGISTIC,S J LOGISTICS (INDIA) LTD,       351.00,       350.00,       360.00,       349.00,       359.35,                  3999162.50,11250, ,       685.00,       301.05
N,SM,SAAKSHI,SAAKSHI MEDTEC N PANELS L,       193.45,       193.45,       193.50,       188.00,       188.00,                   799140.00,4200, ,       225.80,       118.00
N,ST,SABAR,SABAR FLEX INDIA LIMITED,         5.00,         4.90,         4.90,         4.90,         4.90,                    24500.00,5000, ,        15.00,         3.80
N,ST,SACHEEROME,SACHEEROME LIMITED,       346.00,       346.00,       363.30,       335.10,       363.30,                  4638120.00,13200, ,       428.55,       140.50
N,SM,SADHAV,SADHAV SHIPPING LIMITED,        98.20,        98.50,       101.85,        98.50,        98.50,                   239700.00,2400, ,       164.00,        76.95
N,SM,SAFEENTP,SAFE ENTER RETAIL FIX LTD,       256.30,       259.00,       259.00,       252.00,       257.00,                  3821225.00,15000, ,       319.00,       151.00
N,SM,SAHAJSOLAR,SAHAJ SOLAR LIMITED,       173.90,       173.90,       182.00,       172.70,       180.30,                 12079980.00,67600, ,       575.00,       138.15
N,SM,SAHANA,SAHANA SYSTEM LIMITED,       855.30,       860.00,       860.45,       820.00,       823.40,                 21331612.50,25500, ,      2060.00,       820.00
N,SM,SAHASRA,SAHASRA ELECTRONIC SOLU L,       277.85,       280.00,       284.00,       275.05,       282.30,                  4496120.00,16000, ,       618.00,       227.50
N,SM,SAJHOTELS,SAJ HOTELS LIMITED,        57.00,        55.05,        58.00,        55.00,        58.00,                   568100.00,10000, ,        86.50,        46.00
N,ST,SAMAY,SAMAY PROJECT SERVICES L,        44.40,        44.40,        44.40,        44.40,        44.40,                   177600.00,4000, ,        51.30,        28.80
N,SM,SAIFL,SAMEERA AGRO AND INFRA L,        13.05,        13.45,        13.70,        12.80,        13.40,                   634000.00,48000, ,       111.90,        10.50
N,SM,SANGANI,SANGANI HOSPITALS LIMITED,        56.85,        57.00,        57.00,        57.00,        57.00,                   427500.00,7500, ,        77.00,        48.50
N,SM,SARTELE,SAR TELEVENTURE LIMITED,       216.60,       217.50,       219.20,       215.15,       216.90,                 26334875.00,121500, ,       302.95,       162.00
N,SM,SATKARTAR,SAT KARTAR SHOPPING LTD,       143.55,       142.80,       143.00,       141.00,       141.50,                  1133160.00,8000, ,       241.95,       130.20
N,SM,SSEGL,SATHLOKHAR SYN E&C GLOB L,       446.85,       446.95,       465.05,       442.00,       457.30,                 11383000.00,25000, ,       580.00,       362.00
N,SM,SATIPOLY,SATI POLY PLAST LIMITED,        60.95,        59.10,        59.10,        58.00,        59.00,                   324075.00,5500, ,       204.00,        58.00
N,SM,SATTVAENGG,SATTVA ENGINEERING CSTN L,        61.50,        61.50,        63.95,        61.50,        62.10,                   604080.00,9600, ,       118.90,        60.30
N,SM,SAVY,SAVY INFRA AND LOGI LTD,       159.35,       159.35,       169.90,       157.00,       165.10,                  3666420.00,22800, ,       191.00,       121.00
N,SM,SAWALIYA,SAWALIYA FOOD PRODUCTS L,       317.05,       316.15,       320.00,       310.00,       315.60,                 79297530.00,252000, ,       322.80,       208.00
N,SM,SELLOWRAP,SELLOWRAP INDUSTRIES LTD,        76.00,        74.05,        80.00,        74.05,        79.00,                  1757600.00,22400, ,       139.65,        70.00
N,SM,SERVICE,SERVICE CARE LIMITED,        44.90,        41.00,        43.05,        41.00,        43.05,                   254200.00,6000, ,        83.20,        39.20
N,ST,SCML,SHARP CHUCKS N MACHINES L,       143.50,       145.75,       145.75,       136.40,       141.75,                  1533450.00,11000, ,       159.50,        68.05
N,SM,SHEEL,SHEEL BIOTECH LIMITED,        73.00,        73.00,        73.00,        71.00,        71.00,                   580000.00,8000, ,        95.55,        68.25
N,SM,SHEETAL,SHEETAL UNIVERSAL LIMITED,       160.50,       160.70,       165.10,       160.70,       161.50,                  1616250.00,10000, ,       165.10,        60.20
N,SM,SHERA,SHERA ENERGY LIMITED,       133.00,       131.20,       131.50,       130.55,       130.55,                   524450.00,4000, ,       214.00,       117.80
N,SM,SHIGAN,SHIGAN QUANTUM TECH LTD,        43.50,        43.10,        43.10,        43.10,        43.10,                    64650.00,1500, ,       129.00,        41.20
N,SM,SPCL,SHIVALIC POWER CONTROL L,        81.80,        81.40,        98.15,        79.50,        90.90,                  9431610.00,105600, ,       247.50,        71.00
N,SM,SHIVASHRIT,SHIVASHRIT FOODS LIMITED,       133.90,       131.00,       131.00,       129.50,       130.00,                   520650.00,4000, ,       148.50,       118.00
N,SM,SHREEKARNI,SHREE KARNI FABCOM LTD,       484.00,       496.90,       496.90,       485.00,       496.90,                   221820.00,450, ,       852.90,       470.00
N,SM,SHREEOSFM,SHREE OSFM E-MOBILITY LTD,        75.25,        75.25,        77.00,        73.00,        73.20,                  1854200.00,25000, ,       145.35,        73.00
N,ST,TIRUPATI,SHREE TIRUPATI BALAJEE,       719.00,       700.00,       715.00,       700.00,       715.00,                  5003125.00,7000, ,       997.00,       452.95
N,SM,SHETHJI,SHREEJI GLOBAL FMCG LTD,       105.00,       105.05,       118.00,       104.15,       114.85,                 15642600.00,139000, ,       123.65,        95.50
N,SM,SHRIAHIMSA,SHRI AHIMSA NATURALS LTD,       232.65,       244.00,       244.70,       229.50,       231.35,                  4363080.00,18600, ,       280.10,       126.50
N,SM,SHKSIL,SHRI HARE-KRI SPO IRON L,        56.00,        56.00,        56.00,        56.00,        56.00,                   112000.00,2000, ,        84.00,        51.00
